ID,iri_mean,iri_med,iri_min,iri_max,iri_stdev,speed_mean,speed_med,VPROMMS_ID,length,ACCESS_SCORE,POV_SCORE,RISK_SCORE,CRIT_SCORE,ROUGHNESS_SCORE,Access_weight,Pov_weight,Risk_weight,Crit_weight,Rough_weight,PCS
76,3.376,2.05,1.7,5.66,2.04793310438,27.666,27.75,Input VPROMMS: 214YD00033 (53.33 pct); 213YD00011 (46.67 pct); ,0.252861482067,0,0.251691545938,0.389824395012,0.000330480860798,0.0526910291855,0.25,0.2,0.2,0.25,0.1,0.133654911324
77,2.595,2.595,2.33,2.86,0.374766594029,24.48,24.48,214YD00022,0.17971801134,0,0.251691545938,0.389292982178,0.271673918664,0.0393461492948,0.25,0.2,0.2,0.25,0.1,0.200050000219
78,3.645,3.645,3.18,4.11,0.657609306503,25.0,25.0,214YD00024,0.268631333135,0,0.251691545938,0.389824395012,0.0,0.0968996417699,0.25,0.2,0.2,0.25,0.1,0.137993152367
79,6.06,6.23,4.77,7.01,1.07944430148,20.7775,20.785,214YD00063,0.339712062684,0,0.0484021628161,0.507691981838,0.0,0.233064750368,0.25,0.2,0.2,0.25,0.1,0.134525303968
80,6.27166666667,6.225,4.65,8.01,0.857453480131,30.9127777778,30.285,214YD00018,1.4629864115,0,0.251691545938,0.405617988107,0.0,0.244154107096,0.25,0.2,0.2,0.25,0.1,0.155877317519
81,3.955,2.61,1.46,8.06,2.80921875261,27.4866666667,28.0,Input VPROMMS: 214YD00033 (57.14 pct); 213YD00011 (42.86 pct); ,0.251362767065,0,0.251691545938,0.390358477607,0.000330480860798,0.0984057144701,0.25,0.2,0.2,0.25,0.1,0.138333196371
82,3.25,3.25,3.25,3.25,,23.62,23.62,Input VPROMMS: 214YD00018 (57.89 pct); 214YD00021 (42.11 pct); ,0.393454879842,0,0.251691545938,0.390355807845,0.0,0.0731521025851,0.25,0.2,0.2,0.25,0.1,0.135724681015
83,,,,,,,,Input VPROMMS: 214YD00018 (75.0 pct); 214YD00024 (25.0 pct); ,0.0290076495839,0,0.251691545938,0.390355807845,0.0,,0.25,0.2,0.2,0.25,0.1,0.128409470757
84,4.02,4.02,4.02,4.02,,22.79,22.79,214YD00024,0.152480190531,0,0.251691545938,0.390355807845,0.0,0.114569101843,0.25,0.2,0.2,0.25,0.1,0.139866380941
85,6.54,6.43,4.81,8.23,1.30259740519,30.2583333333,31.195,Input VPROMMS: 213YD00012 (51.72 pct); transit fr (34.48 pct); 214YD00096 (10.34 pct); 214YD00064 (3.45 pct); ,0.618859202509,0,0.0484021628161,0.484880916161,0.00316452024321,0.25544068763,0.25,0.2,0.2,0.25,0.1,0.132991814619
86,,,,,,,,214YD00064,0.525753993537,0,0.0484021628161,0.414257578382,0.0,,0.25,0.2,0.2,0.25,0.1,0.0925319482396
87,7.25529411765,7.675,3.39,11.09,1.93983634938,32.5388235294,34.17,212TH00008,0.842494216482,0,0.129309785481,0.389845970293,0.0020744332254,0.322596975578,0.25,0.2,0.2,0.25,0.1,0.136609457019
88,6.6741025641,6.31,3.41,12.92,2.27804015254,34.3441025641,35.95,212TH00008,0.967194725506,0,0.129309785481,0.389852967731,0.353602552864,0.295212316254,0.25,0.2,0.2,0.25,0.1,0.221754420484
89,6.565,6.595,5.74,7.16,0.564862815204,32.1883333333,32.15,Input VPROMMS: 214YD00018 (45.83 pct); 214YD00020 (45.83 pct); 214YD00063 (8.33 pct); ,0.309963939739,0,0.251691545938,0.390358477607,0.0,0.254391815571,0.25,0.2,0.2,0.25,0.1,0.153849186266
90,2.9,2.44,2.3,3.96,0.920651942919,31.2333333333,31.34,214YD00044,0.615969740508,0,0.19089628811,0.391799444433,0.631011797502,0.0476564433017,0.25,0.2,0.2,0.25,0.1,0.279057740214
91,3.23,3.15,3.01,3.53,0.269072480941,23.5733333333,23.9,214YD00019,0.439281991914,0,0.251691545938,0.390361147369,0.0,0.0715384532633,0.25,0.2,0.2,0.25,0.1,0.135564383988
92,,,,,,,,Input VPROMMS: 214YD00018 (66.67 pct); 214YD00063 (33.33 pct); ,0.0861914033313,0,0.251691545938,0.390361147369,0.0,,0.25,0.2,0.2,0.25,0.1,0.128410538661
93,1.89,1.89,1.89,1.89,,28.3,28.3,Input VPROMMS: 214YD00018 (40.0 pct); 213YD00011 (20.0 pct); 214YD00063 (20.0 pct); 214YD00033 (20.0 pct); ,0.0197822001712,0,0.251691545938,0.390361147369,0.000330480860798,0.0,0.25,0.2,0.2,0.25,0.1,0.128493158877
94,4.41142857143,3.7,1.32,8.75,2.63758276783,29.5547619048,28.3,Input VPROMMS: 214YD00033 (61.19 pct); 213YD00011 (37.31 pct); 214YD00038 (1.49 pct); ,1.27686207681,0,0.299122413153,0.39088155477,0.00265945493263,0.142708072396,0.25,0.2,0.2,0.25,0.1,0.152936464557
95,,,,,,,,214YD00064,1.11494094903,0,0.197477721592,0.453792067457,0.0,,0.25,0.2,0.2,0.25,0.1,0.13025395781
96,,,,,,,,return_1,0.0842733738676,0,0.346553280368,0.460350240709,0.0,,0.25,0.2,0.2,0.25,0.1,0.161380704215
97,,,,,,,,Input VPROMMS: transit fr (33.33 pct); 214YD00096 (33.33 pct); 214YD00062 (33.33 pct); ,0.0230749061187,0,0.0484021628161,0.571119439513,0.000682648640597,,0.25,0.2,0.2,0.25,0.1,0.124074982626
