ID,iri_mean,iri_med,iri_min,iri_max,iri_stdev,speed_mean,speed_med,VPROMMS_ID,length,Social_Cost_1,Isolated_Trips_1,CRIT_SCORE_1,Social_Cost_2,Isolated_Trips_2,CRIT_SCORE_2
135,6.35975609756,6.17,3.79,10.15,1.62674442954,33.2848780488,34.75,212TH00008,0.775992146181,2823871.69336,0.0,0.00154175840027,270385.277218,0.0,0.000353947968148
136,11.81,11.81,11.81,11.81,,20.15,20.15,214YD00041,0.456600792005,0.0,0.0,0.0,0.0,0.0,0.0
137,10.72,10.72,10.72,10.72,,20.74,20.74,214YD00043,0.471590364052,0.0,0.0,0.0,0.0,0.0,0.0
138,6.91017857143,6.46,3.56,14.64,2.60067787742,34.3169642857,34.84,212TH00008,3.53127437733,4995180.83805,0.0,0.00272723510633,577050.699508,0.0,0.00075538847644
139,4.77384615385,4.74,2.53,8.35,1.81843585929,25.9276923077,25.87,Input VPROMMS: 212TH00008 (68.29 pct); 212YD00027 (12.2 pct); 213YD00001 (7.32 pct); Default Ro (7.32 pct); 212TH00027 (4.88 pct); ,0.116555359902,3467445.30441,0.0,0.001893132375,537909.489337,0.0,0.000704150657748
140,7.12375,6.77,6.26,8.81,0.888448688124,26.05,26.115,214YD00042,0.850046876949,0.0,0.0,0.0,0.0,0.0,0.0
141,6.5637254902,6.5,2.76,10.89,2.01402455154,28.927745098,29.1,Input VPROMMS: 212TH00027 (39.68 pct); 212YD00027 (30.16 pct); 213YD00001 (28.31 pct); 212TH00008 (1.59 pct); Default Ro (0.26 pct); ,4.42643436725,5123641.51306,0.0,0.0027973711983,960335.31585,0.0,0.00125712737499
142,,,,,,,,214YD00042,0.144827193201,0.0,0.0,0.0,0.0,0.0,0.0
143,,,,,,,,Input VPROMMS: 214YD00042 (66.67 pct); 214YD00043 (33.33 pct); ,0.0215526897296,0.0,0.0,0.0,0.0,0.0,0.0
144,8.3225,7.79,3.86,13.85,5.22570808599,26.135,27.105,Input VPROMMS: 214YD00043 (65.52 pct); 214YD00041 (24.14 pct); 212TH00008 (10.34 pct); ,0.661928634358,0.0,0.0,0.0,0.0,0.0,0.0
145,,,,,,,,Input VPROMMS: 214YD00042 (66.67 pct); 214YD00041 (33.33 pct); ,0.0424469003442,0.0,0.0,0.0,0.0,0.0,0.0
146,,,,,,,,214YD00042,0.322489446473,0.0,0.0,0.0,0.0,0.0,0.0
147,11.055,10.73,10.35,12.41,0.926120942426,26.8725,27.175,Input VPROMMS: 214YD00041 (60.71 pct); 212TH00008 (35.71 pct); Default Ro (3.57 pct); ,0.593059944504,0.0,0.0,0.0,0.0,0.0,0.0
148,2.6,2.6,2.6,2.6,,33.49,33.49,Input VPROMMS: Default Ro (50.0 pct); return_1 (50.0 pct); ,0.542443439681,4647318.99848,0.0,0.00253731184794,54528.5724775,0.0,7.13806522049e-05
149,6.42307692308,6.02,3.86,9.58,2.19342344527,32.8192307692,36.38,212TH00008,0.262660621155,1042791.61156,0.0,0.000569336323115,34326.0293403,0.0,4.49345040699e-05
150,5.81,5.81,5.81,5.81,,38.85,38.85,212TH00008,0.00522341244724,11148342.7085,0.0,0.00608669687799,430710.606556,0.0,0.000563821912269
151,,,,,,,,214YD00041,0.392794759387,0.0,0.0,0.0,0.0,0.0,0.0
152,8.43142857143,7.82,4.73,15.79,2.83056581926,24.56,23.13,212TH00008,0.380904411432,781390.709192,0.0,0.000426618423429,34325.2842863,0.0,4.49335287566e-05
153,,,,,,,,212TH00008,0.00492174602803,781390.709192,0.0,0.000426618423429,34325.2842863,0.0,4.49335287566e-05
154,9.96285714286,9.46,6.12,14.71,3.12399698189,22.6214285714,23.64,Input VPROMMS: 214YD00041 (58.0 pct); 214YD00040 (38.0 pct); 212TH00008 (4.0 pct); ,1.20729344268,0.0,0.0,0.0,0.0,0.0,0.0
155,,,,,,,,Input VPROMMS: return_1 (69.23 pct); 212TH00008 (30.77 pct); ,0.784007492152,3882174.54345,0.0,0.00211956344466,18525.0240892,0.0,2.42501910745e-05
156,9.11142857143,9.355,7.52,10.86,1.10108238456,33.3642857143,33.645,214YD00040,3.33197670393,0.0,0.0,0.0,0.0,0.0,0.0
157,9.05,9.05,9.05,9.05,,22.62,22.62,Input VPROMMS: return_1 (72.41 pct); 214YD00039 (13.79 pct); 214YD00040 (13.79 pct); ,1.51954009869,13505151.4888,0.0,0.00737345142265,90147.0709188,0.0,0.00011800706353
158,2.60034482759,2.65,1.85,3.48,0.406012691204,28.3806896552,27.28,Input VPROMMS: 213YD00008 (73.84 pct); 214YD00082 (26.16 pct); ,3.07134658492,0.0,0.0,0.0,0.0,0.0,0.0
159,10.365,9.015,7.29,30.77,5.60070590789,33.890625,35.38,Input VPROMMS: 212TH00024 (50.52 pct); 214YD00081 (49.48 pct); ,2.4136449223,5554052.60526,0.0,0.00303236414027,119.125212467,0.0,1.55940912692e-07
160,8.38222222222,8.2,7.25,9.71,0.794068287016,30.28,28.28,214YD00083,2.7624047095,,,,,,
161,,,,,,,,214YD00084,0.229168273602,,,,,,
162,,,,,,,,214YD00040,0.0150406698458,618605003.356,618605.003356,0.422177228614,164010000.0,16401.0,0.268371704875
163,,,,,,,,214YD00040,0.0453876551641,618605003.356,618605.003356,0.422177228614,164010000.0,16401.0,0.268371704875
164,,,,,,,,Input VPROMMS: return_1 (50.0 pct); 214YD00095 (42.19 pct); 212TH00008 (7.81 pct); ,2.16162803403,13980917.9398,0.0,0.00763320717715,29167.8093826,0.0,3.81821339258e-05
165,,,,,,,,214YD00084,0.193442394408,,,,,,
166,7.98220779221,8.46,3.02,13.89,2.891689373,32.7390909091,33.7,212TH00047,3.9812577525,0.0,0.0,0.0,0.0,0.0,0.0
167,5.92166666667,6.475,3.26,8.62,2.17796617666,31.7,32.3,Input VPROMMS: 214YD00095 (30.77 pct); 212TH00027 (26.92 pct); 212YD00027 (26.92 pct); return_1 (15.38 pct); ,0.27659673612,5557288.51733,0.0,0.00303413086169,13632.7258158,0.0,1.78459258303e-05
168,2.2,2.24,1.74,2.62,0.441361529814,29.7366666667,30.79,Input VPROMMS: return_1 (60.0 pct); Default Ro (18.67 pct); 214YD00095 (17.33 pct); 212TH00047 (4.0 pct); ,2.84356927556,6431945.54604,0.0,0.00351167020052,249496.933011,0.0,0.000326604071816
169,5.85857142857,5.285,4.43,9.27,1.50547644972,26.9292857143,27.65,Input VPROMMS: 212TH00027 (36.46 pct); 212YD00027 (32.29 pct); 214YD00094 (31.25 pct); ,1.05848355472,288739.250241,0.0,0.00015764390627,982.665928512,0.0,1.28635927349e-06
170,8.6075,7.9,6.85,11.78,2.28535008259,25.4025,22.82,214YD00065,0.916023690856,,,,,,
171,,,,,,,,Input VPROMMS: 214YD00094 (55.0 pct); 214YD00066 (35.0 pct); 212TH00027 (5.0 pct); 212YD00027 (5.0 pct); ,0.334532607255,0.0,0.0,0.0,0.0,0.0,0.0
172,8.04333333333,8.43,7.12,8.58,0.803139672369,23.5633333333,21.49,214YD00090,0.606658560899,0.0,0.0,0.0,0.0,0.0,0.0
173,6.86666666667,6.83,5.72,8.86,0.964950471146,31.1777777778,31.08,Input VPROMMS: 212TH00027 (63.01 pct); 212YD00027 (23.29 pct); 214YD00066 (10.96 pct); 214YD00097 (2.74 pct); ,2.00715655047,288739.250241,0.0,0.00015764390627,982.665928512,0.0,1.28635927349e-06
174,10.82,10.91,8.89,12.66,1.88661071766,32.4533333333,33.85,Input VPROMMS: 214YD00088 (52.63 pct); 212TH00024 (42.11 pct); 214YD00089 (5.26 pct); ,0.360681448771,5554052.60526,0.0,0.00303236414027,119.125212467,0.0,1.55940912692e-07
175,9.45,9.92,6.7,11.69,1.74014941887,33.72,34.28,Input VPROMMS: 214YD00088 (45.28 pct); 212TH00024 (30.19 pct); 214YD00089 (22.64 pct); return_1 (1.89 pct); ,0.810268104271,16561175.2466,0.0,0.00904195863951,103891.259643,0.0,0.00013599889993
176,,,,,,,,214YD00089,0.057261428184,718041305.871,718041.305871,0.490039179926,195660000.0,19566.0,0.320161013205
177,9.03,9.08,8.91,9.1,0.104403065089,28.3,28.86,214YD00099,0.749732979993,485432168.441,485432.168441,0.331291222089,139260000.0,13926.0,0.227872956654
178,,,,,,,,,0.0046917223285,8753513.36464,0.0,0.00477918412282,152529.4563,0.0,0.000199668753032
179,5.84162162162,6.36,2.14,11.25,2.49278905993,30.7510810811,30.82,Input VPROMMS: 212TH00047 (72.08 pct); 213YD00004 (25.97 pct); Default Ro (1.3 pct); 212TH00027 (0.65 pct); ,1.73478238215,1306044.59873,0.0,0.000713065411559,8874.57904095,0.0,1.16172716652e-05
180,3.785,3.785,2.52,5.05,1.7889801564,37.31,37.31,Input VPROMMS: Default Ro (33.33 pct); 212TH00024 (27.78 pct); return_1 (22.22 pct); 214YD00088 (16.67 pct); ,0.699743318341,3765678.18314,0.0,0.00205595954845,64629.9332888,0.0,8.46038430957e-05
181,,,,,,,,214YD00088,0.943769790225,,,,,,
182,7.12904761905,7.15,3.29,11.22,2.94222008824,34.7985714286,35.71,Input VPROMMS: 212TH00047 (66.67 pct); 213YD00004 (29.33 pct); 214YD00099 (4.0 pct); ,0.984350812341,485432168.441,485432.168441,0.331291222089,139260000.0,13926.0,0.227872956654
183,,,,,,,,Input VPROMMS: 212TH00027 (50.0 pct); 213YD00004 (50.0 pct); ,0.00925295158734,6137724.85557,0.0,0.00335103357452,247034.406883,0.0,0.000323380500886
184,6.3,5.89,5.39,8.03,1.21948076382,26.7225,25.84,212TH00027,0.41178274998,4370507.04027,0.0,0.00238617992404,127803.822216,0.0,0.000167301650668
185,4.51,4.51,3.91,5.11,0.848528137424,31.8,31.8,Input VPROMMS: 212TH00024 (52.0 pct); Default Ro (45.33 pct); 214YD00072 (2.67 pct); ,3.32262785742,3765678.18314,0.0,0.00205595954845,64629.9332888,0.0,8.46038430957e-05
186,,,,,,,,return_1,0.647948674261,0.0,0.0,0.0,0.0,0.0,0.0
187,7.76230769231,7.81,5.49,9.74,1.31459850554,30.6892307692,28.98,212TH00027,1.76050687394,1767727.29395,0.0,0.0009651318122,4148.10496429,0.0,5.43007865991e-06
188,8.1525,8.19,7.47,8.76,0.667751201172,32.3575,32.815,214YD00097,0.533045868314,663409105.493,663409.105493,0.452754530071,181530000.0,18153.0,0.297039909676
189,10.1966666667,9.99,8.28,12.32,2.02791354188,32.3466666667,32.02,Input VPROMMS: 212TH00025 (53.47 pct); 213YD00010 (46.53 pct); ,3.7123074504,0.0,0.0,0.0,0.0,0.0,0.0
190,,,,,,,,214YD00100,0.519470000458,439846135.397,439846.135397,0.300180278936,168960000.0,16896.0,0.276471454519
191,7.795,7.795,7.0,8.59,1.12429978209,28.58,28.58,212TH00025,0.171330868655,0.0,0.0,0.0,0.0,0.0,0.0
192,8.11142857143,8.265,6.82,8.89,0.580713846424,33.8821428571,33.965,212TH00025,2.79462365012,439846135.397,439846.135397,0.300180278936,168960000.0,16896.0,0.276471454519
193,6.075,6.075,5.38,6.77,0.982878425849,29.68,29.68,Input VPROMMS: 214YD00096 (68.75 pct); 214YD00085 (31.25 pct); ,0.383017014015,580116.661247,0.0,0.000316728177741,15351.3988982,0.0,2.00957555979e-05
194,10.3766666667,9.83,8.23,13.07,2.46587374643,34.03,33.99,212TH00027,0.297735002596,824924.244432,0.0,0.000450386569059,17043.4991237,0.0,2.23108001554e-05
195,4.9,4.9,4.61,5.19,0.410121933088,31.845,31.845,Input VPROMMS: 214YD00085 (60.34 pct); 214YD00096 (37.93 pct); 214YD00099 (1.72 pct); ,1.27101600133,538284941.333,538284.941333,0.367361472189,160050000.0,16005.0,0.261891905159
196,11.41,11.41,11.41,11.41,,20.92,20.92,214YD00098,0.527292893406,38313.017657,0.0,2.09178826896e-05,0.0,0.0,0.0
197,3.91,3.91,3.91,3.91,,33.85,33.85,Input VPROMMS: Default Ro (50.0 pct); 212TH00027 (25.0 pct); 212TH00024 (25.0 pct); ,0.0705567724268,4919410.91794,0.0,0.00268586675695,40802.8056218,0.0,5.34129309598e-05
198,,,,,,,,212TH00024,0.348999537857,397487.678651,0.0,0.00021701763894,12324.307554,0.0,1.6133140319e-05
199,7.94,8.55,5.04,10.11,1.82805300191,33.404,35.555,Input VPROMMS: 212TH00027 (50.0 pct); Default Ro (40.63 pct); 214YD00070 (9.38 pct); ,0.721413891569,4050627.31769,0.0,0.00221153415294,13045.4518875,0.0,1.70771546316e-05
200,11.41,11.41,11.41,11.41,,20.92,20.92,212TH00024,0.0441946736148,494629.589974,0.0,0.000270054523779,12324.307554,0.0,1.6133140319e-05
201,,,,,,,,212TH00024,0.687645466714,494629.589974,0.0,0.000270054523779,12324.307554,0.0,1.6133140319e-05
202,11.09,11.09,11.09,11.09,,20.98,20.98,214YD00098,0.496136481085,0.0,0.0,0.0,0.0,0.0,0.0
203,,,,,,,,214YD00087,1.57035827628,0.0,0.0,0.0,0.0,0.0,0.0
204,7.36142857143,7.29,6.28,8.58,0.801756999168,34.0528571429,34.97,214YD00070,0.988333601939,434043.751164,0.0,0.000236976276583,18109.8539163,0.0,2.37067123739e-05
205,6.635,6.635,5.75,7.52,1.2515790027,32.33,32.33,Input VPROMMS: Default Ro (58.33 pct); 212TH00027 (41.67 pct); ,0.271002314159,1282223143.9,1282223.1439,0.875074418118,103802776.114,10380.2776114,0.169853838159
206,3.91,3.91,3.91,3.91,,31.39,31.39,212TH00024,0.689871502875,0.0,0.0,0.0,0.0,0.0,0.0
207,5.33,5.33,4.74,5.92,0.8343860018,23.405,23.405,214YD00072,0.447534656495,494629.589974,0.0,0.000270054523779,12324.307554,0.0,1.6133140319e-05
208,,,,,,,,214YD00086,2.27447118666,,,,,,
209,6.42,6.5,5.12,7.25,0.796460921829,26.884,27.69,Input VPROMMS: 212TH00027 (26.92 pct); Default Ro (26.92 pct); 213YD00010 (23.08 pct); 212TH00025 (23.08 pct); ,0.218698274703,1282223143.9,1282223.1439,0.875074418118,103802776.114,10380.2776114,0.169853838159
210,8.77083333333,7.095,4.0,20.01,4.64622419556,30.5795833333,31.705,Input VPROMMS: 212TH00025 (68.33 pct); 213YD00010 (18.33 pct); 214YD00071 (13.33 pct); ,4.05451136973,1246581.13055,0.0,0.000680599948703,16307.5008159,0.0,2.13473412412e-05
211,8.04259259259,7.75,5.34,10.64,1.35968772601,31.4174074074,31.81,Input VPROMMS: Default Ro (54.92 pct); 212TH00027 (25.41 pct); 214YD00071 (19.67 pct); ,3.95118226927,454419.50373,0.0,0.000248100892391,527.939363247,0.0,6.91099259728e-07
212,6.925,6.99,6.61,7.11,0.22708295107,32.6075,32.77,214YD00070,0.378145532272,0.0,0.0,0.0,0.0,0.0,0.0
213,,,,,,,,,0.000224811466952,494629.589974,0.0,0.000270054523779,12324.307554,0.0,1.6133140319e-05
214,6.10666666667,6.21,4.6,7.74,1.27872853517,29.3916666667,27.775,214YD00072,0.709711215302,638929319.147,638929.319147,0.436047894495,194820000.0,19482.0,0.318786510235
215,,,,,,,,214YD00086,0.562727351522,0.0,0.0,0.0,0.0,0.0,0.0
216,,,,,,,,214YD00087,0.149193763884,587188460.388,587188.460388,0.400736488609,213750000.0,21375.0,0.34976191645
217,,,,,,,,Input VPROMMS: 214YD00087 (66.67 pct); 214YD00086 (33.33 pct); ,0.0390771827452,587188460.388,587188.460388,0.400736488609,213750000.0,21375.0,0.34976191645
218,,,,,,,,214YD00086,0.615303986547,0.0,0.0,0.0,0.0,0.0,0.0
219,9.066,8.83,7.94,10.88,1.0924879862,37.022,38.17,212TH00025,2.48502529769,688435858.445,688435.858445,0.469834452065,382710000.0,38271.0,0.626233370969
220,8.39,8.39,8.39,8.39,,22.02,22.02,Input VPROMMS: 214YD00074 (61.9 pct); 214YD00073 (38.1 pct); ,0.312251451873,0.0,0.0,0.0,0.0,0.0,0.0
221,10.1166666667,9.46,9.14,11.75,1.42352847999,36.77,38.13,212TH00025,1.12090832684,688435858.445,688435.858445,0.469834452065,382710000.0,38271.0,0.626233370969
222,4.57,4.475,4.18,5.15,0.468259187488,29.715,28.84,Default Ro,0.512023039593,0.0,0.0,0.0,0.0,0.0,0.0
223,7.395,7.335,5.56,8.68,0.985693111009,26.9491666667,26.9,Input VPROMMS: 214YD00076 (56.52 pct); 214YD00074 (43.48 pct); ,2.06764922619,0.0,0.0,0.0,0.0,0.0,0.0
224,9.59285714286,9.19,7.24,13.82,2.14477438041,35.4614285714,35.95,212TH00025,1.71122010574,688435858.445,688435.858445,0.469834452065,382710000.0,38271.0,0.626233370969
225,9.878,9.81,8.39,11.85,1.00076415248,23.457,23.29,214YD00069,1.10198197791,,,,,,
226,7.534,7.58,6.53,8.87,1.02407519255,25.302,27.15,214YD00071,0.525795349942,3417290.26439,0.0,0.00186574906489,394960.821196,0.0,0.000517023639744
227,12.7307142857,11.085,4.94,41.14,9.36534320229,31.6971428571,31.595,212TH00025,6.46440965808,940123841.457,940123.841457,0.641603084014,322099887.675,32209.9887675,0.527056252638
228,8.41,8.28,5.56,11.3,1.68964070568,29.92125,29.895,214YD00068,0.993523247381,,,,,,
229,6.753,6.81,4.63,8.96,1.35207700307,24.403,24.905,214YD00079,2.21543874274,1993294.30074,0.0,0.00108828536353,492299.451777,0.0,0.000644444817668
230,8.2775,8.195,7.27,9.32,0.66667083332,32.4625,31.075,212TH00025,1.2773780581,0.0,0.0,0.0,0.0,0.0,0.0
231,8.15,8.23,7.15,9.07,0.962496753241,25.7,25.45,214YD00080,0.358551262988,0.0,0.0,0.0,0.0,0.0,0.0
232,7.065,7.065,5.98,8.15,1.53442171517,22.51,22.51,214YD00078,0.354411808683,0.0,0.0,0.0,0.0,0.0,0.0
233,6.58,6.58,6.54,6.62,0.0565685424949,32.48,32.48,214YD00077,1.19434128759,0.0,0.0,0.0,0.0,0.0,0.0
234,7.94875,8.045,5.71,10.31,1.6438060148,28.41625,29.185,Input VPROMMS: 214YD00091 (61.11 pct); 214YD00080 (19.44 pct); 214YD00092 (16.67 pct); 214YD00077 (2.78 pct); ,1.08171716611,1993294.30074,0.0,0.00108828536353,586183.483009,0.0,0.000767343750768
235,,,,,,,,214YD00080,0.167172832711,1993294.30074,0.0,0.00108828536353,586183.483009,0.0,0.000767343750768
236,9.870625,7.045,5.66,45.96,9.71181306022,31.160625,30.815,212TH00025,3.11530441674,0.0,0.0,0.0,0.0,0.0,0.0
237,5.055,5.055,4.56,5.55,0.700035713375,33.47,33.47,214YD00092,1.00908245005,,,,,,
238,5.74285714286,6.04,4.01,6.79,1.18095602918,24.3385714286,22.92,214YD00093,1.2819778439,,,,,,
239,3.93,4.14,3.3,4.49,0.421860956556,26.2442857143,26.99,214YD00092,2.09427665471,,,,,,
