,lines,shapely,length,start,end
369,"LINESTRING (105.5467280098592 20.00297066537637, 105.5467242247454 20.00296461071892, 105.5467223890351 20.00296234498851)","LINESTRING (105.5467280098592 20.00297066537637, 105.5467242247454 20.00296461071892, 105.5467223890351 20.00296234498851)",1.09410581456,POINT (105.5467280098592 20.00297066537637),POINT (105.5467223890351 20.00296234498851)
371,"LINESTRING (105.5467856648576 20.00639554470098, 105.5467934137148 20.00639163718001)","LINESTRING (105.5467856648576 20.00639554470098, 105.5467934137148 20.00639163718001)",0.918703424646,POINT (105.5467856648576 20.00639554470098),POINT (105.5467934137148 20.00639163718001)
372,"LINESTRING (105.5467868865143 20.00639142184004, 105.5467934137148 20.00639163718001)","LINESTRING (105.5467868865143 20.00639142184004, 105.5467934137148 20.00639163718001)",0.683195088111,POINT (105.5467868865143 20.00639142184004),POINT (105.5467934137148 20.00639163718001)
376,"LINESTRING (105.5469136702662 20.01653417552691, 105.5469150300363 20.01653822594639)","LINESTRING (105.5469136702662 20.01653417552691, 105.5469150300363 20.01653822594639)",0.470262733405,POINT (105.5469136702662 20.01653417552691),POINT (105.5469150300363 20.01653822594639)
377,"LINESTRING (105.546921590587 20.01654081318663, 105.5469149804381 20.01653835266172)","LINESTRING (105.546921590587 20.01654081318663, 105.5469149804381 20.01653835266172)",0.743097541045,POINT (105.546921590587 20.01654081318663),POINT (105.5469149804381 20.01653835266172)
380,"LINESTRING (105.5469229169857 20.0165371684293, 105.5469150046833 20.01653831326755)","LINESTRING (105.5469229169857 20.0165371684293, 105.5469150046833 20.01653831326755)",0.837256285854,POINT (105.5469229169857 20.0165371684293),POINT (105.5469150046833 20.01653831326755)
382,"LINESTRING (105.546918566134 20.01653557931111, 105.5469150296773 20.01653823292224)","LINESTRING (105.546918566134 20.01653557931111, 105.5469150296773 20.01653823292224)",0.472301677031,POINT (105.546918566134 20.01653557931111),POINT (105.5469150296773 20.01653823292224)
383,"LINESTRING (105.5469150300363 20.01653822594639, 105.5469152390178 20.01653755417526, 105.5469152794318 20.01653746535958)","LINESTRING (105.5469150300363 20.01653822594639, 105.5469152390178 20.01653755417526, 105.5469152794318 20.01653746535958)",0.0881876971634,POINT (105.5469150300363 20.01653822594639),POINT (105.5469152794318 20.01653746535958)
384,"LINESTRING (105.547427883759 20.02543258727368, 105.5474224803991 20.02543500950347)","LINESTRING (105.547427883759 20.02543258727368, 105.5474224803991 20.02543500950347)",0.625500052632,POINT (105.547427883759 20.02543258727368),POINT (105.5474224803991 20.02543500950347)
388,"LINESTRING (105.5474816367034 20.02871001221229, 105.5474859849856 20.0287150437303)","LINESTRING (105.5474816367034 20.02871001221229, 105.5474859849856 20.0287150437303)",0.718938668407,POINT (105.5474816367034 20.02871001221229),POINT (105.5474859849856 20.0287150437303)
390,"LINESTRING (105.5474816750574 20.02870999038936, 105.547489543286 20.02871293471931)","LINESTRING (105.5474816750574 20.02870999038936, 105.547489543286 20.02871293471931)",0.885099436235,POINT (105.5474816750574 20.02870999038936),POINT (105.547489543286 20.02871293471931)
393,"LINESTRING (105.5474817315124 20.02870993592992, 105.5474865285195 20.02870925031709)","LINESTRING (105.5474817315124 20.02870993592992, 105.5474865285195 20.02870925031709)",0.507425886663,POINT (105.5474817315124 20.02870993592992),POINT (105.5474865285195 20.02870925031709)
394,"LINESTRING (105.547482434114 20.02870612667138, 105.5474817565942 20.02870989531402)","LINESTRING (105.547482434114 20.02870612667138, 105.5474817565942 20.02870989531402)",0.423033542726,POINT (105.547482434114 20.02870612667138),POINT (105.5474817565942 20.02870989531402)
395,"LINESTRING (105.5474817565942 20.02870989531402, 105.5474821403521 20.028709525156, 105.5474826738741 20.02870912626541)","LINESTRING (105.5474817565942 20.02870989531402, 105.5474821403521 20.028709525156, 105.5474826738741 20.02870912626541)",0.128500574598,POINT (105.5474817565942 20.02870989531402),POINT (105.5474826738741 20.02870912626541)
396,"LINESTRING (105.5475031671175 19.99761892423354, 105.547506634554 19.99762335909012)","LINESTRING (105.5475031671175 19.99761892423354, 105.547506634554 19.99762335909012)",0.610279139198,POINT (105.5475031671175 19.99761892423354),POINT (105.547506634554 19.99762335909012)
397,"LINESTRING (105.547506634554 19.99762335909012, 105.547506257537 19.99762324988677, 105.5475047421872 19.99762259634459)","LINESTRING (105.547506634554 19.99762335909012, 105.547506257537 19.99762324988677, 105.5475047421872 19.99762259634459)",0.215491510279,POINT (105.547506634554 19.99762335909012),POINT (105.5475047421872 19.99762259634459)
398,"LINESTRING (105.5475066770068 19.99762338408028, 105.5475051873197 19.99761435666788)","LINESTRING (105.5475066770068 19.99762338408028, 105.5475051873197 19.99761435666788)",1.0110953926,POINT (105.5475066770068 19.99762338408028),POINT (105.5475051873197 19.99761435666788)
402,"LINESTRING (105.5475066908352 19.9976233978175, 105.5475086679089 19.99761774574127)","LINESTRING (105.5475066908352 19.9976233978175, 105.5475086679089 19.99761774574127)",0.658791532285,POINT (105.5475066908352 19.9976233978175),POINT (105.5475086679089 19.99761774574127)
405,"LINESTRING (105.5476921979153 20.02636334113602, 105.5476591059191 20.02638259300739, 105.54765117006 20.02638614110247)","LINESTRING (105.5476921979153 20.02636334113602, 105.5476591059191 20.02638259300739, 105.54765117006 20.02638614110247)",4.98253262454,POINT (105.5476921979153 20.02636334113602),POINT (105.54765117006 20.02638614110247)
406,"LINESTRING (105.547982260536 20.04005157257543, 105.5479899956175 20.04005953624165)","LINESTRING (105.547982260536 20.04005157257543, 105.5479899956175 20.04005953624165)",1.19628638002,POINT (105.547982260536 20.04005157257543),POINT (105.5479899956175 20.04005953624165)
408,"LINESTRING (105.5480371857079 20.02809104252637, 105.548048286256 20.02809109268645, 105.5480751231778 20.02809434586276)","LINESTRING (105.5480371857079 20.02809104252637, 105.548048286256 20.02809109268645, 105.5480751231778 20.02809434586276)",3.9909210254,POINT (105.5480371857079 20.02809104252637),POINT (105.5480751231778 20.02809434586276)
410,"LINESTRING (105.5480674331926 20.00947901697876, 105.5480768284437 20.00947827740369)","LINESTRING (105.5480674331926 20.00947901697876, 105.5480768284437 20.00947827740369)",0.986175576051,POINT (105.5480674331926 20.00947901697876),POINT (105.5480768284437 20.00947827740369)
412,"LINESTRING (105.5482912319196 20.02887162513948, 105.5482701185722 20.02888571525559, 105.5482293061303 20.02891959856897, 105.5482247383617 20.0289225126697)","LINESTRING (105.5482912319196 20.02887162513948, 105.5482701185722 20.02888571525559, 105.5482293061303 20.02891959856897, 105.5482247383617 20.0289225126697)",8.96132522699,POINT (105.5482912319196 20.02887162513948),POINT (105.5482247383617 20.0289225126697)
416,"LINESTRING (105.5485406472159 20.02826000548516, 105.5483189669567 20.0281563927883)","LINESTRING (105.5485406472159 20.02826000548516, 105.5483189669567 20.0281563927883)",25.8660677544,POINT (105.5485406472159 20.02826000548516),POINT (105.5483189669567 20.0281563927883)
420,"LINESTRING (105.5489427894136 20.02632862177233, 105.5489512269516 20.02633013076703)","LINESTRING (105.5489427894136 20.02632862177233, 105.5489512269516 20.02633013076703)",0.89816049969,POINT (105.5489427894136 20.02632862177233),POINT (105.5489512269516 20.02633013076703)
421,"LINESTRING (105.5489472920959 20.02632690764438, 105.5489512124376 20.0263300585278)","LINESTRING (105.5489472920959 20.02632690764438, 105.5489512124376 20.0263300585278)",0.538252953558,POINT (105.5489472920959 20.02632690764438),POINT (105.5489512124376 20.0263300585278)
422,"LINESTRING (105.548950739328 20.02632870756784, 105.5489510894723 20.02632955038028, 105.5489512112478 20.02632999310831)","LINESTRING (105.548950739328 20.02632870756784, 105.5489510894723 20.02632955038028, 105.5489512112478 20.02632999310831)",0.150824870142,POINT (105.548950739328 20.02632870756784),POINT (105.5489512112478 20.02632999310831)
424,"LINESTRING (105.5489524824866 20.02632658653624, 105.5489512112478 20.02632999310831)","LINESTRING (105.5489524824866 20.02632658653624, 105.5489512112478 20.02632999310831)",0.399748102155,POINT (105.5489524824866 20.02632658653624),POINT (105.5489512112478 20.02632999310831)
427,"LINESTRING (105.548956722234 20.02632535181465, 105.5489512265716 20.0263301099266)","LINESTRING (105.548956722234 20.02632535181465, 105.5489512265716 20.0263301099266)",0.779524979388,POINT (105.548956722234 20.02632535181465),POINT (105.5489512265716 20.0263301099266)
429,"LINESTRING (105.5490614553725 20.0266080305322, 105.5490669067971 20.02660775861376, 105.5490705948247 20.02660802579958)","LINESTRING (105.5490614553725 20.0266080305322, 105.5490669067971 20.02660775861376, 105.5490705948247 20.02660802579958)",0.957837813942,POINT (105.5490614553725 20.0266080305322),POINT (105.5490705948247 20.02660802579958)
430,"LINESTRING (105.5492966179619 20.0121282889411, 105.5492965658115 20.01212845582219, 105.549296088827 20.01213111067677)","LINESTRING (105.5492966179619 20.0121282889411, 105.5492965658115 20.01212845582219, 105.549296088827 20.01213111067677)",0.317261622424,POINT (105.5492966179619 20.0121282889411),POINT (105.549296088827 20.01213111067677)
431,"LINESTRING (105.5493016950506 20.01212955165556, 105.5492966171083 20.0121282634034)","LINESTRING (105.5493016950506 20.01212955165556, 105.5492966171083 20.0121282634034)",0.549959773737,POINT (105.5493016950506 20.01212955165556),POINT (105.5492966171083 20.0121282634034)
433,"LINESTRING (105.5492966179619 20.0121282889411, 105.5492986578141 20.01213439796433)","LINESTRING (105.5492966179619 20.0121282889411, 105.5492986578141 20.01213439796433)",0.708925364591,POINT (105.5492966179619 20.0121282889411),POINT (105.5492986578141 20.01213439796433)
435,"LINESTRING (105.5493030136631 20.01213421151345, 105.5492966188512 20.01212827212698)","LINESTRING (105.5493030136631 20.01213421151345, 105.5492966188512 20.01212827212698)",0.937791904392,POINT (105.5493030136631 20.01213421151345),POINT (105.5492966188512 20.01212827212698)
437,"LINESTRING (105.5501962518071 20.00117416336774, 105.5501934929151 20.00117533680303)","LINESTRING (105.5501962518071 20.00117416336774, 105.5501934929151 20.00117533680303)",0.316473389371,POINT (105.5501962518071 20.00117416336774),POINT (105.5501934929151 20.00117533680303)
438,"LINESTRING (105.5502183702347 20.00142509120557, 105.5502471540205 20.00143698041901, 105.5502476121369 20.00143710625777, 105.5502476755796 20.00143713248354, 105.5502521025031 20.00143964267148)","LINESTRING (105.5502183702347 20.00142509120557, 105.5502471540205 20.00143698041901, 105.5502476121369 20.00143710625777, 105.5502476755796 20.00143713248354, 105.5502521025031 20.00143964267148)",3.88311110186,POINT (105.5502183702347 20.00142509120557),POINT (105.5502521025031 20.00143964267148)
439,"LINESTRING (105.5520500776328 20.06294389476581, 105.5520352740068 20.06296936256195)","LINESTRING (105.5520500776328 20.06294389476581, 105.5520352740068 20.06296936256195)",3.21553220883,POINT (105.5520500776328 20.06294389476581),POINT (105.5520352740068 20.06296936256195)
441,"LINESTRING (105.5527539595112 20.09208571105408, 105.5527499280342 20.09209053127857)","LINESTRING (105.5527539595112 20.09208571105408, 105.5527499280342 20.09209053127857)",0.679853821618,POINT (105.5527539595112 20.09208571105408),POINT (105.5527499280342 20.09209053127857)
442,"LINESTRING (105.5527539595112 20.09208571105408, 105.5527537491811 20.09208576455697, 105.5527514269098 20.09208667661139)","LINESTRING (105.5527539595112 20.09208571105408, 105.5527537491811 20.09208576455697, 105.5527514269098 20.09208667661139)",0.285707432793,POINT (105.5527539595112 20.09208571105408),POINT (105.5527514269098 20.09208667661139)
443,"LINESTRING (105.552752248833 20.09209439586998, 105.5527539798083 20.09208569998807)","LINESTRING (105.552752248833 20.09209439586998, 105.5527539798083 20.09208569998807)",0.979204399452,POINT (105.552752248833 20.09209439586998),POINT (105.5527539798083 20.09208569998807)
446,"LINESTRING (105.5527555972133 20.09209083059309, 105.5527539878248 20.09208569253213)","LINESTRING (105.5527555972133 20.09209083059309, 105.5527539878248 20.09208569253213)",0.592980091603,POINT (105.5527555972133 20.09209083059309),POINT (105.5527539878248 20.09208569253213)
450,"LINESTRING (105.5543615522163 20.07483171803937, 105.554364462838 20.07482908651489)","LINESTRING (105.5543615522163 20.07483171803937, 105.554364462838 20.07482908651489)",0.421222257083,POINT (105.5543615522163 20.07483171803937),POINT (105.554364462838 20.07482908651489)
451,"LINESTRING (105.5543620832981 20.07483617919487, 105.5543645721457 20.07482904540193)","LINESTRING (105.5543620832981 20.07483617919487, 105.5543645721457 20.07482904540193)",0.831250137388,POINT (105.5543620832981 20.07483617919487),POINT (105.5543645721457 20.07482904540193)
452,"LINESTRING (105.5543633518768 20.0748291401502, 105.554363896689 20.07482914877955, 105.554364462838 20.07482908651489)","LINESTRING (105.5543633518768 20.0748291401502, 105.554363896689 20.07482914877955, 105.554364462838 20.07482908651489)",0.116569849424,POINT (105.5543633518768 20.0748291401502),POINT (105.554364462838 20.07482908651489)
455,"LINESTRING (105.554365838952 20.07483645414889, 105.5543646062198 20.0748290215945)","LINESTRING (105.554365838952 20.07483645414889, 105.5543646062198 20.0748290215945)",0.832565618308,POINT (105.554365838952 20.07483645414889),POINT (105.5543646062198 20.0748290215945)
457,"LINESTRING (105.554367099733 20.07483215715171, 105.5543646260295 20.07482899858819)","LINESTRING (105.554367099733 20.07483215715171, 105.5543646260295 20.07482899858819)",0.434834698591,POINT (105.554367099733 20.07483215715171),POINT (105.5543646260295 20.07482899858819)
459,"LINESTRING (105.5549349569399 20.00199415401957, 105.5549383107462 20.00200111244975, 105.5549383853671 20.0020013335332, 105.5549410503472 20.00201435472331, 105.554945267915 20.00202707863891)","LINESTRING (105.5549349569399 20.00199415401957, 105.5549383107462 20.00200111244975, 105.5549383853671 20.0020013335332, 105.5549410503472 20.00201435472331, 105.554945267915 20.00202707863891)",3.81518108157,POINT (105.5549349569399 20.00199415401957),POINT (105.554945267915 20.00202707863891)
463,"LINESTRING (105.5563874237517 20.07346448962541, 105.5563909417956 20.07346938315953, 105.5563931607385 20.07347342259942)","LINESTRING (105.5563874237517 20.07346448962541, 105.5563909417956 20.07346938315953, 105.5563931607385 20.07347342259942)",1.15831494672,POINT (105.5563874237517 20.07346448962541),POINT (105.5563931607385 20.07347342259942)
465,"LINESTRING (105.5587959771228 20.01871482338929, 105.5587924122317 20.01871175669966)","LINESTRING (105.5587959771228 20.01871482338929, 105.5587924122317 20.01871175669966)",0.504195681503,POINT (105.5587959771228 20.01871482338929),POINT (105.5587924122317 20.01871175669966)
466,"LINESTRING (105.5587960584056 20.01871485169962, 105.5587931377607 20.01870710047239)","LINESTRING (105.5587960584056 20.01871485169962, 105.5587931377607 20.01870710047239)",0.910564028282,POINT (105.5587960584056 20.01871485169962),POINT (105.5587931377607 20.01870710047239)
467,"LINESTRING (105.5587959771228 20.01871482338929, 105.5587953402948 20.01871476913411, 105.5587948947245 20.01871467398793)","LINESTRING (105.5587959771228 20.01871482338929, 105.5587953402948 20.01871476913411, 105.5587948947245 20.01871467398793)",0.114660589188,POINT (105.5587959771228 20.01871482338929),POINT (105.5587948947245 20.01871467398793)
471,"LINESTRING (105.5587960846842 20.01871486911362, 105.5587970361077 20.01870810259153)","LINESTRING (105.5587960846842 20.01871486911362, 105.5587970361077 20.01870810259153)",0.755400405825,POINT (105.5587960846842 20.01871486911362),POINT (105.5587970361077 20.01870810259153)
473,"LINESTRING (105.5587961025387 20.01871488884483, 105.55879806298 20.0187122542725)","LINESTRING (105.5587961025387 20.01871488884483, 105.55879806298 20.0187122542725)",0.356444183158,POINT (105.5587961025387 20.01871488884483),POINT (105.55879806298 20.0187122542725)
474,"LINESTRING (105.5589897546068 20.06820977001912, 105.5589987979366 20.06820927204736)","LINESTRING (105.5589897546068 20.06820977001912, 105.5589987979366 20.06820927204736)",0.947215815333,POINT (105.5589897546068 20.06820977001912),POINT (105.5589987979366 20.06820927204736)
475,"LINESTRING (105.5589940710694 20.06821225070308, 105.5589987716072 20.06820933603702)","LINESTRING (105.5589940710694 20.06821225070308, 105.5589987716072 20.06820933603702)",0.587896261687,POINT (105.5589940710694 20.06821225070308),POINT (105.5589987716072 20.06820933603702)
476,"LINESTRING (105.5589978762625 20.06821106510481, 105.558998657993 20.06820968611023, 105.5589987557072 20.06820944870685)","LINESTRING (105.5589978762625 20.06821106510481, 105.558998657993 20.06820968611023, 105.5589987557072 20.06820944870685)",0.201309386103,POINT (105.5589978762625 20.06821106510481),POINT (105.5589987557072 20.06820944870685)
477,"LINESTRING (105.5589987557072 20.06820944870685, 105.5589994798048 20.06821247030322)","LINESTRING (105.5589987557072 20.06820944870685, 105.5589994798048 20.06821247030322)",0.342851466488,POINT (105.5589987557072 20.06820944870685),POINT (105.5589994798048 20.06821247030322)
482,"LINESTRING (105.5590011086867 20.06791444945893, 105.5590080111772 20.06791036556258)","LINESTRING (105.5590011086867 20.06791444945893, 105.5590080111772 20.06791036556258)",0.851580138775,POINT (105.5590011086867 20.06791444945893),POINT (105.5590080111772 20.06791036556258)
484,"LINESTRING (105.5593327572623 20.06823025366113, 105.5593328091097 20.06823014842296, 105.5593342816944 20.06822593027511)","LINESTRING (105.5593327572623 20.06823025366113, 105.5593328091097 20.06823014842296, 105.5593342816944 20.06822593027511)",0.504390231957,POINT (105.5593327572623 20.06823025366113),POINT (105.5593342816944 20.06822593027511)
489,"LINESTRING (105.5601008800042 20.06768284987589, 105.5600757932153 20.06766847860664)","LINESTRING (105.5601008800042 20.06768284987589, 105.5600757932153 20.06766847860664)",3.06766187383,POINT (105.5601008800042 20.06768284987589),POINT (105.5600757932153 20.06766847860664)
491,"LINESTRING (105.5610367475407 20.0153909488509, 105.5610301576909 20.0153897934712)","LINESTRING (105.5610367475407 20.0153909488509, 105.5610301576909 20.0153897934712)",0.701053395789,POINT (105.5610367475407 20.0153909488509),POINT (105.5610301576909 20.0153897934712)
492,"LINESTRING (105.5610337905797 20.0153920092902, 105.56103663067 20.01539104766655)","LINESTRING (105.5610337905797 20.0153920092902, 105.56103663067 20.01539104766655)",0.315557594143,POINT (105.5610337905797 20.0153920092902),POINT (105.56103663067 20.01539104766655)
493,"LINESTRING (105.56103663067 20.01539104766655, 105.5610365058726 20.01539122297921, 105.5610356899019 20.01539274030619)","LINESTRING (105.56103663067 20.01539104766655, 105.5610365058726 20.01539122297921, 105.5610356899019 20.01539274030619)",0.21174517427,POINT (105.56103663067 20.01539104766655),POINT (105.5610356899019 20.01539274030619)
496,"LINESTRING (105.5610581781622 20.01536459962592, 105.5610586024939 20.01536608419664, 105.5610593475021 20.01536782847514, 105.5610634617238 20.01538217711328)","LINESTRING (105.5610581781622 20.01536459962592, 105.5610586024939 20.01536608419664, 105.5610593475021 20.01536782847514, 105.5610634617238 20.01538217711328)",2.02351977983,POINT (105.5610581781622 20.01536459962592),POINT (105.5610634617238 20.01538217711328)
498,"LINESTRING (105.5612172456405 20.05079620525693, 105.5612210647871 20.05080113186287)","LINESTRING (105.5612172456405 20.05079620525693, 105.5612210647871 20.05080113186287)",0.675841347931,POINT (105.5612172456405 20.05079620525693),POINT (105.5612210647871 20.05080113186287)
499,"LINESTRING (105.5612210647871 20.05080113186287, 105.5612205234778 20.05079776343852)","LINESTRING (105.5612210647871 20.05080113186287, 105.5612205234778 20.05079776343852)",0.377041578767,POINT (105.5612210647871 20.05080113186287),POINT (105.5612205234778 20.05079776343852)
503,"LINESTRING (105.5626506435351 20.07129316781922, 105.5626986978846 20.07126246693097, 105.5626999737382 20.07126141205119)","LINESTRING (105.5626506435351 20.07129316781922, 105.5626986978846 20.07126246693097, 105.5626999737382 20.07126141205119)",6.24280458924,POINT (105.5626506435351 20.07129316781922),POINT (105.5626999737382 20.07126141205119)
505,"LINESTRING (105.5627106363181 20.03481886823964, 105.5627093599592 20.03481883290149, 105.5626740020675 20.03481394054702)","LINESTRING (105.5627106363181 20.03481886823964, 105.5627093599592 20.03481883290149, 105.5626740020675 20.03481394054702)",3.87093578809,POINT (105.5627106363181 20.03481886823964),POINT (105.5626740020675 20.03481394054702)
508,"LINESTRING (105.5627523575385 20.0351321711024, 105.5627337870106 20.03513781685655)","LINESTRING (105.5627523575385 20.0351321711024, 105.5627337870106 20.03513781685655)",2.04024576965,POINT (105.5627523575385 20.0351321711024),POINT (105.5627337870106 20.03513781685655)
511,"LINESTRING (105.5635138435724 19.98768428435268, 105.5635176123017 19.98768760579302)","LINESTRING (105.5635138435724 19.98768428435268, 105.5635176123017 19.98768760579302)",0.539034826445,POINT (105.5635138435724 19.98768428435268),POINT (105.5635176123017 19.98768760579302)
513,"LINESTRING (105.563635286967 19.97549953918654, 105.5636400300212 19.97550216583365)","LINESTRING (105.563635286967 19.97549953918654, 105.5636400300212 19.97550216583365)",0.575111484272,POINT (105.563635286967 19.97549953918654),POINT (105.5636400300212 19.97550216583365)
514,"LINESTRING (105.5636353067253 19.97549459618335, 105.5636401001859 19.97550215739737)","LINESTRING (105.5636353067253 19.97549459618335, 105.5636401001859 19.97550215739737)",0.975543859771,POINT (105.5636353067253 19.97549459618335),POINT (105.5636401001859 19.97550215739737)
515,"LINESTRING (105.563637565336 19.97550438845465, 105.5636399337521 19.97550220315268)","LINESTRING (105.563637565336 19.97550438845465, 105.5636399337521 19.97550220315268)",0.346248427392,POINT (105.563637565336 19.97550438845465),POINT (105.5636399337521 19.97550220315268)
516,"LINESTRING (105.563638196303 19.97550223082, 105.5636396350401 19.97550223903716, 105.5636399337521 19.97550220315268)","LINESTRING (105.563638196303 19.97550223082, 105.5636396350401 19.97550223903716, 105.5636399337521 19.97550220315268)",0.182036204513,POINT (105.563638196303 19.97550223082),POINT (105.5636399337521 19.97550220315268)
517,"LINESTRING (105.5636397450836 19.97549607698925, 105.5636401410622 19.97550216275959)","LINESTRING (105.5636397450836 19.97549607698925, 105.5636401410622 19.97550216275959)",0.674751567318,POINT (105.5636397450836 19.97549607698925),POINT (105.5636401410622 19.97550216275959)
524,"LINESTRING (105.5639679043119 20.02591212033963, 105.5639755396652 20.02591561100986)","LINESTRING (105.5639679043119 20.02591212033963, 105.5639755396652 20.02591561100986)",0.887123636437,POINT (105.5639679043119 20.02591212033963),POINT (105.5639755396652 20.02591561100986)
525,"LINESTRING (105.5639755396652 20.02591561100986, 105.5639703776072 20.02590870362051)","LINESTRING (105.5639755396652 20.02591561100986, 105.5639703776072 20.02590870362051)",0.935854675521,POINT (105.5639755396652 20.02591561100986),POINT (105.5639703776072 20.02590870362051)
529,"LINESTRING (105.5641759793146 20.01615587968934, 105.5641682958081 20.01615077600388, 105.5641347448618 20.01613406955789, 105.5640902125579 20.01611760909751)","LINESTRING (105.5641759793146 20.01615587968934, 105.5641682958081 20.01615077600388, 105.5641347448618 20.01613406955789, 105.5640902125579 20.01611760909751)",9.95046258656,POINT (105.5641759793146 20.01615587968934),POINT (105.5640902125579 20.01611760909751)
531,"LINESTRING (105.5641516243379 19.99283809927037, 105.5641355366153 19.9928347042365, 105.5641214269372 19.99283344021302, 105.564114264207 19.99283188315846)","LINESTRING (105.5641516243379 19.99283809927037, 105.5641355366153 19.9928347042365, 105.5641214269372 19.99283344021302, 105.564114264207 19.99283188315846)",3.9760064844,POINT (105.5641516243379 19.99283809927037),POINT (105.564114264207 19.99283188315846)
534,"LINESTRING (105.5642019329997 20.02581714620329, 105.5641990889141 20.02581035669398)","LINESTRING (105.5642019329997 20.02581714620329, 105.5641990889141 20.02581035669398)",0.808104616766,POINT (105.5642019329997 20.02581714620329),POINT (105.5641990889141 20.02581035669398)
536,"LINESTRING (105.5642455776934 19.99268332269207, 105.5642451287818 19.99268257019246, 105.5642291460847 19.99266178722622)","LINESTRING (105.5642455776934 19.99268332269207, 105.5642451287818 19.99268257019246, 105.5642291460847 19.99266178722622)",2.93908604437,POINT (105.5642455776934 19.99268332269207),POINT (105.5642291460847 19.99266178722622)
538,"LINESTRING (105.564875282227 20.06314403028094, 105.564872757545 20.06314289347444, 105.5648664824765 20.06314096120732, 105.564848422165 20.06313288998769, 105.564800657287 20.06311777991587)","LINESTRING (105.564875282227 20.06314403028094, 105.564872757545 20.06314289347444, 105.5648664824765 20.06314096120732, 105.564848422165 20.06313288998769, 105.564800657287 20.06311777991587)",8.33884023733,POINT (105.564875282227 20.06314403028094),POINT (105.564800657287 20.06311777991587)
540,"LINESTRING (105.5648059311954 20.06267614303452, 105.564804115172 20.06267584765937)","LINESTRING (105.5648059311954 20.06267614303452, 105.564804115172 20.06267584765937)",0.192691229302,POINT (105.5648059311954 20.06267614303452),POINT (105.564804115172 20.06267584765937)
542,"LINESTRING (105.5651203348188 20.06969318051986, 105.5651265074083 20.06968899219897)","LINESTRING (105.5651203348188 20.06969318051986, 105.5651265074083 20.06968899219897)",0.794615028134,POINT (105.5651203348188 20.06969318051986),POINT (105.5651265074083 20.06968899219897)
543,"LINESTRING (105.5651265126881 20.06968898582345, 105.5651226041423 20.06968936274445)","LINESTRING (105.5651265126881 20.06968898582345, 105.5651226041423 20.06968936274445)",0.410814852305,POINT (105.5651265126881 20.06968898582345),POINT (105.5651226041423 20.06968936274445)
544,"LINESTRING (105.5651265074083 20.06968899219897, 105.5651229618065 20.06969589366006)","LINESTRING (105.5651265074083 20.06968899219897, 105.5651229618065 20.06969589366006)",0.848981821009,POINT (105.5651265074083 20.06968899219897),POINT (105.5651229618065 20.06969589366006)
545,"LINESTRING (105.5651265253166 20.0696889706663, 105.5651262754404 20.06968886387077)","LINESTRING (105.5651265253166 20.0696889706663, 105.5651262754404 20.06968886387077)",0.028676639088,POINT (105.5651265253166 20.0696889706663),POINT (105.5651262754404 20.06968886387077)
547,"LINESTRING (105.5651266199908 20.06969322145604, 105.5651265121847 20.06968898680339)","LINESTRING (105.5651266199908 20.06969322145604, 105.5651265121847 20.06968898680339)",0.46876616426,POINT (105.5651266199908 20.06969322145604),POINT (105.5651265121847 20.06968898680339)
550,"LINESTRING (105.5651268212417 20.06968948500232, 105.5651265242252 20.06968897279084)","LINESTRING (105.5651268212417 20.06968948500232, 105.5651265242252 20.06968897279084)",0.0646347089889,POINT (105.5651268212417 20.06968948500232),POINT (105.5651265242252 20.06968897279084)
553,"LINESTRING (105.5677595541924 19.9615859077064, 105.5677625854078 19.96158969466276)","LINESTRING (105.5677595541924 19.9615859077064, 105.5677625854078 19.96158969466276)",0.525572847616,POINT (105.5677595541924 19.9615859077064),POINT (105.5677625854078 19.96158969466276)
554,"LINESTRING (105.5677611889423 19.96158144136876, 105.5677626549877 19.96158973455179)","LINESTRING (105.5677611889423 19.96158144136876, 105.5677626549877 19.96158973455179)",0.930491535944,POINT (105.5677611889423 19.96158144136876),POINT (105.5677626549877 19.96158973455179)
555,"LINESTRING (105.5677614108061 19.96158928520267, 105.5677620073535 19.96158953443884, 105.5677625854078 19.96158969466276)","LINESTRING (105.5677614108061 19.96158928520267, 105.5677620073535 19.96158953443884, 105.5677625854078 19.96158969466276)",0.131272207803,POINT (105.5677614108061 19.96158928520267),POINT (105.5677625854078 19.96158969466276)
559,"LINESTRING (105.5677648156129 19.96158340729824, 105.5677626762296 19.9615897551747)","LINESTRING (105.5677648156129 19.96158340729824, 105.5677626762296 19.9615897551747)",0.737288419311,POINT (105.5677648156129 19.96158340729824),POINT (105.5677626762296 19.9615897551747)
561,"LINESTRING (105.5677649996869 19.96158764384776, 105.5677626897666 19.96158977724809)","LINESTRING (105.5677649996869 19.96158764384776, 105.5677626897666 19.96158977724809)",0.337871969087,POINT (105.5677649996869 19.96158764384776),POINT (105.5677626897666 19.96158977724809)
562,"LINESTRING (105.5681556204395 20.02022987297932, 105.5681426689925 20.02023643928625)","LINESTRING (105.5681556204395 20.02022987297932, 105.5681426689925 20.02023643928625)",1.53726397939,POINT (105.5681556204395 20.02022987297932),POINT (105.5681426689925 20.02023643928625)
569,"LINESTRING (105.5685419564053 20.01043214323336, 105.5687782553252 20.01040911681238)","LINESTRING (105.5685419564053 20.01043214323336, 105.5687782553252 20.01040911681238)",24.84856167,POINT (105.5685419564053 20.01043214323336),POINT (105.5687782553252 20.01040911681238)
