,lines,shapely,length,start,end
31,"LINESTRING (105.7510140691788 19.94683389668797, 105.7510141279547 19.94683401475566, 105.7510147882421 19.94683590115945)","LINESTRING (105.7510140691788 19.94683389668797, 105.7510141279547 19.94683401475566, 105.7510147882421 19.94683590115945)",0.234343857065,POINT (105.7510140691788 19.94683389668797),POINT (105.7510147882421 19.94683590115945)
34,"LINESTRING (105.7604876584396 19.95140262198494, 105.7604896916385 19.95139972273353, 105.7605008705634 19.95137908965812, 105.7605010924583 19.95137852130058, 105.760503477238 19.95137412282649)","LINESTRING (105.7604876584396 19.95140262198494, 105.7604896916385 19.95139972273353, 105.7605008705634 19.95137908965812, 105.7605010924583 19.95137852130058, 105.760503477238 19.95137412282649)",3.5646908307,POINT (105.7604876584396 19.95140262198494),POINT (105.760503477238 19.95137412282649)
35,"LINESTRING (105.7605926192323 19.95155181785804, 105.7605926834579 19.9515517182951, 105.7605929851632 19.95155108967378)","LINESTRING (105.7605926192323 19.95155181785804, 105.7605926834579 19.9515517182951, 105.7605929851632 19.95155108967378)",0.089303740954,POINT (105.7605926192323 19.95155181785804),POINT (105.7605929851632 19.95155108967378)
36,"LINESTRING (105.7605937388507 19.95155527872223, 105.7605929851632 19.95155108967378)","LINESTRING (105.7605937388507 19.95155527872223, 105.7605929851632 19.95155108967378)",0.470255008044,POINT (105.7605937388507 19.95155527872223),POINT (105.7605929851632 19.95155108967378)
39,"LINESTRING (105.7605966757528 19.95155052672493, 105.7605929949415 19.95155092330585)","LINESTRING (105.7605966757528 19.95155052672493, 105.7605929949415 19.95155092330585)",0.387672297648,POINT (105.7605966757528 19.95155052672493),POINT (105.7605929949415 19.95155092330585)
40,"LINESTRING (105.7605996884522 19.95155371981649, 105.7605930035198 19.95155095075815)","LINESTRING (105.7605996884522 19.95155371981649, 105.7605930035198 19.95155095075815)",0.763724984801,POINT (105.7605996884522 19.95155371981649),POINT (105.7605930035198 19.95155095075815)
42,"LINESTRING (105.7605979397936 19.9515571141952, 105.7605930054877 19.95155098799263)","LINESTRING (105.7605979397936 19.9515571141952, 105.7605930054877 19.95155098799263)",0.852214684391,POINT (105.7605979397936 19.9515571141952),POINT (105.7605930054877 19.95155098799263)
43,"LINESTRING (105.628516024685 19.93981448211117, 105.6285108696187 19.93981076242184)","LINESTRING (105.628516024685 19.93981448211117, 105.6285108696187 19.93981076242184)",0.6785916647,POINT (105.628516024685 19.93981448211117),POINT (105.6285108696187 19.93981076242184)
44,"LINESTRING (105.628515865498 19.93981452521064, 105.6285132410453 19.9398141953988)","LINESTRING (105.628515865498 19.93981452521064, 105.6285132410453 19.9398141953988)",0.277064918313,POINT (105.628515865498 19.93981452521064),POINT (105.6285132410453 19.9398141953988)
45,"LINESTRING (105.6285134493342 19.93981987161347, 105.6285160165137 19.93981448658125)","LINESTRING (105.6285134493342 19.93981987161347, 105.6285160165137 19.93981448658125)",0.653693790185,POINT (105.6285134493342 19.93981987161347),POINT (105.6285160165137 19.93981448658125)
46,"LINESTRING (105.6285140370636 19.93981583454525, 105.6285157950519 19.93981456376188, 105.628515865498 19.93981452521064)","LINESTRING (105.6285140370636 19.93981583454525, 105.6285157950519 19.93981456376188, 105.628515865498 19.93981452521064)",0.240085779965,POINT (105.6285140370636 19.93981583454525),POINT (105.628515865498 19.93981452521064)
50,"LINESTRING (105.6285160727987 19.93981446980339, 105.6285165705135 19.93982348006675)","LINESTRING (105.6285160727987 19.93981446980339, 105.6285165705135 19.93982348006675)",0.998481845039,POINT (105.6285160727987 19.93981446980339),POINT (105.6285165705135 19.93982348006675)
52,"LINESTRING (105.6304093885997 19.93878392955086, 105.6304087181839 19.93877481867062)","LINESTRING (105.6304093885997 19.93878392955086, 105.6304087181839 19.93877481867062)",1.01069546606,POINT (105.6304093885997 19.93878392955086),POINT (105.6304087181839 19.93877481867062)
54,"LINESTRING (105.6304147505472 19.93878760847821, 105.6304094329537 19.93878391733765)","LINESTRING (105.6304147505472 19.93878760847821, 105.6304094329537 19.93878391733765)",0.690319292478,POINT (105.6304147505472 19.93878760847821),POINT (105.6304094329537 19.93878391733765)
56,"LINESTRING (105.6304094458917 19.93878390994991, 105.63041186526 19.93877858674857)","LINESTRING (105.6304094458917 19.93878390994991, 105.63041186526 19.93877858674857)",0.641198751199,POINT (105.6304094458917 19.93878390994991),POINT (105.63041186526 19.93877858674857)
58,"LINESTRING (105.6304095851091 19.93878387161729, 105.630412340601 19.93878416687242)","LINESTRING (105.6304095851091 19.93878387161729, 105.630412340601 19.93878416687242)",0.290210888673,POINT (105.6304095851091 19.93878387161729),POINT (105.630412340601 19.93878416687242)
59,"LINESTRING (105.6304095851091 19.93878387161729, 105.6304096966368 19.93878380791249, 105.630411303851 19.93878260080926)","LINESTRING (105.6304095851091 19.93878387161729, 105.6304096966368 19.93878380791249, 105.630411303851 19.93878260080926)",0.22842600662,POINT (105.6304095851091 19.93878387161729),POINT (105.630411303851 19.93878260080926)
60,"LINESTRING (105.6317397782534 19.93824947947341, 105.631733906107 19.93824244597407)","LINESTRING (105.6317397782534 19.93824947947341, 105.631733906107 19.93824244597407)",0.99171403658,POINT (105.6317397782534 19.93824947947341),POINT (105.631733906107 19.93824244597407)
61,"LINESTRING (105.631739719842 19.93824950462543, 105.6317344603512 19.93824743369963)","LINESTRING (105.631739719842 19.93824950462543, 105.6317344603512 19.93824743369963)",0.596220604853,POINT (105.631739719842 19.93824950462543),POINT (105.6317344603512 19.93824743369963)
62,"LINESTRING (105.6317396096869 19.9382495648658, 105.6317394087089 19.93824961621824, 105.6317376738119 19.93824983409128)","LINESTRING (105.6317396096869 19.9382495648658, 105.6317394087089 19.93824961621824, 105.6317376738119 19.93824983409128)",0.204940627211,POINT (105.6317396096869 19.9382495648658),POINT (105.6317376738119 19.93824983409128)
63,"LINESTRING (105.6317377026353 19.9382518523493, 105.6317396096869 19.9382495648658)","LINESTRING (105.6317377026353 19.9382518523493, 105.6317396096869 19.9382495648658)",0.322355250798,POINT (105.6317377026353 19.9382518523493),POINT (105.6317396096869 19.9382495648658)
64,"LINESTRING (105.6317384525467 19.93825603610309, 105.6317397431589 19.93824949866455)","LINESTRING (105.6317384525467 19.93825603610309, 105.6317397431589 19.93824949866455)",0.73596673773,POINT (105.6317384525467 19.93825603610309),POINT (105.6317397431589 19.93824949866455)
69,"LINESTRING (105.63353249753 19.93783754397001, 105.6335348246205 19.93784032793127)","LINESTRING (105.63353249753 19.93783754397001, 105.6335348246205 19.93784032793127)",0.392717593622,POINT (105.63353249753 19.93783754397001),POINT (105.6335348246205 19.93784032793127)
71,"LINESTRING (105.6335391906331 19.93784015138143, 105.6335325224281 19.93783753034536)","LINESTRING (105.6335391906331 19.93784015138143, 105.6335325224281 19.93783753034536)",0.755721291863,POINT (105.6335391906331 19.93784015138143),POINT (105.6335325224281 19.93783753034536)
74,"LINESTRING (105.6335325489475 19.93783750560188, 105.6335404263547 19.93783651157106)","LINESTRING (105.6335325489475 19.93783750560188, 105.6335404263547 19.93783651157106)",0.831692797154,POINT (105.6335325489475 19.93783750560188),POINT (105.6335404263547 19.93783651157106)
75,"LINESTRING (105.6335326032219 19.93783742091576, 105.6335328319225 19.93783673022496, 105.6335328352401 19.93783671336681)","LINESTRING (105.6335326032219 19.93783742091576, 105.6335328319225 19.93783673022496, 105.6335328352401 19.93783671336681)",0.0819926794365,POINT (105.6335326032219 19.93783742091576),POINT (105.6335328352401 19.93783671336681)
76,"LINESTRING (105.6335326032219 19.93783742091576, 105.6335361174005 19.93783488249139)","LINESTRING (105.6335326032219 19.93783742091576, 105.6335361174005 19.93783488249139)",0.462779560152,POINT (105.6335326032219 19.93783742091576),POINT (105.6335361174005 19.93783488249139)
77,"LINESTRING (105.6823530217585 19.93922867357372, 105.6823612518372 19.93922992553326)","LINESTRING (105.6823530217585 19.93922867357372, 105.6823612518372 19.93922992553326)",0.872365985603,POINT (105.6823530217585 19.93922867357372),POINT (105.6823612518372 19.93922992553326)
78,"LINESTRING (105.6823558873364 19.93922579997053, 105.6823612364654 19.93922987485008)","LINESTRING (105.6823558873364 19.93922579997053, 105.6823612364654 19.93922987485008)",0.718838988182,POINT (105.6823558873364 19.93922579997053),POINT (105.6823612364654 19.93922987485008)
79,"LINESTRING (105.6823567281743 19.93923160819053, 105.6823612697688 19.93922995514116)","LINESTRING (105.6823567281743 19.93923160819053, 105.6823612697688 19.93922995514116)",0.50927707444,POINT (105.6823567281743 19.93923160819053),POINT (105.6823612697688 19.93922995514116)
80,"LINESTRING (105.6823599928992 19.939226951951, 105.6823612297426 19.93922972337493)","LINESTRING (105.6823599928992 19.939226951951, 105.6823612297426 19.93922972337493)",0.332897805958,POINT (105.6823599928992 19.939226951951),POINT (105.6823612297426 19.93922972337493)
82,"LINESTRING (105.6823618217502 19.93922791350432, 105.6823612765883 19.93922949910385, 105.6823612297426 19.93922972337493)","LINESTRING (105.6823618217502 19.93922791350432, 105.6823612765883 19.93922949910385, 105.6823612297426 19.93922972337493)",0.209812993822,POINT (105.6823618217502 19.93922791350432),POINT (105.6823612297426 19.93922972337493)
86,"LINESTRING (105.6936898994864 19.95298661429138, 105.693700765033 19.95298406441896)","LINESTRING (105.6936898994864 19.95298661429138, 105.693700765033 19.95298406441896)",1.17149782524,POINT (105.6936898994864 19.95298661429138),POINT (105.693700765033 19.95298406441896)
88,"LINESTRING (105.6940811378389 19.95352289719673, 105.6940845328838 19.95351918829272)","LINESTRING (105.6940811378389 19.95352289719673, 105.6940845328838 19.95351918829272)",0.542849210208,POINT (105.6940811378389 19.95352289719673),POINT (105.6940845328838 19.95351918829272)
91,"LINESTRING (105.6953214160407 19.95395218458943, 105.6953271817839 19.95394754344023)","LINESTRING (105.6953214160407 19.95395218458943, 105.6953271817839 19.95394754344023)",0.792355420491,POINT (105.6953214160407 19.95395218458943),POINT (105.6953271817839 19.95394754344023)
93,"LINESTRING (105.6953214517996 19.95395220175477, 105.695329024273 19.95395084165693)","LINESTRING (105.6953214517996 19.95395220175477, 105.695329024273 19.95395084165693)",0.806571042026,POINT (105.6953214517996 19.95395220175477),POINT (105.695329024273 19.95395084165693)
94,"LINESTRING (105.6953253988225 19.95395356281632, 105.695321536841 19.95395227304113)","LINESTRING (105.6953253988225 19.95395356281632, 105.695321536841 19.95395227304113)",0.428593219041,POINT (105.6953253988225 19.95395356281632),POINT (105.695321536841 19.95395227304113)
95,"LINESTRING (105.695321536841 19.95395227304113, 105.6953219022576 19.95395278170848, 105.6953220719387 19.95395309412002)","LINESTRING (105.695321536841 19.95395227304113, 105.6953219022576 19.95395278170848, 105.6953220719387 19.95395309412002)",0.106917892971,POINT (105.695321536841 19.95395227304113),POINT (105.6953220719387 19.95395309412002)
96,"LINESTRING (105.7191179963156 19.98761192319258, 105.7191184204322 19.98760903760102)","LINESTRING (105.7191179963156 19.98761192319258, 105.7191184204322 19.98760903760102)",0.322409369192,POINT (105.7191179963156 19.98761192319258),POINT (105.7191184204322 19.98760903760102)
99,"LINESTRING (105.7191233424299 19.98760585704866, 105.7191183332773 19.98760882100822)","LINESTRING (105.7191233424299 19.98760585704866, 105.7191183332773 19.98760882100822)",0.618250370207,POINT (105.7191233424299 19.98760585704866),POINT (105.7191183332773 19.98760882100822)
101,"LINESTRING (105.7191275834119 19.98760853449283, 105.7191183597885 19.98760885064876)","LINESTRING (105.7191275834119 19.98760853449283, 105.7191183597885 19.98760885064876)",0.965616316276,POINT (105.7191275834119 19.98760853449283),POINT (105.7191183597885 19.98760885064876)
102,"LINESTRING (105.7191234927918 19.98761147455128, 105.719118390596 19.9876089098773)","LINESTRING (105.7191234927918 19.98761147455128, 105.719118390596 19.9876089098773)",0.604561785826,POINT (105.7191234927918 19.98761147455128),POINT (105.719118390596 19.9876089098773)
104,"LINESTRING (105.7191195440966 19.98761070299701, 105.7191185053239 19.98760920075656, 105.7191184204322 19.98760903760102)","LINESTRING (105.7191195440966 19.98761070299701, 105.7191185053239 19.98760920075656, 105.7191184204322 19.98760903760102)",0.218741282397,POINT (105.7191195440966 19.98761070299701),POINT (105.7191184204322 19.98760903760102)
105,"LINESTRING (105.7199533509905 19.9789788043396, 105.7199590751077 19.9789846053645)","LINESTRING (105.7199533509905 19.9789788043396, 105.7199590751077 19.9789846053645)",0.877962838372,POINT (105.7199533509905 19.9789788043396),POINT (105.7199590751077 19.9789846053645)
106,"LINESTRING (105.7199578429657 19.97898012134896, 105.7199591043508 19.97898452971176)","LINESTRING (105.7199578429657 19.97898012134896, 105.7199591043508 19.97898452971176)",0.505397901145,POINT (105.7199578429657 19.97898012134896),POINT (105.7199591043508 19.97898452971176)
109,"LINESTRING (105.7199667396001 19.97898384243231, 105.719959079174 19.97898459938098)","LINESTRING (105.7199667396001 19.97898384243231, 105.719959079174 19.97898459938098)",0.805848962639,POINT (105.7199667396001 19.97898384243231),POINT (105.719959079174 19.97898459938098)
111,"LINESTRING (105.7199594034992 19.97898360167936, 105.719959333874 19.97898391107774, 105.7199591171173 19.9789845109285)","LINESTRING (105.7199594034992 19.97898360167936, 105.719959333874 19.97898391107774, 105.7199591171173 19.9789845109285)",0.105157566682,POINT (105.7199594034992 19.97898360167936),POINT (105.7199591171173 19.9789845109285)
112,"LINESTRING (105.7199625057069 19.97898219997501, 105.7199591171173 19.9789845109285)","LINESTRING (105.7199625057069 19.97898219997501, 105.7199591171173 19.9789845109285)",0.437152825582,POINT (105.7199625057069 19.97898219997501),POINT (105.7199591171173 19.9789845109285)
113,"LINESTRING (105.7106244101609 19.97815225850707, 105.7106152450036 19.97815336581427)","LINESTRING (105.7106244101609 19.97815225850707, 105.7106152450036 19.97815336581427)",0.966719388977,POINT (105.7106244101609 19.97815225850707),POINT (105.7106152450036 19.97815336581427)
114,"LINESTRING (105.7106190681521 19.97815008400333, 105.7106243744025 19.97815220217558)","LINESTRING (105.7106190681521 19.97815008400333, 105.7106243744025 19.97815220217558)",0.602635526476,POINT (105.7106190681521 19.97815008400333),POINT (105.7106243744025 19.97815220217558)
115,"LINESTRING (105.7106230692641 19.97815051245682, 105.710624235663 19.97815192294471, 105.7106243336227 19.97815207721959)","LINESTRING (105.7106230692641 19.97815051245682, 105.710624235663 19.97815192294471, 105.7106243336227 19.97815207721959)",0.21805099144,POINT (105.7106230692641 19.97815051245682),POINT (105.7106243336227 19.97815207721959)
117,"LINESTRING (105.7106243336227 19.97815207721959, 105.7106245082175 19.97814916893017)","LINESTRING (105.7106243336227 19.97815207721959, 105.7106245082175 19.97814916893017)",0.3223705075,POINT (105.7106243336227 19.97815207721959),POINT (105.7106245082175 19.97814916893017)
120,"LINESTRING (105.717664406889 19.98554172718968, 105.717665045511 19.98553991483075)","LINESTRING (105.717664406889 19.98554172718968, 105.717665045511 19.98553991483075)",0.211405178318,POINT (105.717664406889 19.98554172718968),POINT (105.717665045511 19.98553991483075)
123,"LINESTRING (105.7176659488669 19.98554537443404, 105.7176650624211 19.98553992483924)","LINESTRING (105.7176659488669 19.98554537443404, 105.7176650624211 19.98553992483924)",0.610182350514,POINT (105.7176659488669 19.98554537443404),POINT (105.7176650624211 19.98553992483924)
125,"LINESTRING (105.7176706003943 19.98554702922249, 105.7176650747869 19.98553992845375)","LINESTRING (105.7176706003943 19.98554702922249, 105.7176650747869 19.98553992845375)",0.975561603866,POINT (105.7176706003943 19.98554702922249),POINT (105.7176650747869 19.98553992845375)
126,"LINESTRING (105.717670732498 19.98554237231641, 105.71766510381 19.98553992945079)","LINESTRING (105.717670732498 19.98554237231641, 105.71766510381 19.98553992945079)",0.647975638172,POINT (105.717670732498 19.98554237231641),POINT (105.71766510381 19.98553992945079)
127,"LINESTRING (105.71766510381 19.98553992945079, 105.7176653546644 19.98553987447872, 105.717667649098 19.98553966611381)","LINESTRING (105.71766510381 19.98553992945079, 105.7176653546644 19.98553987447872, 105.717667649098 19.98553966611381)",0.268094167032,POINT (105.71766510381 19.98553992945079),POINT (105.717667649098 19.98553966611381)
128,"LINESTRING (105.6261472282475 19.95642687996882, 105.6261483076403 19.9564252562965, 105.6261483729496 19.9564251249706)","LINESTRING (105.6261472282475 19.95642687996882, 105.6261483076403 19.9564252562965, 105.6261483729496 19.9564251249706)",0.228294316196,POINT (105.6261472282475 19.95642687996882),POINT (105.6261483729496 19.9564251249706)
129,"LINESTRING (105.6261488338137 19.9564279060738, 105.6261483729496 19.9564251249706)","LINESTRING (105.6261488338137 19.9564279060738, 105.6261483729496 19.9564251249706)",0.311526956466,POINT (105.6261488338137 19.9564279060738),POINT (105.6261483729496 19.9564251249706)
133,"LINESTRING (105.6261483941755 19.95642487863654, 105.6261534030573 19.95642440876006)","LINESTRING (105.6261483941755 19.95642487863654, 105.6261534030573 19.95642440876006)",0.526700179595,POINT (105.6261483941755 19.95642487863654),POINT (105.6261534030573 19.95642440876006)
134,"LINESTRING (105.6261484043339 19.95642491280205, 105.6261562256402 19.95642827970995)","LINESTRING (105.6261484043339 19.95642491280205, 105.6261562256402 19.95642827970995)",0.899243309456,POINT (105.6261484043339 19.95642491280205),POINT (105.6261562256402 19.95642827970995)
136,"LINESTRING (105.6261524275079 19.95643010420334, 105.6261484065019 19.95642496847869)","LINESTRING (105.6261524275079 19.95643010420334, 105.6261484065019 19.95642496847869)",0.707144780216,POINT (105.6261524275079 19.95643010420334),POINT (105.6261484065019 19.95642496847869)
137,"LINESTRING (105.6385184431761 19.93950931084347, 105.6385223656185 19.93951746204883)","LINESTRING (105.6385184431761 19.93950931084347, 105.6385223656185 19.93951746204883)",0.991062498993,POINT (105.6385184431761 19.93950931084347),POINT (105.6385223656185 19.93951746204883)
139,"LINESTRING (105.6385213802892 19.93950317024294, 105.6385184782317 19.93950930177001)","LINESTRING (105.6385213802892 19.93950317024294, 105.6385184782317 19.93950930177001)",0.743412676685,POINT (105.6385213802892 19.93950317024294),POINT (105.6385184782317 19.93950930177001)
141,"LINESTRING (105.6385185080814 19.93950930167614, 105.638523001217 19.93951252469357)","LINESTRING (105.6385185080814 19.93950930167614, 105.638523001217 19.93951252469357)",0.590183148651,POINT (105.6385185080814 19.93950930167614),POINT (105.638523001217 19.93951252469357)
143,"LINESTRING (105.6385211322568 19.93950744510178, 105.6385186181165 19.93950927319261)","LINESTRING (105.6385211322568 19.93950744510178, 105.6385186181165 19.93950927319261)",0.33189331996,POINT (105.6385211322568 19.93950744510178),POINT (105.6385186181165 19.93950927319261)
144,"LINESTRING (105.6385186181165 19.93950927319261, 105.6385188753608 19.93950927241283, 105.6385204469835 19.93950946545925)","LINESTRING (105.6385186181165 19.93950927319261, 105.6385188753608 19.93950927241283, 105.6385204469835 19.93950946545925)",0.192774396717,POINT (105.6385186181165 19.93950927319261),POINT (105.6385204469835 19.93950946545925)
145,"LINESTRING (105.6553836530377 19.97019748501217, 105.6553904967304 19.97020119866219)","LINESTRING (105.6553836530377 19.97019748501217, 105.6553904967304 19.97020119866219)",0.82561836503,POINT (105.6553836530377 19.97019748501217),POINT (105.6553904967304 19.97020119866219)
146,"LINESTRING (105.6553862376628 19.97020121568396, 105.6553905019254 19.97020120347468)","LINESTRING (105.6553862376628 19.97020121568396, 105.6553905019254 19.97020120347468)",0.446176022641,POINT (105.6553862376628 19.97020121568396),POINT (105.6553905019254 19.97020120347468)
147,"LINESTRING (105.6553864638082 19.97019495611783, 105.6553904967304 19.97020119866219)","LINESTRING (105.6553864638082 19.97019495611783, 105.6553904967304 19.97020119866219)",0.809514936637,POINT (105.6553864638082 19.97019495611783),POINT (105.6553904967304 19.97020119866219)
148,"LINESTRING (105.6553899712094 19.97020151518445, 105.6553905156191 19.97020121572043)","LINESTRING (105.6553899712094 19.97020151518445, 105.6553905156191 19.97020121572043)",0.0659012625108,POINT (105.6553899712094 19.97020151518445),POINT (105.6553905156191 19.97020121572043)
149,"LINESTRING (105.655390216618 19.97019731636355, 105.6553905030712 19.97020120409639)","LINESTRING (105.655390216618 19.97019731636355, 105.6553905030712 19.97020120409639)",0.431282812255,POINT (105.655390216618 19.97019731636355),POINT (105.6553905030712 19.97020120409639)
154,"LINESTRING (105.6586547388998 19.97716724717435, 105.6586505029104 19.97716813491492)","LINESTRING (105.6586547388998 19.97716724717435, 105.6586505029104 19.97716813491492)",0.453954633774,POINT (105.6586547388998 19.97716724717435),POINT (105.6586505029104 19.97716813491492)
155,"LINESTRING (105.6586542356909 19.97716780456717, 105.6586542508222 19.97716778306885, 105.6586547388998 19.97716724717435)","LINESTRING (105.6586542356909 19.97716780456717, 105.6586542508222 19.97716778306885, 105.6586547388998 19.97716724717435)",0.0811191542379,POINT (105.6586542356909 19.97716780456717),POINT (105.6586547388998 19.97716724717435)
156,"LINESTRING (105.6586547404718 19.97716724614019, 105.6586542467972 19.97717158624005)","LINESTRING (105.6586547404718 19.97716724614019, 105.6586542467972 19.97717158624005)",0.483071737669,POINT (105.6586547404718 19.97716724614019),POINT (105.6586542467972 19.97717158624005)
159,"LINESTRING (105.6586577940186 19.97717454031291, 105.6586547976108 19.97716718340361)","LINESTRING (105.6586577940186 19.97717454031291, 105.6586547976108 19.97716718340361)",0.87243516491,POINT (105.6586577940186 19.97717454031291),POINT (105.6586547976108 19.97716718340361)
161,"LINESTRING (105.6586603252098 19.9771716310009, 105.6586548194496 19.97716714232401)","LINESTRING (105.6586603252098 19.9771716310009, 105.6586548194496 19.97716714232401)",0.760649009603,POINT (105.6586603252098 19.9771716310009),POINT (105.6586548194496 19.97716714232401)
162,"LINESTRING (105.6418183886454 19.98534564385078, 105.6418217980668 19.98534478573935)","LINESTRING (105.6418183886454 19.98534564385078, 105.6418217980668 19.98534478573935)",0.36912095103,POINT (105.6418183886454 19.98534564385078),POINT (105.6418217980668 19.98534478573935)
163,"LINESTRING (105.6418218738779 19.98534479555796, 105.6418191136064 19.98534045491754)","LINESTRING (105.6418218738779 19.98534479555796, 105.6418191136064 19.98534045491754)",0.5604835363,POINT (105.6418218738779 19.98534479555796),POINT (105.6418191136064 19.98534045491754)
164,"LINESTRING (105.6418217980668 19.98534478573935, 105.6418214143058 19.98534463288816, 105.6418204810572 19.98534411776562)","LINESTRING (105.6418217980668 19.98534478573935, 105.6418214143058 19.98534463288816, 105.6418204810572 19.98534411776562)",0.156628092494,POINT (105.6418217980668 19.98534478573935),POINT (105.6418204810572 19.98534411776562)
165,"LINESTRING (105.6418219430203 19.98534482309111, 105.6418213669013 19.98533615562437)","LINESTRING (105.6418219430203 19.98534482309111, 105.6418213669013 19.98533615562437)",0.961085695833,POINT (105.6418219430203 19.98534482309111),POINT (105.6418213669013 19.98533615562437)
170,"LINESTRING (105.6418219774881 19.98534484817269, 105.6418246521636 19.98533907215346)","LINESTRING (105.6418219774881 19.98534484817269, 105.6418246521636 19.98533907215346)",0.697775681103,POINT (105.6418219774881 19.98534484817269),POINT (105.6418246521636 19.98533907215346)
