,Pluvial Flood - 50 year return period _mean,rawmean,normed
0,0.0038181532513011586,17.8430361067,0.00038181532513011584
1,0.0053834126641352969,0.00538341266414,0.00053834126641352971
2,0.0,0.0,0.0
3,0.18624547123908997,30.4533284505,0.018624547123908996
4,0.17508177135301672,0.175081771353,0.017508177135301672
5,0.037070744177874398,128.10923728,0.0037070744177874399
6,0.07480117449393639,0.0748011744939,0.0074801174493936392
7,0.0,0.0,0.0
8,0.0122522473922504,4.90925089518,0.0012252247392250399
9,0.050693234193672256,9.6559753418,0.0050693234193672256
10,0.52404934167861938,0.524049341679,0.05240493416786194
11,0.039370072299036489,0.039370072299,0.0039370072299036492
12,0.0,52.5789473684,0.0
13,0.28681653196161444,43.7091276749,0.028681653196161443
14,0.18039766379765101,0.180397663798,0.0180397663797651
15,0.052135837705511799,0.0521358377055,0.0052135837705511801
16,0.0,0.0,0.0
17,0.025447287729808261,0.0254472877298,0.0025447287729808261
18,0.35420107841491699,0.354201078415,0.035420107841491702
19,0.23884731928507488,0.238847319285,0.023884731928507489
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,71.3571428571,0.0
25,0.012116878231366476,0.0121168782314,0.0012116878231366475
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,149.85,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0047459284464518225,0.00474592844645,0.00047459284464518227
39,0.028759489740644184,0.0287594897406,0.0028759489740644182
40,0.0,0.0,0.0
41,0.017874983804566518,0.0178749838046,0.0017874983804566519
42,0.0,0.0,0.0
43,0.051520305828456459,14.4248793348,0.005152030582845646
44,0.30606000423431395,0.306060004234,0.030606000423431395
45,0.0,38.4230769231,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,111.0,0.0
51,0.27431306838989256,0.27431306839,0.027431306838989256
52,0.0,0.0,0.0
53,0.15400588512420654,0.154005885124,0.015400588512420654
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.029865373458181108,0.0298653734582,0.0029865373458181107
60,0.015793021768331528,0.0157930217683,0.0015793021768331528
61,0.050042995384761264,0.0500429953848,0.0050042995384761268
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,499.5,0.0
66,0.020092366635799407,47.5905645461,0.0020092366635799407
67,0.0,210.315789474,0.0
68,0.0,0.0,0.0
69,0.083609918753306076,0.0836099187533,0.0083609918753306083
70,0.0,333.0,0.0
71,0.0,0.0,0.0
72,0.0,0.0,0.0
73,0.051499078148289731,0.0514990781483,0.005149907814828973
74,0.0,0.0,0.0
75,0.0,0.0,0.0
76,0.0,0.0,0.0
77,0.0,0.0,0.0
78,0.0,0.0,0.0
79,0.0,199.8,0.0
80,0.0,199.8,0.0
81,0.0,0.0,0.0
82,0.080894878932407918,0.0808948789324,0.0080894878932407915
83,0.0,0.0,0.0
84,0.0,499.5,0.0
85,0.0,249.75,0.0
86,0.0,0.0,0.0
87,0.0,0.0,0.0
88,0.0,0.0,0.0
89,0.14294197980095358,0.142941979801,0.014294197980095357
90,0.0,599.4,0.0
91,0.0,333.0,0.0
92,0.0,0.0,0.0
93,0.0,0.0,0.0
94,0.0,0.0,0.0
95,0.0,0.0,0.0
96,0.0,0.0,0.0
97,0.0,0.0,0.0
98,0.0,111.0,0.0
99,0.0,0.0,0.0
100,0.0,0.0,0.0
101,0.0,599.4,0.0
102,0.0,0.0,0.0
103,0.0,0.0,0.0
104,0.0,0.0,0.0
105,0.0,333.0,0.0
106,--,999.0,--
107,0.0081767253577709198,157.743729441,0.00081767253577709194
108,0.0,0.0,0.0
109,0.0,0.0,0.0
110,0.0,0.0,0.0
111,0.0,0.0,0.0
112,0.0,0.0,0.0
113,0.0,0.0,0.0
114,0.0,0.0,0.0
115,0.0,0.0,0.0
116,0.028874897438546886,0.0288748974385,0.0028874897438546888
117,0.0,0.0,0.0
