,Landslide_mean,rawmean,normed
204,1.0,1.0,0.2
205,1.0,1.0,0.2
206,1.0,1.0,0.2
207,1.0,1.0,0.2
208,1.0,1.0,0.2
209,1.0,1.0,0.2
210,1.0,1.0,0.2
211,1.0,1.0,0.2
212,1.0,1.0,0.2
213,1.0,1.0,0.2
214,1.0,1.0,0.2
215,1.0,1.0,0.2
216,1.0,1.0,0.2
217,1.0,1.0,0.2
218,1.0,1.0,0.2
219,1.0,1.0,0.2
220,1.0,1.0,0.2
221,1.0,1.0,0.2
222,1.0,1.0,0.2
223,1.0,1.0,0.2
224,1.0,1.0,0.2
225,1.5,1.5,0.3
226,1.0,1.0,0.2
227,1.0,1.0,0.2
228,1.0,1.0,0.2
229,1.0,1.0,0.2
230,1.0,1.0,0.2
231,1.0,1.0,0.2
232,1.0,1.0,0.2
233,1.0,1.0,0.2
234,1.33333333333,1.33333333333,0.266666666667
235,1.0,1.0,0.2
236,1.33333333333,1.33333333333,0.266666666667
237,1.5,1.5,0.3
238,2.0,2.0,0.4
239,1.0,1.0,0.2
240,1.14285714286,1.14285714286,0.228571428571
241,1.0,1.0,0.2
242,2.0,2.0,0.4
243,2.0,2.0,0.4
244,2.0,2.0,0.4
245,1.0,1.0,0.2
246,1.0,1.0,0.2
247,1.0,1.0,0.2
248,1.0,1.0,0.2
249,1.8,1.8,0.36
250,3.0,3.0,0.6
251,2.33333333333,2.33333333333,0.466666666667
252,1.0,1.0,0.2
253,1.0,1.0,0.2
254,1.0,1.0,0.2
255,1.0,1.0,0.2
256,1.0,1.0,0.2
257,1.5,1.5,0.3
258,2.0,2.0,0.4
259,1.0,1.0,0.2
260,1.0,1.0,0.2
261,1.0,1.0,0.2
262,2.66666666667,2.66666666667,0.533333333333
263,2.8,2.8,0.56
264,1.5,1.5,0.3
265,4.0,4.0,0.8
266,1.0,1.0,0.2
267,2.0,2.0,0.4
268,4.0,4.0,0.8
269,4.0,4.0,0.8
270,1.5,1.5,0.3
271,1.0,1.0,0.2
272,1.0,1.0,0.2
273,1.0,1.0,0.2
274,1.0,1.0,0.2
275,1.0,1.0,0.2
276,1.6511627907,1.6511627907,0.33023255814
