,Typhoon - 100 year return period _mean,rawmean,normed
0,34.802066803,34.802066803,0.49093118195
1,35.0510215759,35.0510215759,0.49586945206
2,35.0510215759,35.0510215759,0.49586945206
3,35.0510215759,35.0510215759,0.49586945206
4,35.0510215759,35.0510215759,0.49586945206
5,34.6487960815,34.6487960815,0.487890901929
6,35.0510215759,35.0510215759,0.49586945206
7,35.0510215759,35.0510215759,0.49586945206
8,36.9031494141,36.9031494141,0.532608283917
9,37.2323074341,37.2323074341,0.539137466678
10,35.0510215759,35.0510215759,0.49586945206
11,35.0510215759,35.0510215759,0.49586945206
12,35.0510215759,35.0510215759,0.49586945206
13,35.0510215759,35.0510215759,0.49586945206
14,35.0510215759,35.0510215759,0.49586945206
15,35.0510215759,35.0510215759,0.49586945206
16,35.0510215759,35.0510215759,0.49586945206
17,35.0510215759,35.0510215759,0.49586945206
18,35.0510215759,35.0510215759,0.49586945206
19,35.0510215759,35.0510215759,0.49586945206
20,35.0510215759,35.0510215759,0.49586945206
21,35.0510215759,35.0510215759,0.49586945206
22,35.0510215759,35.0510215759,0.49586945206
23,35.0510215759,35.0510215759,0.49586945206
24,35.0510215759,35.0510215759,0.49586945206
25,35.0510215759,35.0510215759,0.49586945206
26,35.0510215759,35.0510215759,0.49586945206
27,35.0510215759,35.0510215759,0.49586945206
28,34.6487960815,34.6487960815,0.487890901929
29,35.0510215759,35.0510215759,0.49586945206
30,35.0510215759,35.0510215759,0.49586945206
31,34.6487960815,34.6487960815,0.487890901929
32,35.0510215759,35.0510215759,0.49586945206
33,35.0510215759,35.0510215759,0.49586945206
34,35.0510215759,35.0510215759,0.49586945206
35,35.0510215759,35.0510215759,0.49586945206
36,35.0510215759,35.0510215759,0.49586945206
37,35.0510215759,35.0510215759,0.49586945206
38,35.2605056763,35.2605056763,0.500024781396
39,35.4775009155,35.4775009155,0.504329101781
40,35.0510215759,35.0510215759,0.49586945206
41,35.2605056763,35.2605056763,0.500024781396
42,35.0510215759,35.0510215759,0.49586945206
43,37.1540273031,37.1540273031,0.537584700983
44,34.9225285848,34.9225285848,0.493320663419
45,34.284526825,34.284526825,0.480665252223
46,35.2605056763,35.2605056763,0.500024781396
47,35.2605056763,35.2605056763,0.500024781396
48,35.2605056763,35.2605056763,0.500024781396
49,35.2605056763,35.2605056763,0.500024781396
50,34.284526825,34.284526825,0.480665252223
51,35.4699897766,35.4699897766,0.504180110732
52,35.4699897766,35.4699897766,0.504180110732
53,35.4699897766,35.4699897766,0.504180110732
54,34.322479248,34.322479248,0.48141807698
55,34.322479248,34.322479248,0.48141807698
56,34.322479248,34.322479248,0.48141807698
57,34.322479248,34.322479248,0.48141807698
58,34.322479248,34.322479248,0.48141807698
59,35.4699897766,35.4699897766,0.504180110732
60,34.896232605,34.896232605,0.492799056022
61,34.322479248,34.322479248,0.48141807698
62,34.322479248,34.322479248,0.48141807698
63,35.4699897766,35.4699897766,0.504180110732
64,34.322479248,34.322479248,0.48141807698
65,35.4699897766,35.4699897766,0.504180110732
66,35.4699897766,35.4699897766,0.504180110732
67,35.4699897766,35.4699897766,0.504180110732
68,35.4699897766,35.4699897766,0.504180110732
69,35.4699897766,35.4699897766,0.504180110732
70,35.4699897766,35.4699897766,0.504180110732
71,35.4699897766,35.4699897766,0.504180110732
72,35.4699897766,35.4699897766,0.504180110732
73,35.4699897766,35.4699897766,0.504180110732
74,35.4699897766,35.4699897766,0.504180110732
75,34.322479248,34.322479248,0.48141807698
76,35.4699897766,35.4699897766,0.504180110732
77,35.4699897766,35.4699897766,0.504180110732
78,34.322479248,34.322479248,0.48141807698
79,35.4699897766,35.4699897766,0.504180110732
80,35.4699897766,35.4699897766,0.504180110732
81,35.4699897766,35.4699897766,0.504180110732
82,34.322479248,34.322479248,0.48141807698
83,34.322479248,34.322479248,0.48141807698
84,35.4699897766,35.4699897766,0.504180110732
85,35.4699897766,35.4699897766,0.504180110732
86,35.4699897766,35.4699897766,0.504180110732
87,35.4699897766,35.4699897766,0.504180110732
88,35.4699897766,35.4699897766,0.504180110732
89,34.896232605,34.896232605,0.492799056022
90,35.4699897766,35.4699897766,0.504180110732
91,35.4699897766,35.4699897766,0.504180110732
92,35.4699897766,35.4699897766,0.504180110732
93,35.4699897766,35.4699897766,0.504180110732
94,35.4699897766,35.4699897766,0.504180110732
95,35.4699897766,35.4699897766,0.504180110732
96,35.4699897766,35.4699897766,0.504180110732
97,35.4699897766,35.4699897766,0.504180110732
98,35.4699897766,35.4699897766,0.504180110732
99,34.322479248,34.322479248,0.48141807698
100,34.322479248,34.322479248,0.48141807698
101,35.4699897766,35.4699897766,0.504180110732
102,35.4699897766,35.4699897766,0.504180110732
103,35.4699897766,35.4699897766,0.504180110732
104,35.4699897766,35.4699897766,0.504180110732
105,35.4699897766,35.4699897766,0.504180110732
106,35.4699897766,35.4699897766,0.504180110732
107,35.4699897766,35.4699897766,0.504180110732
108,35.4699897766,35.4699897766,0.504180110732
109,35.4699897766,35.4699897766,0.504180110732
110,35.4699897766,35.4699897766,0.504180110732
111,35.4699897766,35.4699897766,0.504180110732
112,35.4699897766,35.4699897766,0.504180110732
113,34.322479248,34.322479248,0.48141807698
114,35.4699897766,35.4699897766,0.504180110732
115,35.4699897766,35.4699897766,0.504180110732
116,34.322479248,34.322479248,0.48141807698
117,35.4699897766,35.4699897766,0.504180110732
118,35.4699897766,35.4699897766,0.504180110732
