,Fluvial Flood - 20 year return period _mean,rawmean,normed
0,0.0050431338223544033,17.8442382812,0.00050431338223544029
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,30.2727272727,0.0
4,0.0,0.0,0.0
5,0.0,128.076923077,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0081029014634381377,4.90512204638,0.00081029014634381377
9,0.033850697637761683,9.63929455097,0.0033850697637761683
10,0.074135780334472656,0.0741357803345,0.0074135780334472655
11,0.0,0.0,0.0
12,0.0,52.5789473684,0.0
13,0.049113008109006012,43.4817611031,0.0049113008109006014
14,0.039707324334553311,0.0397073243346,0.0039707324334553309
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,71.3571428571,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0079882144927978516,149.856787109,0.00079882144927978516
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.23591602870396206,0.235916028704,0.023591602870396206
40,0.0,0.0,0.0
41,0.049373183931623189,0.0493731839316,0.0049373183931623191
42,0.0,0.0,0.0
43,0.18824138780579949,14.5596335432,0.018824138780579949
44,0.0,0.0,0.0
45,0.0,38.4230769231,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.009280079397661933,0.00928007939766,0.00092800793976619326
49,0.0,0.0,0.0
50,0.0,111.0,0.0
51,0.0,0.0,0.0
52,0.14901559012276785,0.149015590123,0.014901559012276785
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.021064929167429605,0.0210649271806,0.0021064929167429604
64,0.00064824931323528292,0.000648249313235,6.4824931323528295e-05
65,0.0,499.5,0.0
66,0.00020900417584925889,47.5716262091,2.090041758492589e-05
67,0.0,210.315789474,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,333.0,0.0
71,0.0,0.0,0.0
72,0.000492989046809574,0.00049298904681,4.92989046809574e-05
73,0.22039310555709035,0.220393105557,0.022039310555709034
74,0.0,0.0,0.0
75,0.0,0.0,0.0
76,0.0,0.0,0.0
77,0.0,0.0,0.0
78,0.0,0.0,0.0
79,0.0,199.8,0.0
80,0.0,199.8,0.0
81,0.0,0.0,0.0
82,0.0,0.0,0.0
83,0.0,0.0,0.0
84,0.0,499.5,0.0
85,0.0,249.75,0.0
86,0.0,0.0,0.0
87,0.0,0.0,0.0
88,0.1594273362840925,0.159427336284,0.015942733628409249
89,0.0,0.0,0.0
90,0.0,599.4,0.0
91,0.0,333.0,0.0
92,0.0,0.0,0.0
93,0.0,0.0,0.0
94,0.0,0.0,0.0
95,0.0,0.0,0.0
96,0.0,0.0,0.0
97,0.015163964845917442,0.0151639648459,0.0015163964845917443
98,0.14174437522888184,111.125996908,0.014174437522888184
99,0.0,0.0,0.0
100,0.0,0.0,0.0
101,0.0,599.4,0.0
102,0.0,0.0,0.0
103,0.0006964320147579366,0.000696432014758,6.964320147579366e-05
104,0.0,0.0,0.0
105,0.0,333.0,0.0
106,--,999.0,--
107,0.0,157.736842105,0.0
108,0.39685350656509399,0.396853506565,0.039685350656509397
109,0.40687672297159833,0.406876722972,0.040687672297159833
110,0.17389072974522909,0.173890729745,0.017389072974522909
111,0.0,0.0,0.0
112,0.10860800743103027,0.108608007431,0.010860800743103027
113,0.0,0.0,0.0
114,0.070276116331418351,0.0702761163314,0.0070276116331418354
115,0.12131326198577881,0.121313261986,0.012131326198577881
116,0.0,0.0,0.0
117,0.031499039381742477,0.0314990393817,0.0031499039381742478
118,0.0078747598454356194,0.00787475984544,0.00078747598454356196
119,0.0074857096461688772,0.00748570964617,0.00074857096461688772
120,0.0,0.0,0.0
121,0.0,181.636363636,0.0
122,0.0023687199617807683,0.00236871996178,0.00023687199617807684
123,0.0,0.0,0.0
124,0.0,0.0,0.0
125,0.0,0.0,0.0
126,0.0,0.0,0.0
127,0.0,0.0,0.0
128,0.0,0.0,0.0
129,0.0,0.0,0.0
130,0.0,0.0,0.0
131,0.0,0.0,0.0
132,0.0,0.0,0.0
133,0.0,0.0,0.0
134,0.011964199798447745,0.0119641997984,0.0011964199798447745
135,0.0,0.0,0.0
136,0.0,0.0,0.0
137,0.0,0.0,0.0
138,0.0,0.0,0.0
139,0.0,0.0,0.0
140,0.0,0.0,0.0
141,0.0,0.0,0.0
142,0.0,0.0,0.0
143,0.0,0.0,0.0
144,0.0,0.0,0.0
145,0.0,0.0,0.0
146,0.0,0.0,0.0
147,0.0,0.0,0.0
148,0.0,0.0,0.0
149,0.0032539821695536375,0.00325398216955,0.00032539821695536374
150,0.0,0.0,0.0
151,0.0,0.0,0.0
152,0.0,0.0,0.0
153,0.0,0.0,0.0
154,0.048263030392783027,0.0482630303928,0.0048263030392783025
155,0.0,0.0,0.0
156,0.0,0.0,0.0
157,0.42110903603690009,239.211722996,0.042110903603690006
158,0.00094604453382392728,0.000946044533824,9.4604453382392723e-05
159,0.014484712854027748,0.014484712854,0.0014484712854027748
160,0.020825919177797105,0.0208259191778,0.0020825919177797107
161,0.54012274742126465,0.540122747421,0.054012274742126463
162,0.0,0.0,0.0
163,0.053980384554181783,0.0539803845542,0.005398038455418178
164,0.53092146653395433,0.530921466534,0.053092146653395435
165,0.089019790291786194,0.0890197902918,0.0089019790291786187
166,0.11657600849866867,0.116576008499,0.011657600849866867
167,0.33801368872324628,0.338013688723,0.033801368872324628
168,0.081017874181270599,0.0810178741813,0.0081017874181270599
169,0.031168604890505474,0.0311686048905,0.0031168604890505474
170,0.18930521011352539,0.189305210114,0.018930521011352539
171,0.036490708589553833,0.0364907085896,0.0036490708589553833
172,0.2773071050643921,0.277307105064,0.027730710506439209
173,0.32367643713951111,0.32367643714,0.032367643713951108
174,0.47864856038774761,0.478648560388,0.047864856038774758
175,0.042898084436144145,0.0428980844361,0.0042898084436144143
176,0.15928587317466736,0.159285873175,0.015928587317466734
177,0.1036276552412245,0.103627655241,0.01036276552412245
178,0.026515850654015176,0.026515850654,0.0026515850654015177
179,0.62223209034312854,64.3484717836,0.062223209034312853
180,0.0028181892718761731,10.1141253637,0.0002818189271876173
181,0.0032068851093451181,0.00320688510935,0.00032068851093451178
182,0.05733396742078993,42.5655335771,0.0057333967420789929
183,0.0062676659136107473,0.00626766591361,0.00062676659136107476
184,0.091118567330496655,78.9523476049,0.0091118567330496659
185,0.44999277591705322,0.449992775917,0.044999277591705321
186,0.0,0.0,0.0
187,0.0,0.0,0.0
188,0.051255996028582253,0.0512559960286,0.0051255996028582249
189,0.37374087174733478,0.373740871747,0.037374087174733478
190,0.36649243584994612,17.2924846067,0.036649243584994613
191,0.13847527503967286,0.13847527504,0.013847527503967286
192,0.033515802025794982,0.0335158020258,0.0033515802025794982
193,0.090874590192522323,0.0908745901925,0.0090874590192522326
194,0.022932596066418814,0.0229325960664,0.0022932596066418814
195,0.035803897040230889,0.0358038970402,0.0035803897040230888
196,0.22419896125793456,0.224198961258,0.022419896125793457
197,0.037938338518142697,0.0379383385181,0.0037938338518142697
198,0.32342809438705444,0.323428094387,0.032342809438705447
199,0.0,0.0,0.0
200,0.0,90.8181818182,0.0
201,0.0,0.0,0.0
202,0.0,0.0,0.0
203,0.45763591619638294,0.457635916196,0.045763591619638291
204,0.0,0.0,0.0
205,0.035946592040683914,41.6594492594,0.0035946592040683916
206,0.0039775079737106962,0.00397750797371,0.00039775079737106961
207,0.0,0.0,0.0
208,0.10312198003133138,0.103121980031,0.010312198003133138
209,0.0,0.0,0.0
210,0.0,0.0,0.0
211,0.077275332282571232,0.0772753416323,0.0077275332282571232
212,0.054442103092487044,0.0544421030925,0.0054442103092487044
213,0.0,0.0,0.0
214,0.019016453996300697,0.0190164539963,0.0019016453996300697
215,0.33094662633435479,0.330946626334,0.033094662633435482
216,0.00049083333077101874,33.3004740397,4.9083333077101874e-05
217,0.0,0.0,0.0
218,0.0,0.0,0.0
219,0.074317288398742673,24.4383574695,0.0074317288398742676
220,0.0,0.0,0.0
221,0.0,0.0,0.0
222,0.0,0.0,0.0
223,0.0016637919470667839,0.00166379194707,0.00016637919470667838
224,0.10886065165201823,20.1870742875,0.010886065165201823
225,0.0,0.0,0.0
226,0.014406760533650717,0.0144067605337,0.0014406760533650716
227,0.013804741203784943,0.0138047412038,0.0013804741203784943
228,0.022312055031458538,0.0223120550315,0.002231205503145854
229,0.0070110900948445005,0.00701109009484,0.00070110900948445001
230,0.025765879079699516,0.0257658790797,0.0025765879079699518
231,0.022514910860495133,0.0225149108605,0.0022514910860495134
