,Typhoon - 200 year return period _mean,rawmean,normed
138,37.2202110291,37.2202110291,0.490484177287
139,37.1040840149,37.1040840149,0.488375073388
140,37.2202110291,37.2202110291,0.490484177287
141,37.2202110291,37.2202110291,0.490484177287
142,37.2202110291,37.2202110291,0.490484177287
143,37.2202110291,37.2202110291,0.490484177287
144,37.2202110291,37.2202110291,0.490484177287
145,37.2202110291,37.2202110291,0.490484177287
146,37.2202110291,37.2202110291,0.490484177287
147,37.1040840149,37.1040840149,0.488375073388
148,37.1040840149,37.1040840149,0.488375073388
149,37.1040840149,37.1040840149,0.488375073388
150,37.2202110291,37.2202110291,0.490484177287
151,37.2202110291,37.2202110291,0.490484177287
152,37.2202110291,37.2202110291,0.490484177287
153,37.2202110291,37.2202110291,0.490484177287
154,37.2202110291,37.2202110291,0.490484177287
155,37.2202110291,37.2202110291,0.490484177287
156,37.1040840149,37.1040840149,0.488375073388
157,37.1040840149,37.1040840149,0.488375073388
158,37.1040840149,37.1040840149,0.488375073388
159,37.2202110291,37.2202110291,0.490484177287
160,37.2202110291,37.2202110291,0.490484177287
161,37.162147522,37.162147522,0.489429625337
162,37.1040840149,37.1040840149,0.488375073388
163,37.2202110291,37.2202110291,0.490484177287
164,37.1040840149,37.1040840149,0.488375073388
165,37.2202110291,37.2202110291,0.490484177287
166,37.2202110291,37.2202110291,0.490484177287
167,37.2202110291,37.2202110291,0.490484177287
168,37.2202110291,37.2202110291,0.490484177287
169,37.2202110291,37.2202110291,0.490484177287
170,37.2202110291,37.2202110291,0.490484177287
171,37.2202110291,37.2202110291,0.490484177287
172,37.2202110291,37.2202110291,0.490484177287
173,37.2202110291,37.2202110291,0.490484177287
174,37.2202110291,37.2202110291,0.490484177287
175,37.2202110291,37.2202110291,0.490484177287
176,37.2202110291,37.2202110291,0.490484177287
177,37.2202110291,37.2202110291,0.490484177287
178,37.2202110291,37.2202110291,0.490484177287
179,37.162147522,37.162147522,0.489429625337
180,40.7335001628,40.7335001628,0.554292687853
181,37.2202110291,37.2202110291,0.490484177287
182,37.1040840149,37.1040840149,0.488375073388
183,37.1040840149,37.1040840149,0.488375073388
184,37.1040840149,37.1040840149,0.488375073388
185,37.1040840149,37.1040840149,0.488375073388
186,37.2202110291,37.2202110291,0.490484177287
187,37.2202110291,37.2202110291,0.490484177287
188,37.2202110291,37.2202110291,0.490484177287
189,37.1040840149,37.1040840149,0.488375073388
190,38.0872573853,38.0872573853,0.506231511046
191,37.162147522,37.162147522,0.489429625337
192,37.1040840149,37.1040840149,0.488375073388
193,37.1040840149,37.1040840149,0.488375073388
194,37.1040840149,37.1040840149,0.488375073388
195,37.1040840149,37.1040840149,0.488375073388
196,37.1040840149,37.1040840149,0.488375073388
197,37.1040840149,37.1040840149,0.488375073388
198,38.0752067566,38.0752067566,0.506012647002
199,37.1040840149,37.1040840149,0.488375073388
200,38.0752067566,38.0752067566,0.506012647002
201,38.0752067566,38.0752067566,0.506012647002
202,37.1040840149,37.1040840149,0.488375073388
203,39.0463294983,39.0463294983,0.523650220617
204,39.0463294983,39.0463294983,0.523650220617
205,39.0463294983,39.0463294983,0.523650220617
206,39.0463294983,39.0463294983,0.523650220617
207,39.0463294983,39.0463294983,0.523650220617
208,39.0463294983,39.0463294983,0.523650220617
209,39.0463294983,39.0463294983,0.523650220617
210,39.0463294983,39.0463294983,0.523650220617
211,39.0463294983,39.0463294983,0.523650220617
212,39.0463294983,39.0463294983,0.523650220617
213,39.0463294983,39.0463294983,0.523650220617
214,39.0463294983,39.0463294983,0.523650220617
215,39.0463294983,39.0463294983,0.523650220617
216,39.0463294983,39.0463294983,0.523650220617
217,39.0463294983,39.0463294983,0.523650220617
218,39.0463294983,39.0463294983,0.523650220617
219,39.0463294983,39.0463294983,0.523650220617
220,39.0463294983,39.0463294983,0.523650220617
221,39.0463294983,39.0463294983,0.523650220617
222,39.0463294983,39.0463294983,0.523650220617
223,39.0463294983,39.0463294983,0.523650220617
224,39.6739934285,39.6739934285,0.53504988031
225,39.0123710632,39.0123710632,0.523033466037
226,39.0463294983,39.0463294983,0.523650220617
227,39.0463294983,39.0463294983,0.523650220617
228,39.0463294983,39.0463294983,0.523650220617
229,39.0463294983,39.0463294983,0.523650220617
230,39.0463294983,39.0463294983,0.523650220617
231,39.0463294983,39.0463294983,0.523650220617
232,39.0463294983,39.0463294983,0.523650220617
233,39.0463294983,39.0463294983,0.523650220617
234,39.0463294983,39.0463294983,0.523650220617
235,39.0463294983,39.0463294983,0.523650220617
236,39.0123710632,39.0123710632,0.523033466037
237,39.0463294983,39.0463294983,0.523650220617
238,39.0463294983,39.0463294983,0.523650220617
239,39.0463294983,39.0463294983,0.523650220617
240,39.0463294983,39.0463294983,0.523650220617
241,39.0463294983,39.0463294983,0.523650220617
242,39.0463294983,39.0463294983,0.523650220617
243,39.0463294983,39.0463294983,0.523650220617
244,39.0463294983,39.0463294983,0.523650220617
245,39.0463294983,39.0463294983,0.523650220617
246,39.0463294983,39.0463294983,0.523650220617
247,39.0463294983,39.0463294983,0.523650220617
248,39.0463294983,39.0463294983,0.523650220617
249,39.0463294983,39.0463294983,0.523650220617
250,39.0463294983,39.0463294983,0.523650220617
251,39.0463294983,39.0463294983,0.523650220617
252,39.0463294983,39.0463294983,0.523650220617
253,39.0463294983,39.0463294983,0.523650220617
254,39.0463294983,39.0463294983,0.523650220617
255,39.0463294983,39.0463294983,0.523650220617
256,39.0463294983,39.0463294983,0.523650220617
257,39.0463294983,39.0463294983,0.523650220617
258,39.0463294983,39.0463294983,0.523650220617
259,39.0463294983,39.0463294983,0.523650220617
260,39.0463294983,39.0463294983,0.523650220617
261,39.0463294983,39.0463294983,0.523650220617
262,39.9791717529,39.9791717529,0.540592542355
263,39.0463294983,39.0463294983,0.523650220617
264,39.0463294983,39.0463294983,0.523650220617
265,39.0463294983,39.0463294983,0.523650220617
266,39.0463294983,39.0463294983,0.523650220617
267,39.0463294983,39.0463294983,0.523650220617
268,39.9791717529,39.9791717529,0.540592542355
269,39.0463294983,39.0463294983,0.523650220617
270,39.9791717529,39.9791717529,0.540592542355
271,40.9120140076,40.9120140076,0.557534864093
272,40.9120140076,40.9120140076,0.557534864093
273,40.9120140076,40.9120140076,0.557534864093
274,41.16979599,41.16979599,0.562216711707
275,41.16979599,41.16979599,0.562216711707
276,44.0895568848,44.0895568848,0.615245536497
