,Extreme Heat - 20 year return period _mean,rawmean,normed
265,33.7409973145,33.7409973145,0.942867818717
266,33.6349983215,33.6349983215,0.934825406694
267,33.6349983215,33.6349983215,0.934825406694
268,33.6349983215,33.6349983215,0.934825406694
269,33.6349983215,33.6349983215,0.934825406694
270,33.6349983215,33.6349983215,0.934825406694
271,33.6349983215,33.6349983215,0.934825406694
272,33.6349983215,33.6349983215,0.934825406694
273,33.6349983215,33.6349983215,0.934825406694
274,33.6780014038,33.6780014038,0.938088159446
275,33.6780014038,33.6780014038,0.938088159446
276,33.5611999512,33.5611999512,0.929226137448
