,lines,shapely,length,start,end
2713,"LINESTRING (105.4667377881391 20.36105598348111, 105.4667232231863 20.36102879528173)","LINESTRING (105.4667377881391 20.36105598348111, 105.4667232231863 20.36102879528173)",3.3710478734,POINT (105.4667377881391 20.36105598348111),POINT (105.4667232231863 20.36102879528173)
2715,"LINESTRING (105.4719109928238 20.36089518381045, 105.4719108377754 20.36084320866278)","LINESTRING (105.4719109928238 20.36089518381045, 105.4719108377754 20.36084320866278)",5.75200119568,POINT (105.4719109928238 20.36089518381045),POINT (105.4719108377754 20.36084320866278)
2717,"LINESTRING (105.4725765570999 20.36052109588104, 105.4726074393503 20.36054766596246)","LINESTRING (105.4725765570999 20.36052109588104, 105.4726074393503 20.36054766596246)",4.36288829727,POINT (105.4725765570999 20.36052109588104),POINT (105.4726074393503 20.36054766596246)
2719,"LINESTRING (105.4729665359934 20.35984439421012, 105.4729450324532 20.35982386549694)","LINESTRING (105.4729665359934 20.35984439421012, 105.4729450324532 20.35982386549694)",3.19346946924,POINT (105.4729665359934 20.35984439421012),POINT (105.4729450324532 20.35982386549694)
2721,"LINESTRING (105.4731214226374 20.35965011908081, 105.4731397948491 20.35967941997104)","LINESTRING (105.4731214226374 20.35965011908081, 105.4731397948491 20.35967941997104)",3.76717874139,POINT (105.4731214226374 20.35965011908081),POINT (105.4731397948491 20.35967941997104)
2723,"LINESTRING (105.4770573654537 20.35942239837255, 105.4770554932621 20.35940606120292)","LINESTRING (105.4770573654537 20.35942239837255, 105.4770554932621 20.35940606120292)",1.81852866281,POINT (105.4770573654537 20.35942239837255),POINT (105.4770554932621 20.35940606120292)
2725,"LINESTRING (105.4778691952138 20.35940061983, 105.47787640252 20.35941208332903, 105.477888054624 20.35943596083088, 105.4779003871383 20.35945514851582)","LINESTRING (105.4778691952138 20.35940061983, 105.47787640252 20.35941208332903, 105.477888054624 20.35943596083088, 105.4779003871383 20.35945514851582)",6.86687155068,POINT (105.4778691952138 20.35940061983),POINT (105.4779003871383 20.35945514851582)
2727,"LINESTRING (105.4789856321196 20.35818097899794, 105.4789887101179 20.35818651393472)","LINESTRING (105.4789856321196 20.35818097899794, 105.4789887101179 20.35818651393472)",0.691669617216,POINT (105.4789856321196 20.35818097899794),POINT (105.4789887101179 20.35818651393472)
2729,"LINESTRING (105.4808828873782 20.35799576675646, 105.4808713485337 20.35797615767505, 105.4808663168276 20.35796476482624)","LINESTRING (105.4808828873782 20.35799576675646, 105.4808713485337 20.35797615767505, 105.4808663168276 20.35796476482624)",3.84769142681,POINT (105.4808828873782 20.35799576675646),POINT (105.4808663168276 20.35796476482624)
2731,"LINESTRING (105.4818962162423 20.35663733370774, 105.4819054422167 20.35665851487781, 105.4819086136365 20.35666402601348)","LINESTRING (105.4818962162423 20.35663733370774, 105.4819054422167 20.35665851487781, 105.4819086136365 20.35666402601348)",3.22808732667,POINT (105.4818962162423 20.35663733370774),POINT (105.4819086136365 20.35666402601348)
2733,"LINESTRING (105.4829172561 20.35630839883793, 105.4828995333619 20.35629529096417, 105.4828814892872 20.35628497325986)","LINESTRING (105.4829172561 20.35630839883793, 105.4828995333619 20.35629529096417, 105.4828814892872 20.35628497325986)",4.55310726918,POINT (105.4829172561 20.35630839883793),POINT (105.4828814892872 20.35628497325986)
2735,"LINESTRING (105.4833445626493 20.35517068421317, 105.4833228275161 20.35515090386998)","LINESTRING (105.4833445626493 20.35517068421317, 105.4833228275161 20.35515090386998)",3.15249125214,POINT (105.4833445626493 20.35517068421317),POINT (105.4833228275161 20.35515090386998)
2737,"LINESTRING (105.4870703441187 20.35312848316355, 105.4870676523997 20.3531249437135)","LINESTRING (105.4870703441187 20.35312848316355, 105.4870676523997 20.3531249437135)",0.482038577319,POINT (105.4870703441187 20.35312848316355),POINT (105.4870676523997 20.3531249437135)
2739,"LINESTRING (105.4873503288565 20.35279941721872, 105.4873205805306 20.35278502039357)","LINESTRING (105.4873503288565 20.35279941721872, 105.4873205805306 20.35278502039357)",3.48986293438,POINT (105.4873503288565 20.35279941721872),POINT (105.4873205805306 20.35278502039357)
2741,"LINESTRING (105.4874733171311 20.35219687453622, 105.4875147833785 20.35222216236102)","LINESTRING (105.4874733171311 20.35219687453622, 105.4875147833785 20.35222216236102)",5.1539733793,POINT (105.4874733171311 20.35219687453622),POINT (105.4875147833785 20.35222216236102)
2743,"LINESTRING (105.48775771496 20.35196018398245, 105.4877652264578 20.35197345094727)","LINESTRING (105.48775771496 20.35196018398245, 105.4877652264578 20.35197345094727)",1.66443957156,POINT (105.48775771496 20.35196018398245),POINT (105.4877652264578 20.35197345094727)
2745,"LINESTRING (105.4894578070656 20.35130367552314, 105.4894451624273 20.3512911979049)","LINESTRING (105.4894578070656 20.35130367552314, 105.4894451624273 20.3512911979049)",1.91013775319,POINT (105.4894578070656 20.35130367552314),POINT (105.4894451624273 20.3512911979049)
2747,"LINESTRING (105.4894562885864 20.34976282086047, 105.4894798340257 20.34976198021945)","LINESTRING (105.4894562885864 20.34976282086047, 105.4894798340257 20.34976198021945)",2.45932987574,POINT (105.4894562885864 20.34976282086047),POINT (105.4894798340257 20.34976198021945)
2749,"LINESTRING (105.4896629773334 20.34915814172521, 105.4896872456972 20.34917595766525)","LINESTRING (105.4896629773334 20.34915814172521, 105.4896872456972 20.34917595766525)",3.20993548368,POINT (105.4896629773334 20.34915814172521),POINT (105.4896872456972 20.34917595766525)
2751,"LINESTRING (105.4900156870214 20.34885661941692, 105.4900245683991 20.34887067261457)","LINESTRING (105.4900156870214 20.34885661941692, 105.4900245683991 20.34887067261457)",1.81055392512,POINT (105.4900156870214 20.34885661941692),POINT (105.4900245683991 20.34887067261457)
2754,"LINESTRING (105.4903985315713 20.34869953972206, 105.490398498098 20.34872242397323, 105.4903984540808 20.34872281190148, 105.4903984256882 20.34874056279632)","LINESTRING (105.4903985315713 20.34869953972206, 105.490398498098 20.34872242397323, 105.4903984540808 20.34872281190148, 105.4903984256882 20.34874056279632)",4.54019026355,POINT (105.4903985315713 20.34869953972206),POINT (105.4903984256882 20.34874056279632)
2755,"LINESTRING (105.4912860207335 20.34897607600282, 105.4912847765461 20.34895216106675)","LINESTRING (105.4912860207335 20.34897607600282, 105.4912847765461 20.34895216106675)",2.64980202516,POINT (105.4912860207335 20.34897607600282),POINT (105.4912847765461 20.34895216106675)
2757,"LINESTRING (105.5020275336018 20.34237226756805, 105.5020507935281 20.34242694239465)","LINESTRING (105.5020275336018 20.34237226756805, 105.5020507935281 20.34242694239465)",6.51968593709,POINT (105.5020275336018 20.34237226756805),POINT (105.5020507935281 20.34242694239465)
2759,"LINESTRING (105.50345107569 20.34227595324288, 105.5034526860756 20.34228194192883, 105.5034712355048 20.34233054615054)","LINESTRING (105.50345107569 20.34227595324288, 105.5034526860756 20.34228194192883, 105.5034712355048 20.34233054615054)",6.40054428773,POINT (105.50345107569 20.34227595324288),POINT (105.5034712355048 20.34233054615054)
2761,"LINESTRING (105.5053013567968 20.33950943239912, 105.5053031165924 20.33951039337218)","LINESTRING (105.5053013567968 20.33950943239912, 105.5053031165924 20.33951039337218)",0.212256827819,POINT (105.5053013567968 20.33950943239912),POINT (105.5053031165924 20.33951039337218)
2763,"LINESTRING (105.5064964318483 20.33829485446769, 105.50647472816 20.33827428006168)","LINESTRING (105.5064964318483 20.33829485446769, 105.50647472816 20.33827428006168)",3.21199902963,POINT (105.5064964318483 20.33829485446769),POINT (105.50647472816 20.33827428006168)
2765,"LINESTRING (105.5083165976511 20.33755471965974, 105.5083125287008 20.3375503846055)","LINESTRING (105.5083165976511 20.33755471965974, 105.5083125287008 20.3375503846055)",0.640750208538,POINT (105.5083165976511 20.33755471965974),POINT (105.5083125287008 20.3375503846055)
2767,"LINESTRING (105.5107289398419 20.33554008888368, 105.5107295893959 20.33554133202745, 105.5107445783098 20.33558119425871)","LINESTRING (105.5107289398419 20.33554008888368, 105.5107295893959 20.33554133202745, 105.5107445783098 20.33558119425871)",4.83410242657,POINT (105.5107289398419 20.33554008888368),POINT (105.5107445783098 20.33558119425871)
2769,"LINESTRING (105.5112708021298 20.26084955825228, 105.5112772137831 20.26085168521469)","LINESTRING (105.5112708021298 20.26084955825228, 105.5112772137831 20.26085168521469)",0.709771817263,POINT (105.5112708021298 20.26084955825228),POINT (105.5112772137831 20.26085168521469)
2770,"LINESTRING (105.5112772099843 20.26085165503964, 105.5112715063491 20.26084553811144)","LINESTRING (105.5112772099843 20.26085165503964, 105.5112715063491 20.26084553811144)",0.901701406579,POINT (105.5112772099843 20.26085165503964),POINT (105.5112715063491 20.26084553811144)
2771,"LINESTRING (105.5112772233847 20.26085170958662, 105.5112740718719 20.26085228217402)","LINESTRING (105.5112772233847 20.26085170958662, 105.5112740718719 20.26085228217402)",0.335174284861,POINT (105.5112772233847 20.26085170958662),POINT (105.5112740718719 20.26085228217402)
2772,"LINESTRING (105.5112760337099 20.26084693399584, 105.5112772202783 20.26085157301148)","LINESTRING (105.5112760337099 20.26084693399584, 105.5112772202783 20.26085157301148)",0.52813077808,POINT (105.5112760337099 20.26084693399584),POINT (105.5112772202783 20.26085157301148)
2776,"LINESTRING (105.5112772202783 20.26085157301148, 105.5112774460384 20.26085099946917, 105.5112775859214 20.26085045078196)","LINESTRING (105.5112772202783 20.26085157301148, 105.5112774460384 20.26085099946917, 105.5112775859214 20.26085045078196)",0.130164144372,POINT (105.5112772202783 20.26085157301148),POINT (105.5112775859214 20.26085045078196)
2778,"LINESTRING (105.5117481528539 20.26180842873415, 105.5117619927444 20.26180266458353)","LINESTRING (105.5117481528539 20.26180842873415, 105.5117619927444 20.26180266458353)",1.57987543082,POINT (105.5117481528539 20.26180842873415),POINT (105.5117619927444 20.26180266458353)
2780,"LINESTRING (105.5124865413685 20.33602297446154, 105.5124860785871 20.33602002326814)","LINESTRING (105.5124865413685 20.33602297446154, 105.5124860785871 20.33602002326814)",0.330156321211,POINT (105.5124865413685 20.33602297446154),POINT (105.5124860785871 20.33602002326814)
2782,"LINESTRING (105.513318738326 20.33579176286742, 105.5133153935503 20.33578415728621)","LINESTRING (105.513318738326 20.33579176286742, 105.5133153935503 20.33578415728621)",0.91123768656,POINT (105.513318738326 20.33579176286742),POINT (105.5133153935503 20.33578415728621)
2784,"LINESTRING (105.5135095484131 20.33574504111798, 105.5134919866646 20.33572125338605, 105.5134762889262 20.33570433845697, 105.5134713522057 20.33569776416515)","LINESTRING (105.5135095484131 20.33574504111798, 105.5134919866646 20.33572125338605, 105.5134762889262 20.33570433845697, 105.5134713522057 20.33569776416515)",6.58733131544,POINT (105.5135095484131 20.33574504111798),POINT (105.5134713522057 20.33569776416515)
2786,"LINESTRING (105.5140011328443 20.33482112816002, 105.5140054645466 20.33482548520166)","LINESTRING (105.5140011328443 20.33482112816002, 105.5140054645466 20.33482548520166)",0.661029442036,POINT (105.5140011328443 20.33482112816002),POINT (105.5140054645466 20.33482548520166)
2788,"LINESTRING (105.5142113871131 20.24603867369815, 105.514202887702 20.24603791687696)","LINESTRING (105.5142113871131 20.24603867369815, 105.514202887702 20.24603791687696)",0.891667264894,POINT (105.5142113871131 20.24603867369815),POINT (105.514202887702 20.24603791687696)
2789,"LINESTRING (105.5142114083217 20.2460386920761, 105.5142053672233 20.24604132654872)","LINESTRING (105.5142114083217 20.2460386920761, 105.5142053672233 20.24604132654872)",0.695067067936,POINT (105.5142114083217 20.2460386920761),POINT (105.5142053672233 20.24604132654872)
2790,"LINESTRING (105.5142113440739 20.24603861168554, 105.5142072113038 20.24603585146271)","LINESTRING (105.5142113440739 20.24603861168554, 105.5142072113038 20.24603585146271)",0.528800747792,POINT (105.5142113440739 20.24603861168554),POINT (105.5142072113038 20.24603585146271)
2791,"LINESTRING (105.5142114309631 20.2460387034056, 105.5142095730692 20.24604109958805)","LINESTRING (105.5142114309631 20.2460387034056, 105.5142095730692 20.24604109958805)",0.328594655262,POINT (105.5142114309631 20.2460387034056),POINT (105.5142095730692 20.24604109958805)
2792,"LINESTRING (105.5142107749932 20.24603737039235, 105.514211145719 20.24603807917458, 105.5142113440739 20.24603861168554)","LINESTRING (105.5142107749932 20.24603737039235, 105.514211145719 20.24603807917458, 105.5142113440739 20.24603861168554)",0.149942273821,POINT (105.5142107749932 20.24603737039235),POINT (105.5142113440739 20.24603861168554)
2797,"LINESTRING (105.5142496248143 20.33469942025719, 105.5142399897854 20.33465554170644)","LINESTRING (105.5142496248143 20.33469942025719, 105.5142399897854 20.33465554170644)",4.95902098029,POINT (105.5142496248143 20.33469942025719),POINT (105.5142399897854 20.33465554170644)
2799,"LINESTRING (105.5143262574848 20.24608587478109, 105.5143276430661 20.24607701483872)","LINESTRING (105.5143262574848 20.24608587478109, 105.5143276430661 20.24607701483872)",0.991125878657,POINT (105.5143262574848 20.24608587478109),POINT (105.5143276430661 20.24607701483872)
2801,"LINESTRING (105.5161083059642 20.33336216693446, 105.5160967728078 20.33332853654916)","LINESTRING (105.5161083059642 20.33336216693446, 105.5160967728078 20.33332853654916)",3.91168706645,POINT (105.5161083059642 20.33336216693446),POINT (105.5160967728078 20.33332853654916)
2803,"LINESTRING (105.5161941250846 20.33333202045752, 105.5161944016552 20.3333141885763)","LINESTRING (105.5161941250846 20.33333202045752, 105.5161944016552 20.3333141885763)",1.97363276461,POINT (105.5161941250846 20.33333202045752),POINT (105.5161944016552 20.3333141885763)
2805,"LINESTRING (105.5168197991016 20.33316903089203, 105.5168090540535 20.33314705187507)","LINESTRING (105.5168197991016 20.33316903089203, 105.5168090540535 20.33314705187507)",2.6785347579,POINT (105.5168197991016 20.33316903089203),POINT (105.5168090540535 20.33314705187507)
2807,"LINESTRING (105.5172311573553 20.33287043893758, 105.5172316940996 20.33287483729115, 105.5172340796049 20.33288468938383)","LINESTRING (105.5172311573553 20.33287043893758, 105.5172316940996 20.33287483729115, 105.5172340796049 20.33288468938383)",1.60835995967,POINT (105.5172311573553 20.33287043893758),POINT (105.5172340796049 20.33288468938383)
2809,"LINESTRING (105.5176114823363 20.33165058752461, 105.5176089126377 20.331644938841)","LINESTRING (105.5176114823363 20.33165058752461, 105.5176089126377 20.331644938841)",0.680252038633,POINT (105.5176114823363 20.33165058752461),POINT (105.5176089126377 20.331644938841)
2810,"LINESTRING (105.5176089345919 20.33165079534359, 105.5176112978678 20.33165054127279, 105.5176113152928 20.3316505415875)","LINESTRING (105.5176089345919 20.33165079534359, 105.5176112978678 20.33165054127279, 105.5176113152928 20.3316505415875)",0.250114531978,POINT (105.5176089345919 20.33165079534359),POINT (105.5176113152928 20.3316505415875)
2811,"LINESTRING (105.5176113152928 20.3316505415875, 105.5176093316433 20.33164905285418)","LINESTRING (105.5176113152928 20.3316505415875, 105.5176093316433 20.33164905285418)",0.264616956128,POINT (105.5176113152928 20.3316505415875),POINT (105.5176093316433 20.33164905285418)
2815,"LINESTRING (105.5176121781351 20.33164182781633, 105.5176115344817 20.33165061727739)","LINESTRING (105.5176121781351 20.33164182781633, 105.5176115344817 20.33165061727739)",0.975031336684,POINT (105.5176121781351 20.33164182781633),POINT (105.5176115344817 20.33165061727739)
2818,"LINESTRING (105.5179908124978 20.33287434072006, 105.5180096577338 20.33292013293182, 105.5180101319217 20.33292176055591, 105.5180251157779 20.33295793133602, 105.5180268021838 20.33296089204112)","LINESTRING (105.5179908124978 20.33287434072006, 105.5180096577338 20.33292013293182, 105.5180101319217 20.33292176055591, 105.5180251157779 20.33295793133602, 105.5180268021838 20.33296089204112)",10.2926099624,POINT (105.5179908124978 20.33287434072006),POINT (105.5180268021838 20.33296089204112)
2826,"LINESTRING (105.5213718228003 20.26646368425442, 105.5213783812401 20.26641543360081, 105.5213784909203 20.26640599739664)","LINESTRING (105.5213718228003 20.26646368425442, 105.5213783812401 20.26641543360081, 105.5213784909203 20.26640599739664)",6.42786376878,POINT (105.5213718228003 20.26646368425442),POINT (105.5213784909203 20.26640599739664)
2827,"LINESTRING (105.5215754984045 20.29670425168139, 105.5215761997182 20.29669549709327)","LINESTRING (105.5215754984045 20.29670425168139, 105.5215761997182 20.29669549709327)",0.971614135048,POINT (105.5215754984045 20.29670425168139),POINT (105.5215761997182 20.29669549709327)
2832,"LINESTRING (105.521882887041 20.26658157491817, 105.5218805032403 20.26658899455628, 105.5218690956411 20.26664921283585, 105.5218587940835 20.26668398880091)","LINESTRING (105.521882887041 20.26658157491817, 105.5218805032403 20.26658899455628, 105.5218690956411 20.26664921283585, 105.5218587940835 20.26668398880091)",11.6239678177,POINT (105.521882887041 20.26658157491817),POINT (105.5218587940835 20.26668398880091)
2834,"LINESTRING (105.5228927211788 20.29612313630877, 105.5228908839363 20.29612136147205, 105.5228761232747 20.29611024744552)","LINESTRING (105.5228927211788 20.29612313630877, 105.5228908839363 20.29612136147205, 105.5228761232747 20.29611024744552)",2.246374263,POINT (105.5228927211788 20.29612313630877),POINT (105.5228761232747 20.29611024744552)
2836,"LINESTRING (105.5231418503665 20.29577789909079, 105.5231438708225 20.29578054732505, 105.5231583263578 20.29580525205822)","LINESTRING (105.5231418503665 20.29577789909079, 105.5231438708225 20.29578054732505, 105.5231583263578 20.29580525205822)",3.48407659221,POINT (105.5231418503665 20.29577789909079),POINT (105.5231583263578 20.29580525205822)
2838,"LINESTRING (105.5231707687984 20.29580188295525, 105.5231741297594 20.29580755717372)","LINESTRING (105.5231707687984 20.29580188295525, 105.5231741297594 20.29580755717372)",0.719356749172,POINT (105.5231707687984 20.29580188295525),POINT (105.5231741297594 20.29580755717372)
2840,"LINESTRING (105.5232609962481 20.24878226884969, 105.5232603671095 20.24877129767888)","LINESTRING (105.5232609962481 20.24878226884969, 105.5232603671095 20.24877129767888)",1.21592569081,POINT (105.5232609962481 20.24878226884969),POINT (105.5232603671095 20.24877129767888)
2842,"LINESTRING (105.5235052892455 20.29549194957199, 105.5235214642749 20.295499893378)","LINESTRING (105.5235052892455 20.29549194957199, 105.5235214642749 20.295499893378)",1.90398477409,POINT (105.5235052892455 20.29549194957199),POINT (105.5235214642749 20.295499893378)
2843,"LINESTRING (105.52351743387 20.29551709886921, 105.5235208101829 20.2955189897581, 105.5235303853908 20.29552591076163)","LINESTRING (105.52351743387 20.29551709886921, 105.5235208101829 20.2955189897581, 105.5235303853908 20.29552591076163)",1.6694017924,POINT (105.52351743387 20.29551709886921),POINT (105.5235303853908 20.29552591076163)
2846,"LINESTRING (105.5235277032447 20.26721819162559, 105.5235275187482 20.2672188842244)","LINESTRING (105.5235277032447 20.26721819162559, 105.5235275187482 20.2672188842244)",0.0790326775646,POINT (105.5235277032447 20.26721819162559),POINT (105.5235275187482 20.2672188842244)
2848,"LINESTRING (105.5237408936611 20.26722773420449, 105.5237409208403 20.26722785237358, 105.5237493361958 20.26725145753919)","LINESTRING (105.5237408936611 20.26722773420449, 105.5237409208403 20.26722785237358, 105.5237493361958 20.26725145753919)",2.76956992247,POINT (105.5237408936611 20.26722773420449),POINT (105.5237493361958 20.26725145753919)
2850,"LINESTRING (105.5237919792792 20.36566062036098, 105.5238007029628 20.36566121597116)","LINESTRING (105.5237919792792 20.36566062036098, 105.5238007029628 20.36566121597116)",0.91283384978,POINT (105.5237919792792 20.36566062036098),POINT (105.5238007029628 20.36566121597116)
2851,"LINESTRING (105.523794923541 20.36566390458885, 105.5238007222945 20.36566123203576)","LINESTRING (105.523794923541 20.36566390458885, 105.5238007222945 20.36566123203576)",0.673596907647,POINT (105.523794923541 20.36566390458885),POINT (105.5238007222945 20.36566123203576)
2852,"LINESTRING (105.5237962847841 20.365658366299, 105.5238006639103 20.36566116211315)","LINESTRING (105.5237962847841 20.365658366299, 105.5238006639103 20.36566116211315)",0.551914667832,POINT (105.5237962847841 20.365658366299),POINT (105.5238006639103 20.36566116211315)
2853,"LINESTRING (105.5237990634285 20.36566350507682, 105.5238007441774 20.36566124242635)","LINESTRING (105.5237990634285 20.36566350507682, 105.5238007441774 20.36566124242635)",0.305731643044,POINT (105.5237990634285 20.36566350507682),POINT (105.5238007441774 20.36566124242635)
2854,"LINESTRING (105.5237999513179 20.36565973372251, 105.5238004766919 20.3656606896016, 105.5238006639103 20.36566116211315)","LINESTRING (105.5237999513179 20.36565973372251, 105.5238004766919 20.3656606896016, 105.5238006639103 20.36566116211315)",0.1749749273,POINT (105.5237999513179 20.36565973372251),POINT (105.5238006639103 20.36566116211315)
2859,"LINESTRING (105.5238389979342 20.29516680483718, 105.5238461962567 20.29518046869221)","LINESTRING (105.5238389979342 20.29516680483718, 105.5238461962567 20.29518046869221)",1.68863594139,POINT (105.5238389979342 20.29516680483718),POINT (105.5238461962567 20.29518046869221)
2861,"LINESTRING (105.523875480648 20.29517234392855, 105.5238847897276 20.29519366498713)","LINESTRING (105.523875480648 20.29517234392855, 105.5238847897276 20.29519366498713)",2.55191223256,POINT (105.523875480648 20.29517234392855),POINT (105.5238847897276 20.29519366498713)
2863,"LINESTRING (105.5239605833359 20.36560494935433, 105.5239605806467 20.36560499903449, 105.5239609378351 20.36561005781166, 105.5239633717353 20.36562255606748, 105.5239654094649 20.36564966105332)","LINESTRING (105.5239605833359 20.36560494935433, 105.5239605806467 20.36560499903449, 105.5239609378351 20.36561005781166, 105.5239633717353 20.36562255606748, 105.5239654094649 20.36564966105332)",4.98009279017,POINT (105.5239605833359 20.36560494935433),POINT (105.5239654094649 20.36564966105332)
2864,"LINESTRING (105.5241882213914 20.29483487003937, 105.5241979501348 20.29484149435412)","LINESTRING (105.5241882213914 20.29483487003937, 105.5241979501348 20.29484149435412)",1.25271575183,POINT (105.5241882213914 20.29483487003937),POINT (105.5241979501348 20.29484149435412)
2866,"LINESTRING (105.524312202339 20.32967861617689, 105.5243136269177 20.32967733409542, 105.5243450827511 20.32964120846286)","LINESTRING (105.524312202339 20.32967861617689, 105.5243136269177 20.32967733409542, 105.5243450827511 20.32964120846286)",5.37913844539,POINT (105.524312202339 20.32967861617689),POINT (105.5243450827511 20.32964120846286)
2868,"LINESTRING (105.5243701134877 20.29460307406133, 105.5243634671776 20.29459808904214)","LINESTRING (105.5243701134877 20.29460307406133, 105.5243634671776 20.29459808904214)",0.88652989383,POINT (105.5243701134877 20.29460307406133),POINT (105.5243634671776 20.29459808904214)
2869,"LINESTRING (105.5243672602441 20.29459680698194, 105.5243701134877 20.29460307406133)","LINESTRING (105.5243672602441 20.29459680698194, 105.5243701134877 20.29460307406133)",0.754840970773,POINT (105.5243672602441 20.29459680698194),POINT (105.5243701134877 20.29460307406133)
2873,"LINESTRING (105.5245718557713 20.2946592958729, 105.5245671278104 20.29466834185591)","LINESTRING (105.5245718557713 20.2946592958729, 105.5245671278104 20.29466834185591)",1.11619916754,POINT (105.5245718557713 20.2946592958729),POINT (105.5245671278104 20.29466834185591)
2874,"LINESTRING (105.5248266067021 20.32990733602006, 105.5248296853673 20.32987794206313)","LINESTRING (105.5248266067021 20.32990733602006, 105.5248296853673 20.32987794206313)",3.26881491577,POINT (105.5248266067021 20.32990733602006),POINT (105.5248296853673 20.32987794206313)
2876,"LINESTRING (105.5250556729304 20.32986385721983, 105.5250594904166 20.32987529222393, 105.525060910492 20.32987826622134)","LINESTRING (105.5250556729304 20.32986385721983, 105.5250594904166 20.32987529222393, 105.525060910492 20.32987826622134)",1.68772510357,POINT (105.5250556729304 20.32986385721983),POINT (105.525060910492 20.32987826622134)
2878,"LINESTRING (105.5275993367771 20.32646526778497, 105.5275925350039 20.32645998618851)","LINESTRING (105.5275993367771 20.32646526778497, 105.5275925350039 20.32645998618851)",0.919682691686,POINT (105.5275993367771 20.32646526778497),POINT (105.5275925350039 20.32645998618851)
2879,"LINESTRING (105.527599361238 20.32646521902492, 105.5275968078791 20.32645935244862)","LINESTRING (105.527599361238 20.32646521902492, 105.5275968078791 20.32645935244862)",0.701830634738,POINT (105.527599361238 20.32646521902492),POINT (105.5275968078791 20.32645935244862)
2883,"LINESTRING (105.5276051358901 20.32646385821402, 105.5275993686437 20.32646521049739)","LINESTRING (105.5276051358901 20.32646385821402, 105.5275993686437 20.32646521049739)",0.62037460916,POINT (105.5276051358901 20.32646385821402),POINT (105.5275993686437 20.32646521049739)
2884,"LINESTRING (105.5275994367127 20.32646507480585, 105.5275996772011 20.32646239573452)","LINESTRING (105.5275994367127 20.32646507480585, 105.5275996772011 20.32646239573452)",0.297549135917,POINT (105.5275994367127 20.32646507480585),POINT (105.5275996772011 20.32646239573452)
2885,"LINESTRING (105.5276010744592 20.32646359179933, 105.5275995005711 20.32646500129649, 105.5275994367127 20.32646507480585)","LINESTRING (105.5276010744592 20.32646359179933, 105.5275995005711 20.32646500129649, 105.5275994367127 20.32646507480585)",0.237071444574,POINT (105.5276010744592 20.32646359179933),POINT (105.5275994367127 20.32646507480585)
2886,"LINESTRING (105.5289526160996 20.28768771482521, 105.5289597938582 20.28768824286208)","LINESTRING (105.5289526160996 20.28768771482521, 105.5289597938582 20.28768824286208)",0.751760535461,POINT (105.5289526160996 20.28768771482521),POINT (105.5289597938582 20.28768824286208)
2887,"LINESTRING (105.5289597334585 20.28768813744032, 105.5289567448924 20.28768620719965)","LINESTRING (105.5289597334585 20.28768813744032, 105.5289567448924 20.28768620719965)",0.378170234888,POINT (105.5289597334585 20.28768813744032),POINT (105.5289567448924 20.28768620719965)
2888,"LINESTRING (105.5289597334585 20.28768813744032, 105.5289595775776 20.28768773759384, 105.528959330605 20.28768675566646)","LINESTRING (105.5289597334585 20.28768813744032, 105.5289595775776 20.28768773759384, 105.528959330605 20.28768675566646)",0.158834551431,POINT (105.5289597334585 20.28768813744032),POINT (105.528959330605 20.28768675566646)
2891,"LINESTRING (105.5289610564667 20.28768325564614, 105.5289597757595 20.28768819644727)","LINESTRING (105.5289610564667 20.28768325564614, 105.5289597757595 20.28768819644727)",0.562903163612,POINT (105.5289610564667 20.28768325564614),POINT (105.5289597757595 20.28768819644727)
2893,"LINESTRING (105.5290295804563 20.28790303244834, 105.529036699099 20.28789597251035, 105.5290620612415 20.28787637863687)","LINESTRING (105.5290295804563 20.28790303244834, 105.529036699099 20.28789597251035, 105.5290620612415 20.28787637863687)",4.50116083953,POINT (105.5290295804563 20.28790303244834),POINT (105.5290620612415 20.28787637863687)
2895,"LINESTRING (105.5291996524271 20.24710991221013, 105.5291975386015 20.2470995378652)","LINESTRING (105.5291996524271 20.24710991221013, 105.5291975386015 20.2470995378652)",1.16913561317,POINT (105.5291996524271 20.24710991221013),POINT (105.5291975386015 20.2470995378652)
2897,"LINESTRING (105.5292005288759 20.29644145542925, 105.5292004039092 20.29643512958789)","LINESTRING (105.5292005288759 20.29644145542925, 105.5292004039092 20.29643512958789)",0.700189194336,POINT (105.5292005288759 20.29644145542925),POINT (105.5292004039092 20.29643512958789)
2899,"LINESTRING (105.529232643436 20.28801935708378, 105.5292323916188 20.2880136078927, 105.5292335992401 20.28799877440939, 105.5292328392504 20.28797845039693, 105.5292333819392 20.28797109505517)","LINESTRING (105.529232643436 20.28801935708378, 105.5292323916188 20.2880136078927, 105.5292335992401 20.28799877440939, 105.5292328392504 20.28797845039693, 105.5292333819392 20.28797109505517)",5.34980095459,POINT (105.529232643436 20.28801935708378),POINT (105.5292333819392 20.28797109505517)
2901,"LINESTRING (105.5295036471425 20.29644792485521, 105.5294983757372 20.29643099659245)","LINESTRING (105.5295036471425 20.29644792485521, 105.5294983757372 20.29643099659245)",1.95259395096,POINT (105.5295036471425 20.29644792485521),POINT (105.5294983757372 20.29643099659245)
2903,"LINESTRING (105.530037125774 20.29406300711882, 105.5300367006802 20.29406274437619)","LINESTRING (105.530037125774 20.29406300711882, 105.5300367006802 20.29406274437619)",0.0530618460898,POINT (105.530037125774 20.29406300711882),POINT (105.5300367006802 20.29406274437619)
