,lines,shapely,length,start,end
0,"LINESTRING (105.4318760236127 20.33949460307411, 105.4318837048261 20.33949297917929)","LINESTRING (105.4318760236127 20.33949460307411, 105.4318837048261 20.33949297917929)",0.821672185512,POINT (105.4318760236127 20.33949460307411),POINT (105.4318837048261 20.33949297917929)
1,"LINESTRING (105.4318804409456 20.33949584182211, 105.4318836822289 20.33949306496162)","LINESTRING (105.4318804409456 20.33949584182211, 105.4318836822289 20.33949306496162)",0.457061637141,POINT (105.4318804409456 20.33949584182211),POINT (105.4318836822289 20.33949306496162)
2,"LINESTRING (105.4318835060083 20.33949384982677, 105.4318835175016 20.33949374717139, 105.4318836822289 20.33949306496162)","LINESTRING (105.4318835060083 20.33949384982677, 105.4318835175016 20.33949374717139, 105.4318836822289 20.33949306496162)",0.0888551349811,POINT (105.4318835060083 20.33949384982677),POINT (105.4318836822289 20.33949306496162)
4,"LINESTRING (105.4318836856902 20.33949305842712, 105.4318853622694 20.33949715416217)","LINESTRING (105.4318836856902 20.33949305842712, 105.4318853622694 20.33949715416217)",0.485874243706,POINT (105.4318836856902 20.33949305842712),POINT (105.4318853622694 20.33949715416217)
7,"LINESTRING (105.4319197631822 20.3393996833985, 105.4319308583723 20.33940417564368)","LINESTRING (105.4319197631822 20.3393996833985, 105.4319308583723 20.33940417564368)",1.26032975763,POINT (105.4319197631822 20.3393996833985),POINT (105.4319308583723 20.33940417564368)
9,"LINESTRING (105.4319611680522 20.33931957402045, 105.4319792527158 20.33933663857561, 105.4319872458107 20.33934607056483)","LINESTRING (105.4319611680522 20.33931957402045, 105.4319792527158 20.33933663857561, 105.4319872458107 20.33934607056483)",4.00645675015,POINT (105.4319611680522 20.33931957402045),POINT (105.4319872458107 20.33934607056483)
11,"LINESTRING (105.4329687685806 20.33896804810647, 105.4329681894801 20.33896460550563)","LINESTRING (105.4329687685806 20.33896804810647, 105.4329681894801 20.33896460550563)",0.385748110093,POINT (105.4329687685806 20.33896804810647),POINT (105.4329681894801 20.33896460550563)
13,"LINESTRING (105.4330592382036 20.33894342267848, 105.4330682116737 20.33896552750009, 105.4330769984675 20.33898139466706)","LINESTRING (105.4330592382036 20.33894342267848, 105.4330682116737 20.33896552750009, 105.4330769984675 20.33898139466706)",4.6005457559,POINT (105.4330592382036 20.33894342267848),POINT (105.4330769984675 20.33898139466706)
15,"LINESTRING (105.4347986223559 20.33679624084707, 105.434796771968 20.33679109476187)","LINESTRING (105.4347986223559 20.33679624084707, 105.434796771968 20.33679109476187)",0.60136480498,POINT (105.4347986223559 20.33679624084707),POINT (105.434796771968 20.33679109476187)
17,"LINESTRING (105.4352816716328 20.33650444844145, 105.4352820820831 20.33653055068279, 105.4352825683806 20.3365343645656)","LINESTRING (105.4352816716328 20.33650444844145, 105.4352820820831 20.33653055068279, 105.4352825683806 20.3365343645656)",3.31408871782,POINT (105.4352816716328 20.33650444844145),POINT (105.4352825683806 20.3365343645656)
20,"LINESTRING (105.4354629774266 20.33655739842362, 105.4354575711266 20.33656848373222)","LINESTRING (105.4354629774266 20.33655739842362, 105.4354575711266 20.33656848373222)",1.35035324982,POINT (105.4354629774266 20.33655739842362),POINT (105.4354575711266 20.33656848373222)
21,"LINESTRING (105.4355231746844 20.33661295990662, 105.4355131383114 20.33664131634287)","LINESTRING (105.4355231746844 20.33661295990662, 105.4355131383114 20.33664131634287)",3.30837669503,POINT (105.4355231746844 20.33661295990662),POINT (105.4355131383114 20.33664131634287)
24,"LINESTRING (105.4361046989518 20.33667832420848, 105.4360933760869 20.33669782109907)","LINESTRING (105.4361046989518 20.33667832420848, 105.4360933760869 20.33669782109907)",2.46017352943,POINT (105.4361046989518 20.33667832420848),POINT (105.4360933760869 20.33669782109907)
25,"LINESTRING (105.4365131548487 20.33775648477942, 105.4365238078273 20.33775467327293, 105.4365647967714 20.33775282197779)","LINESTRING (105.4365131548487 20.33775648477942, 105.4365238078273 20.33775467327293, 105.4365647967714 20.33775282197779)",5.41336722909,POINT (105.4365131548487 20.33775648477942),POINT (105.4365647967714 20.33775282197779)
28,"LINESTRING (105.4366383746849 20.33742614351034, 105.4366540101421 20.3374249146951, 105.4366718821672 20.337421414882, 105.4366774933532 20.33741958173215)","LINESTRING (105.4366383746849 20.33742614351034, 105.4366540101421 20.3374249146951, 105.4366718821672 20.337421414882, 105.4366774933532 20.33741958173215)",4.1629081419,POINT (105.4366383746849 20.33742614351034),POINT (105.4366774933532 20.33741958173215)
29,"LINESTRING (105.4366492002779 20.33796855273076, 105.436648797599 20.33796873465968)","LINESTRING (105.4366492002779 20.33796855273076, 105.436648797599 20.33796873465968)",0.046605935749,POINT (105.4366492002779 20.33796855273076),POINT (105.436648797599 20.33796873465968)
31,"LINESTRING (105.4376983014423 20.33939143060788, 105.437705353162 20.33938042595537, 105.437706399634 20.33937913667106)","LINESTRING (105.4376983014423 20.33939143060788, 105.437705353162 20.33938042595537, 105.437706399634 20.33937913667106)",1.6027074229,POINT (105.4376983014423 20.33939143060788),POINT (105.437706399634 20.33937913667106)
33,"LINESTRING (105.4392962385947 20.3391243890073, 105.4393112881817 20.33914494601855, 105.4393166246162 20.33915061600191)","LINESTRING (105.4392962385947 20.3391243890073, 105.4393112881817 20.33914494601855, 105.4393166246162 20.33915061600191)",3.60370830124,POINT (105.4392962385947 20.3391243890073),POINT (105.4393166246162 20.33915061600191)
35,"LINESTRING (105.4395437983673 20.3386601580838, 105.4395618336998 20.33866072697382)","LINESTRING (105.4395437983673 20.3386601580838, 105.4395618336998 20.33866072697382)",1.8836239905,POINT (105.4395437983673 20.3386601580838),POINT (105.4395618336998 20.33866072697382)
39,"LINESTRING (105.4470798766213 20.33505524559858, 105.4470822761438 20.33504820749167, 105.4470864785452 20.3350280214224, 105.4470875940494 20.335015717769, 105.4470914035909 20.33499699497623)","LINESTRING (105.4470798766213 20.33505524559858, 105.4470822761438 20.33504820749167, 105.4470864785452 20.3350280214224, 105.4470875940494 20.335015717769, 105.4470914035909 20.33499699497623)",6.57116235963,POINT (105.4470798766213 20.33505524559858),POINT (105.4470914035909 20.33499699497623)
41,"LINESTRING (105.4472686927361 20.33499221278581, 105.4472531773386 20.33497069978307, 105.4472528086219 20.33497004696653)","LINESTRING (105.4472686927361 20.33499221278581, 105.4472531773386 20.33497069978307, 105.4472528086219 20.33497004696653)",2.96129431197,POINT (105.4472686927361 20.33499221278581),POINT (105.4472528086219 20.33497004696653)
44,"LINESTRING (105.4509141820136 20.32843720129918, 105.4508907161415 20.32842525345012)","LINESTRING (105.4509141820136 20.32843720129918, 105.4508907161415 20.32842525345012)",2.78366481186,POINT (105.4509141820136 20.32843720129918),POINT (105.4508907161415 20.32842525345012)
47,"LINESTRING (105.4509357728579 20.32998184065466, 105.4509475294598 20.3299934859244)","LINESTRING (105.4509357728579 20.32998184065466, 105.4509475294598 20.3299934859244)",1.77961329711,POINT (105.4509357728579 20.32998184065466),POINT (105.4509475294598 20.3299934859244)
49,"LINESTRING (105.451016399751 20.32827386390379, 105.4510228593608 20.32827908264633)","LINESTRING (105.451016399751 20.32827386390379, 105.4510228593608 20.32827908264633)",0.88783893375,POINT (105.451016399751 20.32827386390379),POINT (105.4510228593608 20.32827908264633)
51,"LINESTRING (105.4512836111387 20.32913796985158, 105.4513085504632 20.32912339276303, 105.4513166070236 20.32911725967649)","LINESTRING (105.4512836111387 20.32913796985158, 105.4513085504632 20.32912339276303, 105.4513166070236 20.32911725967649)",4.14342337938,POINT (105.4512836111387 20.32913796985158),POINT (105.4513166070236 20.32911725967649)
52,"LINESTRING (105.4540733646129 20.32497779008542, 105.4540631385366 20.32496065597705)","LINESTRING (105.4540733646129 20.32497779008542, 105.4540631385366 20.32496065597705)",2.17602987549,POINT (105.4540733646129 20.32497779008542),POINT (105.4540631385366 20.32496065597705)
56,"LINESTRING (105.4602899106306 20.31928303123945, 105.4603072977646 20.31928935964095)","LINESTRING (105.4602899106306 20.31928303123945, 105.4603072977646 20.31928935964095)",1.94556526849,POINT (105.4602899106306 20.31928303123945),POINT (105.4603072977646 20.31928935964095)
58,"LINESTRING (105.4603852738731 20.31733372304445, 105.4603886038933 20.31733358532626, 105.4603912519623 20.31733314015754, 105.4604097455568 20.3173323525592, 105.4604221998561 20.31733327726614)","LINESTRING (105.4603852738731 20.31733372304445, 105.4603886038933 20.31733358532626, 105.4603912519623 20.31733314015754, 105.4604097455568 20.3173323525592, 105.4604221998561 20.31733327726614)",3.86563835474,POINT (105.4603852738731 20.31733372304445),POINT (105.4604221998561 20.31733327726614)
61,"LINESTRING (105.4604962832893 20.31751352387407, 105.4605012498348 20.31751255559054)","LINESTRING (105.4604962832893 20.31751352387407, 105.4605012498348 20.31751255559054)",0.529449166195,POINT (105.4604962832893 20.31751352387407),POINT (105.4605012498348 20.31751255559054)
62,"LINESTRING (105.4619501746286 20.31611530004923, 105.4619550533953 20.31612347242241)","LINESTRING (105.4619501746286 20.31611530004923, 105.4619550533953 20.31612347242241)",1.03797070084,POINT (105.4619501746286 20.31611530004923),POINT (105.4619550533953 20.31612347242241)
64,"LINESTRING (105.4622873285699 20.32028156808853, 105.4622867781659 20.32028060070944)","LINESTRING (105.4622873285699 20.32028156808853, 105.4622867781659 20.32028060070944)",0.121502350901,POINT (105.4622873285699 20.32028156808853),POINT (105.4622867781659 20.32028060070944)
65,"LINESTRING (105.4622872517532 20.32027681738834, 105.462287333368 20.32028154784801)","LINESTRING (105.4622872517532 20.32027681738834, 105.462287333368 20.32028154784801)",0.523576127501,POINT (105.4622872517532 20.32027681738834),POINT (105.462287333368 20.32028154784801)
68,"LINESTRING (105.4622911604771 20.32027424638845, 105.462287333368 20.32028154784801)","LINESTRING (105.4622911604771 20.32027424638845, 105.462287333368 20.32028154784801)",0.901410681159,POINT (105.4622911604771 20.32027424638845),POINT (105.462287333368 20.32028154784801)
70,"LINESTRING (105.4623581126913 20.32037115163868, 105.4623552024145 20.32036969435446)","LINESTRING (105.4623581126913 20.32037115163868, 105.4623552024145 20.32036969435446)",0.343969068968,POINT (105.4623581126913 20.32037115163868),POINT (105.4623552024145 20.32036969435446)
71,"LINESTRING (105.4623552024145 20.32036969435446, 105.4623555115138 20.32036964402559, 105.462356852368 20.32036924873818)","LINESTRING (105.4623552024145 20.32036969435446, 105.4623555115138 20.32036964402559, 105.462356852368 20.32036924873818)",0.17940034734,POINT (105.4623552024145 20.32036969435446),POINT (105.462356852368 20.32036924873818)
72,"LINESTRING (105.4628167753349 20.31273674478971, 105.4628248945503 20.31273789415593, 105.4628253663346 20.31273802239527, 105.4628530753677 20.31274195115841, 105.4629121980745 20.31274356317188)","LINESTRING (105.4628167753349 20.31273674478971, 105.4628248945503 20.31273789415593, 105.4628253663346 20.31273802239527, 105.4628530753677 20.31274195115841, 105.4629121980745 20.31274356317188)",10.0087065497,POINT (105.4628167753349 20.31273674478971),POINT (105.4629121980745 20.31274356317188)
73,"LINESTRING (105.4629160758201 20.31273493917662, 105.4628846213991 20.31269240139104, 105.4628791504313 20.31268296931253, 105.462867882584 20.31266787418954, 105.4628652048166 20.31266317288877)","LINESTRING (105.4629160758201 20.31273493917662, 105.4628846213991 20.31269240139104, 105.4628791504313 20.31268296931253, 105.462867882584 20.31266787418954, 105.4628652048166 20.31266317288877)",9.56339867208,POINT (105.4629160758201 20.31273493917662),POINT (105.4628652048166 20.31266317288877)
76,"LINESTRING (105.4659668727551 20.31139826922741, 105.4659783595706 20.3114213652308, 105.4659826025183 20.31142785039538, 105.4659845841076 20.31143180350938)","LINESTRING (105.4659668727551 20.31139826922741, 105.4659783595706 20.3114213652308, 105.4659826025183 20.31142785039538, 105.4659845841076 20.31143180350938)",4.15064082695,POINT (105.4659668727551 20.31139826922741),POINT (105.4659845841076 20.31143180350938)
79,"LINESTRING (105.4661610892443 20.31141794992458, 105.4661679884783 20.3113915352924)","LINESTRING (105.4661610892443 20.31141794992458, 105.4661679884783 20.3113915352924)",3.01066445846,POINT (105.4661610892443 20.31141794992458),POINT (105.4661679884783 20.3113915352924)
80,"LINESTRING (105.4665300649156 20.31167900245004, 105.4665311638137 20.31167292793701, 105.4665313284719 20.31166987162296, 105.4665337023143 20.31165664767559, 105.466534793926 20.31163840127984)","LINESTRING (105.4665300649156 20.31167900245004, 105.4665311638137 20.31167292793701, 105.4665313284719 20.31166987162296, 105.4665337023143 20.31165664767559, 105.466534793926 20.31163840127984)",4.52742208254,POINT (105.4665300649156 20.31167900245004),POINT (105.466534793926 20.31163840127984)
82,"LINESTRING (105.4666073267616 20.31162109603935, 105.4666140690466 20.31163493462206)","LINESTRING (105.4666073267616 20.31162109603935, 105.4666140690466 20.31163493462206)",1.68549608243,POINT (105.4666073267616 20.31162109603935),POINT (105.4666140690466 20.31163493462206)
84,"LINESTRING (105.4670714693307 20.29471984316964, 105.4670802100348 20.29472207920744)","LINESTRING (105.4670714693307 20.29471984316964, 105.4670802100348 20.29472207920744)",0.94558950931,POINT (105.4670714693307 20.29471984316964),POINT (105.4670802100348 20.29472207920744)
85,"LINESTRING (105.4670743002247 20.29472360544944, 105.4670802008609 20.29472210134877)","LINESTRING (105.4670743002247 20.29472360544944, 105.4670802008609 20.29472210134877)",0.63818846163,POINT (105.4670743002247 20.29472360544944),POINT (105.4670802008609 20.29472210134877)
86,"LINESTRING (105.467076168975 20.29471828350506, 105.4670801864872 20.29472202984697)","LINESTRING (105.467076168975 20.29471828350506, 105.4670801864872 20.29472202984697)",0.589789268475,POINT (105.467076168975 20.29471828350506),POINT (105.4670801864872 20.29472202984697)
87,"LINESTRING (105.4670783859268 20.29472383680419, 105.4670800281818 20.2947223080333, 105.4670802008609 20.29472210134877)","LINESTRING (105.4670783859268 20.29472383680419, 105.4670800281818 20.2947223080333, 105.4670802008609 20.29472210134877)",0.270010372151,POINT (105.4670783859268 20.29472383680419),POINT (105.4670802008609 20.29472210134877)
88,"LINESTRING (105.4670796391486 20.2947202095136, 105.4670801033748 20.29472160906956, 105.4670801864872 20.29472202984697)","LINESTRING (105.4670796391486 20.2947202095136, 105.4670801033748 20.29472160906956, 105.4670801864872 20.29472202984697)",0.209659778335,POINT (105.4670796391486 20.2947202095136),POINT (105.4670801864872 20.29472202984697)
94,"LINESTRING (105.4734269831791 20.29623411323136, 105.4734345296554 20.29621679081191)","LINESTRING (105.4734269831791 20.29623411323136, 105.4734345296554 20.29621679081191)",2.07263513933,POINT (105.4734269831791 20.29623411323136),POINT (105.4734345296554 20.29621679081191)
95,"LINESTRING (105.4755631854635 20.30459744466459, 105.4755672201655 20.30460690547741, 105.4755676237932 20.30460761652465)","LINESTRING (105.4755631854635 20.30459744466459, 105.4755672201655 20.30460690547741, 105.4755676237932 20.30460761652465)",1.21782900773,POINT (105.4755631854635 20.30459744466459),POINT (105.4755676237932 20.30460761652465)
97,"LINESTRING (105.4782618822267 20.303745394605, 105.4782613831077 20.30374486972107)","LINESTRING (105.4782618822267 20.303745394605, 105.4782613831077 20.30374486972107)",0.0780367081804,POINT (105.4782618822267 20.303745394605),POINT (105.4782613831077 20.30374486972107)
99,"LINESTRING (105.4789619894149 20.30338397224969, 105.4789571775974 20.30337494312544)","LINESTRING (105.4789619894149 20.30338397224969, 105.4789571775974 20.30337494312544)",1.11841325484,POINT (105.4789619894149 20.30338397224969),POINT (105.4789571775974 20.30337494312544)
101,"LINESTRING (105.4829702142107 20.30040103851538, 105.4829936794844 20.30042927938204, 105.4829946236612 20.30043016516328, 105.4829976809426 20.30043238945826)","LINESTRING (105.4829702142107 20.30040103851538, 105.4829936794844 20.30042927938204, 105.4829946236612 20.30043016516328, 105.4829976809426 20.30043238945826)",4.513280939,POINT (105.4829702142107 20.30040103851538),POINT (105.4829976809426 20.30043238945826)
103,"LINESTRING (105.4830475465458 20.30024773942172, 105.4830566446508 20.30024911064296)","LINESTRING (105.4830475465458 20.30024773942172, 105.4830566446508 20.30024911064296)",0.961966283497,POINT (105.4830475465458 20.30024773942172),POINT (105.4830566446508 20.30024911064296)
107,"LINESTRING (105.4855163610341 20.2989081012171, 105.4855062599548 20.29892873027015)","LINESTRING (105.4855163610341 20.2989081012171, 105.4855062599548 20.29892873027015)",2.51479594862,POINT (105.4855163610341 20.2989081012171),POINT (105.4855062599548 20.29892873027015)
108,"LINESTRING (105.4875224611331 20.29984597958884, 105.4875236182974 20.29982002648584, 105.487523569911 20.29981930930112)","LINESTRING (105.4875224611331 20.29984597958884, 105.4875236182974 20.29982002648584, 105.487523569911 20.29981930930112)",2.95422977668,POINT (105.4875224611331 20.29984597958884),POINT (105.487523569911 20.29981930930112)
110,"LINESTRING (105.5207270167567 20.28911633091275, 105.520726378372 20.28912163324284)","LINESTRING (105.5207270167567 20.28911633091275, 105.520726378372 20.28912163324284)",0.590570494189,POINT (105.5207270167567 20.28911633091275),POINT (105.520726378372 20.28912163324284)
113,"LINESTRING (105.5207315354392 20.28911445660257, 105.5207264155239 20.2891216304276)","LINESTRING (105.5207315354392 20.28911445660257, 105.5207264155239 20.2891216304276)",0.957129212045,POINT (105.5207315354392 20.28911445660257),POINT (105.5207264155239 20.2891216304276)
115,"LINESTRING (105.5207320596891 20.28911893675925, 105.5207264746559 20.28912164084944)","LINESTRING (105.5207320596891 20.28911893675925, 105.5207264746559 20.28912164084944)",0.655470905842,POINT (105.5207320596891 20.28911893675925),POINT (105.5207264746559 20.28912164084944)
116,"LINESTRING (105.5207291091609 20.28912183401204, 105.5207266325369 20.28912171222579)","LINESTRING (105.5207291091609 20.28912183401204, 105.5207266325369 20.28912171222579)",0.258951964011,POINT (105.5207291091609 20.28912183401204),POINT (105.5207266325369 20.28912171222579)
117,"LINESTRING (105.5207266325369 20.28912171222579, 105.5207266459826 20.28912172298579, 105.5207283023635 20.28912342864271)","LINESTRING (105.5207266325369 20.28912171222579, 105.5207266459826 20.28912172298579, 105.5207283023635 20.28912342864271)",0.257856164325,POINT (105.5207266325369 20.28912171222579),POINT (105.5207283023635 20.28912342864271)
118,"LINESTRING (105.7075668625898 20.11860025582297, 105.7075735371537 20.11859689637628)","LINESTRING (105.7075668625898 20.11860025582297, 105.7075735371537 20.11859689637628)",0.790591123977,POINT (105.7075668625898 20.11860025582297),POINT (105.7075735371537 20.11859689637628)
119,"LINESTRING (105.7075695912886 20.11859670963608, 105.7075734457689 20.11859683972041)","LINESTRING (105.7075695912886 20.11859670963608, 105.7075734457689 20.11859683972041)",0.403180315936,POINT (105.7075695912886 20.11859670963608),POINT (105.7075734457689 20.11859683972041)
120,"LINESTRING (105.7075734872422 20.11859685770013, 105.707572127117 20.1185922342013)","LINESTRING (105.7075734872422 20.11859685770013, 105.707572127117 20.1185922342013)",0.531064124195,POINT (105.7075734872422 20.11859685770013),POINT (105.707572127117 20.1185922342013)
121,"LINESTRING (105.7075725695482 20.11859606088625, 105.707573015949 20.11859650662448, 105.7075734457689 20.11859683972041)","LINESTRING (105.7075725695482 20.11859606088625, 105.707573015949 20.11859650662448, 105.7075734457689 20.11859683972041)",0.126021466767,POINT (105.7075725695482 20.11859606088625),POINT (105.7075734457689 20.11859683972041)
126,"LINESTRING (105.7075753277469 20.11858872105241, 105.7075735503649 20.11859690210454)","LINESTRING (105.7075753277469 20.11858872105241, 105.7075735503649 20.11859690210454)",0.924255862305,POINT (105.7075753277469 20.11858872105241),POINT (105.7075735503649 20.11859690210454)
128,"LINESTRING (105.7125789034285 20.11922654169868, 105.7125826044703 20.11918795997275, 105.7125833973299 20.11918438771901, 105.7125834496955 20.11918383361885, 105.7125834133583 20.11918262718139, 105.7125837679624 20.11917889559048)","LINESTRING (105.7125789034285 20.11922654169868, 105.7125826044703 20.11918795997275, 105.7125833973299 20.11918438771901, 105.7125834496955 20.11918383361885, 105.7125834133583 20.11918262718139, 105.7125837679624 20.11917889559048)",5.30099543146,POINT (105.7125789034285 20.11922654169868),POINT (105.7125837679624 20.11917889559048)
131,"LINESTRING (105.7143200460679 20.11983706830335, 105.7143193366303 20.11983802239652)","LINESTRING (105.7143200460679 20.11983706830335, 105.7143193366303 20.11983802239652)",0.129029542481,POINT (105.7143200460679 20.11983706830335),POINT (105.7143193366303 20.11983802239652)
132,"LINESTRING (105.7143193366303 20.11983802239652, 105.7143241224624 20.11983581920823)","LINESTRING (105.7143193366303 20.11983802239652, 105.7143241224624 20.11983581920823)",0.556532366032,POINT (105.7143193366303 20.11983802239652),POINT (105.7143241224624 20.11983581920823)
133,"LINESTRING (105.7146698852537 20.1205465343416, 105.7146654214861 20.12056815307365, 105.7146653584776 20.12056894912945, 105.71466570481 20.12057648064614)","LINESTRING (105.7146698852537 20.1205465343416, 105.7146654214861 20.12056815307365, 105.7146653584776 20.12056894912945, 105.71466570481 20.12057648064614)",3.36024001995,POINT (105.7146698852537 20.1205465343416),POINT (105.71466570481 20.12057648064614)
135,"LINESTRING (105.7194132839893 20.12044083245413, 105.7194133720356 20.12043549216483, 105.7194132492502 20.1204343504259, 105.7194028729749 20.12039010804912)","LINESTRING (105.7194132839893 20.12044083245413, 105.7194133720356 20.12043549216483, 105.7194132492502 20.1204343504259, 105.7194028729749 20.12039010804912)",5.73305616257,POINT (105.7194132839893 20.12044083245413),POINT (105.7194028729749 20.12039010804912)
137,"LINESTRING (105.7195692969432 20.1203235027308, 105.7195496657291 20.12030996748738, 105.7195263126278 20.12029761962941)","LINESTRING (105.7195692969432 20.1203235027308, 105.7195496657291 20.12030996748738, 105.7195263126278 20.12029761962941)",5.33828181278,POINT (105.7195692969432 20.1203235027308),POINT (105.7195263126278 20.12029761962941)
139,"LINESTRING (105.7195415632657 20.11970971619592, 105.7195380220263 20.11970853312301)","LINESTRING (105.7195415632657 20.11970971619592, 105.7195380220263 20.11970853312301)",0.392649682598,POINT (105.7195415632657 20.11970971619592),POINT (105.7195380220263 20.11970853312301)
140,"LINESTRING (105.7195415632657 20.11970971619592, 105.7195412736025 20.11970931284482, 105.7195408975378 20.11970862027249)","LINESTRING (105.7195415632657 20.11970971619592, 105.7195412736025 20.11970931284482, 105.7195408975378 20.11970862027249)",0.140079008957,POINT (105.7195415632657 20.11970971619592),POINT (105.7195408975378 20.11970862027249)
143,"LINESTRING (105.71954161931 20.11970481578621, 105.7195416065504 20.11970975248952)","LINESTRING (105.71954161931 20.11970481578621, 105.7195416065504 20.11970975248952)",0.546342849083,POINT (105.71954161931 20.11970481578621),POINT (105.7195416065504 20.11970975248952)
145,"LINESTRING (105.7195457405581 20.11970237682705, 105.719541651595 20.11970981520575)","LINESTRING (105.7195457405581 20.11970237682705, 105.719541651595 20.11970981520575)",0.927553988774,POINT (105.7195457405581 20.11970237682705),POINT (105.719541651595 20.11970981520575)
147,"LINESTRING (105.7195847191735 20.11976173052751, 105.71956171395 20.11976975394943)","LINESTRING (105.7195847191735 20.11976173052751, 105.71956171395 20.11976975394943)",2.56350487533,POINT (105.7195847191735 20.11976173052751),POINT (105.71956171395 20.11976975394943)
148,"LINESTRING (105.7196261831152 20.12014635081318, 105.7196031972435 20.12014406986996, 105.7195945311036 20.12014419161632, 105.7195892309456 20.12014368274583)","LINESTRING (105.7196261831152 20.12014635081318, 105.7196031972435 20.12014406986996, 105.7195945311036 20.12014419161632, 105.7195892309456 20.12014368274583)",3.87889763834,POINT (105.7196261831152 20.12014635081318),POINT (105.7195892309456 20.12014368274583)
149,"LINESTRING (105.5214865876301 20.30747920428205, 105.5214933036179 20.30747452360019)","LINESTRING (105.5214865876301 20.30747920428205, 105.5214933036179 20.30747452360019)",0.871766786866,POINT (105.5214865876301 20.30747920428205),POINT (105.5214933036179 20.30747452360019)
150,"LINESTRING (105.5214932166261 20.30747449983966, 105.5214886451287 20.30747499843381)","LINESTRING (105.5214932166261 20.30747449983966, 105.5214886451287 20.30747499843381)",0.480463617741,POINT (105.5214932166261 20.30747449983966),POINT (105.5214886451287 20.30747499843381)
151,"LINESTRING (105.5214902482963 20.30748072471193, 105.521493336481 20.30747452414424)","LINESTRING (105.5214902482963 20.30748072471193, 105.521493336481 20.30747452414424)",0.758175866439,POINT (105.5214902482963 20.30748072471193),POINT (105.521493336481 20.30747452414424)
152,"LINESTRING (105.5214932166261 20.30747449983966, 105.5214926370662 20.3074741704621, 105.5214923394809 20.30747404765139)","LINESTRING (105.5214932166261 20.30747449983966, 105.5214926370662 20.3074741704621, 105.5214923394809 20.30747404765139)",0.104551903751,POINT (105.5214932166261 20.30747449983966),POINT (105.5214923394809 20.30747404765139)
156,"LINESTRING (105.5214933628567 20.3074745178709, 105.5214934911585 20.30747789696013)","LINESTRING (105.5214933628567 20.3074745178709, 105.5214934911585 20.30747789696013)",0.374196621094,POINT (105.5214933628567 20.3074745178709),POINT (105.5214934911585 20.30747789696013)
158,"LINESTRING (105.5336451957807 20.30338184102013, 105.5336464100905 20.30338369061114, 105.5336630646625 20.30340384023383)","LINESTRING (105.5336451957807 20.30338184102013, 105.5336464100905 20.30338369061114, 105.5336630646625 20.30340384023383)",3.06852509069,POINT (105.5336451957807 20.30338184102013),POINT (105.5336630646625 20.30340384023383)
160,"LINESTRING (105.542929259919 20.29448163299312, 105.5429367407806 20.29450033964055)","LINESTRING (105.542929259919 20.29448163299312, 105.5429367407806 20.29450033964055)",2.21268390448,POINT (105.542929259919 20.29448163299312),POINT (105.5429367407806 20.29450033964055)
162,"LINESTRING (105.5438615433833 20.29451233899555, 105.5438541649529 20.29448142207716, 105.5438540486956 20.29448109940057)","LINESTRING (105.5438615433833 20.29451233899555, 105.5438541649529 20.29448142207716, 105.5438540486956 20.29448109940057)",3.54489612763,POINT (105.5438615433833 20.29451233899555),POINT (105.5438540486956 20.29448109940057)
164,"LINESTRING (105.5478357318095 20.26818211046533, 105.5478442064103 20.2681831085384)","LINESTRING (105.5478357318095 20.26818211046533, 105.5478442064103 20.2681831085384)",0.891878426488,POINT (105.5478357318095 20.26818211046533),POINT (105.5478442064103 20.2681831085384)
165,"LINESTRING (105.5478442064103 20.2681831085384, 105.5478437028232 20.26818331089379)","LINESTRING (105.5478442064103 20.2681831085384, 105.5478437028232 20.26818331089379)",0.057159681768,POINT (105.5478442064103 20.2681831085384),POINT (105.5478437028232 20.26818331089379)
167,"LINESTRING (105.5478982451162 20.26808293332037, 105.5479319090278 20.26810864492469)","LINESTRING (105.5478982451162 20.26808293332037, 105.5479319090278 20.26810864492469)",4.52280435028,POINT (105.5478982451162 20.26808293332037),POINT (105.5479319090278 20.26810864492469)
172,"LINESTRING (105.5481453718445 20.26845845661243, 105.5481513767738 20.26845418219288)","LINESTRING (105.5481453718445 20.26845845661243, 105.5481513767738 20.26845418219288)",0.785508036819,POINT (105.5481453718445 20.26845845661243),POINT (105.5481513767738 20.26845418219288)
173,"LINESTRING (105.5482710171586 20.26877010666857, 105.5482847051263 20.26875930001419)","LINESTRING (105.5482710171586 20.26877010666857, 105.5482847051263 20.26875930001419)",1.86376181447,POINT (105.5482710171586 20.26877010666857),POINT (105.5482847051263 20.26875930001419)
175,"LINESTRING (105.5493198123846 20.27643625876451, 105.5493304625409 20.27643232110303)","LINESTRING (105.5493198123846 20.27643625876451, 105.5493304625409 20.27643232110303)",1.19447680327,POINT (105.5493198123846 20.27643625876451),POINT (105.5493304625409 20.27643232110303)
179,"LINESTRING (105.5495819702548 20.26928599123797, 105.5496028681566 20.26925982060942)","LINESTRING (105.5495819702548 20.26928599123797, 105.5496028681566 20.26925982060942)",3.62643423573,POINT (105.5495819702548 20.26928599123797),POINT (105.5496028681566 20.26925982060942)
180,"LINESTRING (105.5495903130269 20.27192639981605, 105.54959241474 20.27193639458497)","LINESTRING (105.5495903130269 20.27192639981605, 105.54959241474 20.27193639458497)",1.12766530321,POINT (105.5495903130269 20.27192639981605),POINT (105.54959241474 20.27193639458497)
