,Junction,points
1076,POINT (105.6582213727303 20.21668343684794),3.0
1077,POINT (105.6611019823563 20.17122190140841),3.0
1078,POINT (105.6870270266279 20.12275415177437),3.0
1079,POINT (105.6722620717762 20.17623568438684),3.0
1080,POINT (105.674070918449 20.23003339733742),3.0
1081,POINT (105.7441393461566 20.06939291324824),3.0
1082,POINT (105.727201835141 20.13133626028871),3.0
1083,POINT (105.691747026823 20.20177663970931),3.0
1084,POINT (105.6248641907543 20.12091691125812),3.0
1085,POINT (105.6342081777256 20.11468471877392),3.0
1086,POINT (105.6084397813853 20.11503672626561),3.0
1087,POINT (105.5550842359702 20.27753894737475),3.0
1088,POINT (105.6840402109208 20.13786609816816),3.0
1089,POINT (105.6238957077623 20.14607137398248),3.0
1090,POINT (105.6777174223511 20.08635451633463),3.0
1091,POINT (105.6594573095701 20.25788552824543),3.0
1092,POINT (105.6811745434952 20.09223607122639),3.0
1093,POINT (105.7591651712616 20.11117321838178),3.0
1094,POINT (105.7491731791409 20.13024665226141),3.0
1095,POINT (105.6276657551126 20.21190567206386),3.0
1096,POINT (105.6822130772972 20.12591949647004),3.0
1097,POINT (105.6922424597681 20.12540486749316),3.0
1098,POINT (105.6610747973131 20.24133839885446),3.0
1099,POINT (105.5802442838741 20.25574686445956),3.0
1100,POINT (105.6082913481794 20.14754266450462),3.0
1101,POINT (105.6092076072243 20.14612271266216),3.0
1102,POINT (105.521493336481 20.30747452414424),3.0
1103,POINT (105.7790182339135 20.10165093464527),3.0
1104,POINT (105.6798496328644 20.13299966659369),3.0
1105,POINT (105.6248446718161 20.14416266421827),3.0
1106,POINT (105.7419744050337 20.12187704456196),3.0
1107,POINT (105.7421556067397 20.12180654692406),3.0
1108,POINT (105.6285600616842 20.10165392083462),3.0
1109,POINT (105.7668268182162 20.08732401646882),3.0
1110,POINT (105.7058466074755 20.11989985305785),3.0
1111,POINT (105.6451192479408 20.13460737481511),3.0
1112,POINT (105.7090382460036 20.10264585153061),3.0
1113,POINT (105.7016911524474 20.17330663639633),3.0
1114,POINT (105.7139170949957 20.14053242509907),3.0
1115,POINT (105.7254834756787 20.14027861683347),3.0
1116,POINT (105.6776324707341 20.13413565649303),3.0
1117,POINT (105.7888197865735 20.13642257612654),3.0
1118,POINT (105.7505999335755 20.1342588622722),3.0
1119,POINT (105.6711772822873 20.13898351605818),3.0
1120,POINT (105.7368746453786 20.11564191385035),3.0
1121,POINT (105.746189729555 20.13009811681537),3.0
1122,POINT (105.6897598309616 20.03883343553758),3.0
1123,POINT (105.5857990416752 20.15608792891517),3.0
1124,POINT (105.7410794752089 20.13665442338586),3.0
1125,POINT (105.6913897023508 20.16634853646052),3.0
1126,POINT (105.6268189759307 20.12703982659626),3.0
1127,POINT (105.7739045329532 20.12320638573235),3.0
1128,POINT (105.674011910121 20.1292125081019),3.0
1129,POINT (105.7205939718428 20.12754993864094),3.0
1130,POINT (105.6562712044171 20.2122072419355),3.0
1131,POINT (105.7691604310284 20.0942071455695),3.0
1132,POINT (105.7393414676541 20.14802803198632),3.0
1133,POINT (105.6838236224125 20.08511523426408),3.0
1134,POINT (105.6730529640984 20.12399284171379),3.0
1135,POINT (105.7630544617365 20.08260767757065),3.0
1136,POINT (105.6779313835969 20.2051009661545),3.0
1137,POINT (105.7520842511798 20.12777508496055),3.0
1138,POINT (105.6915528975219 20.1664561500668),3.0
1139,POINT (105.6088922347803 20.14659370392372),3.0
1140,POINT (105.6161673917474 20.20943437064778),3.0
1141,POINT (105.7303095195972 20.15010793589671),3.0
1142,POINT (105.7622609432082 20.09694249062323),3.0
1143,POINT (105.722569983453 20.12961665983726),3.0
1144,POINT (105.7624451571724 20.08054738314786),3.0
1145,POINT (105.7450263724433 20.07153230647656),3.0
1146,POINT (105.6452297972339 20.13410021043003),3.0
1147,POINT (105.6590396664574 20.25835102921356),3.0
1148,POINT (105.6985906148098 20.07440815190345),3.0
1149,POINT (105.7396885631893 20.14595228997489),3.0
1150,POINT (105.7509913462659 20.12877610745193),3.0
1151,POINT (105.7394699191434 20.06652608433778),3.0
1152,POINT (105.6684751626664 20.23263698710013),3.0
1153,POINT (105.7205939759677 20.12754994116429),3.0
1154,POINT (105.7622731750645 20.09664477904327),3.0
1155,POINT (105.6870270604985 20.12275417160685),3.0
1156,POINT (105.7281869259688 20.14534541952965),3.0
1157,POINT (105.6156557962485 20.15858803648219),3.0
1158,POINT (105.6728255035191 20.1541888195897),3.0
1159,POINT (105.7537345483199 20.08560308720848),3.0
1160,POINT (105.6601040165296 20.17783581673258),3.0
1161,POINT (105.569745336285 20.26210239031393),3.0
1162,POINT (105.6987146367738 20.07472663020615),3.0
1163,POINT (105.7511648937117 20.08789908105217),3.0
1164,POINT (105.6563089507822 20.199206176115),3.0
1165,POINT (105.6343560913127 20.13928596674502),3.0
1166,POINT (105.7394736151302 20.06655846950749),3.0
1167,POINT (105.5724862459335 20.26868220011543),3.0
1168,POINT (105.7407473623734 20.13288045253006),3.0
1169,POINT (105.6077132642197 20.15491255822964),3.0
1170,POINT (105.6077957815881 20.14254194418928),3.0
1171,POINT (105.7531225605999 20.09172304337218),3.0
1172,POINT (105.7416371607102 20.12202387895042),3.0
1173,POINT (105.6299682882092 20.10054525419509),3.0
1174,POINT (105.6104233974595 20.27672901438244),3.0
1175,POINT (105.7275701534926 20.14741378437866),3.0
1176,POINT (105.6615940335492 20.20919586665791),3.0
1177,POINT (105.6273914878846 20.14297665412829),3.0
1178,POINT (105.7071220104641 20.12058704265431),3.0
1179,POINT (105.6340813134004 20.14129467055365),3.0
1180,POINT (105.7728560055349 20.12679668029399),3.0
1181,POINT (105.6781896686794 20.12820104661365),3.0
1182,POINT (105.7221454502202 20.13417181136041),3.0
1183,POINT (105.6267691112719 20.12534190750954),3.0
1184,POINT (105.599699144753 20.10895956854579),3.0
1185,POINT (105.7392986721933 20.13454402994774),3.0
1186,POINT (105.6687069774332 20.19054401585789),3.0
1187,POINT (105.8456065690228 20.0460774373719),3.0
1188,POINT (105.678873346617 20.13391875871902),3.0
1189,POINT (105.7621398370071 20.08431171288924),3.0
1190,POINT (105.6212299049046 20.14914686536897),3.0
1191,POINT (105.7055963472879 20.20380153134444),3.0
1192,POINT (105.6227183243046 20.21354207187595),3.0
1193,POINT (105.708066517873 20.15003084081247),3.0
1194,POINT (105.6967331851436 20.17019283759803),3.0
1195,POINT (105.573870158464 20.25022161602841),3.0
1196,POINT (105.5850581696739 20.26739002087784),3.0
1197,POINT (105.6844278521313 20.08564846581007),3.0
1198,POINT (105.6894084111717 20.1402372061695),3.0
1199,POINT (105.6753876007806 20.12458226225601),3.0
1200,POINT (105.727651374237 20.14388502025835),3.0
1201,POINT (105.6623000571048 20.19440871156932),3.0
1202,POINT (105.7205939852671 20.12754991509621),3.0
1203,POINT (105.6170321925983 20.2337168241481),3.0
1204,POINT (105.750856252595 20.12904347748403),3.0
1205,POINT (105.6705229161885 20.17698285971585),3.0
1206,POINT (105.768650824169 20.08945594675591),3.0
1207,POINT (105.7810085202945 20.13963356345656),3.0
1208,POINT (105.7756553105843 20.09778620492385),3.0
1209,POINT (105.7641806344436 20.1275969123969),3.0
1210,POINT (105.5962499696343 20.23561617119347),3.0
1211,POINT (105.6168779362907 20.11685334140327),3.0
1212,POINT (105.6733927495207 20.15569576397152),3.0
1213,POINT (105.6621738676171 20.2418044883826),3.0
1214,POINT (105.7486167577327 20.12463411582128),3.0
1215,POINT (105.7729743010473 20.12694433633656),3.0
1216,POINT (105.7681812675193 20.09036336915731),3.0
1217,POINT (105.6234719082736 20.11503038963445),3.0
1218,POINT (105.773999176074 20.12303358779375),3.0
1219,POINT (105.6186426152571 20.23348591738392),3.0
1220,POINT (105.7241168625009 20.13261573980277),3.0
1221,POINT (105.6267691352163 20.12534196024813),3.0
1222,POINT (105.624873837234 20.11564526988533),3.0
1223,POINT (105.7282713113961 20.14691789438876),3.0
1224,POINT (105.7378385500763 20.14437762238497),3.0
1225,POINT (105.6624839761289 20.17377549851004),3.0
1226,POINT (105.7678676871516 20.08829161117096),3.0
1227,POINT (105.7391992996632 20.12338210759116),3.0
1228,POINT (105.6764940499977 20.11298760431586),3.0
1229,POINT (105.6904411895262 20.16636052689929),3.0
1230,POINT (105.606945714913 20.24613387827297),3.0
1231,POINT (105.7062449226831 20.12001642608095),3.0
1232,POINT (105.8455384888984 20.04631150842942),3.0
1233,POINT (105.6572920219107 20.23206499212025),3.0
1234,POINT (105.7662309686571 20.08695252503737),3.0
1235,POINT (105.7095369888734 20.14973380770388),3.0
1236,POINT (105.6994009323861 20.16383891620891),3.0
1237,POINT (105.6085825413836 20.11373555165924),3.0
1238,POINT (105.7412714757214 20.13320194795068),3.0
1239,POINT (105.6955853928171 20.17093030598459),3.0
1240,POINT (105.7691537729652 20.09412377819399),3.0
1241,POINT (105.736787527743 20.11646873515803),3.0
1242,POINT (105.7525447294303 20.08587910814797),3.0
1243,POINT (105.7741121119388 20.09769776599829),3.0
1244,POINT (105.6987118372525 20.07493374015096),3.0
1245,POINT (105.6900261417187 20.1383951837805),3.0
1246,POINT (105.5506674978123 20.27106152779443),3.0
1247,POINT (105.6734395854381 20.13008505418371),3.0
1248,POINT (105.6076712222353 20.2766731856318),3.0
1249,POINT (105.6766229800962 20.13902468051773),3.0
1250,POINT (105.6595992536126 20.25766759322417),3.0
1251,POINT (105.6925776658797 20.02957248217409),3.0
1252,POINT (105.6685907240608 20.12511700197963),3.0
1253,POINT (105.7076243237563 20.06356199552885),3.0
1254,POINT (105.7486357591366 20.12463128758205),3.0
1255,POINT (105.7490000834721 20.13258298455921),3.0
1256,POINT (105.5542269583718 20.26421245701886),3.0
1257,POINT (105.68702702557 20.12275415350548),3.0
1258,POINT (105.7715137489477 20.09557655119537),3.0
1259,POINT (105.6695125824077 20.18705511600723),3.0
1260,POINT (105.763997211205 20.16001861435639),3.0
1261,POINT (105.6786156063793 20.20479147697409),3.0
1262,POINT (105.6898952546769 20.13880975855327),3.0
1263,POINT (105.6480356944886 20.12424797683485),3.0
1264,POINT (105.728035923464 20.14708322996831),3.0
1265,POINT (105.6839741760745 20.16126403416046),3.0
1266,POINT (105.7622998313296 20.09656234249197),3.0
1267,POINT (105.7417400631776 20.06840977683301),3.0
1268,POINT (105.6876760309257 20.1311655726883),3.0
1269,POINT (105.6581724371474 20.21389201357224),3.0
1270,POINT (105.5684292985089 20.26389647256237),3.0
1271,POINT (105.6641963123558 20.21156521633312),3.0
1272,POINT (105.5819584669816 20.28143417951035),3.0
1273,POINT (105.776349634902 20.09782364592258),3.0
1274,POINT (105.7804999127615 20.11229491710315),3.0
1275,POINT (105.6577396580924 20.18245103421431),3.0
1276,POINT (105.7678742764329 20.09134473445104),3.0
1277,POINT (105.6595628010546 20.25779558498252),3.0
1278,POINT (105.6223371611814 20.15282626251733),3.0
1279,POINT (105.6289721851415 20.14503143773437),3.0
1280,POINT (105.6289722399989 20.14503131661021),3.0
1281,POINT (105.622337162864 20.15282630301525),3.0
1282,POINT (105.6289721605086 20.14503148304666),3.0
1283,POINT (105.6289721947116 20.14503139990968),3.0
1284,POINT (105.6223371955303 20.15282641183944),3.0
1285,POINT (105.622337167387 20.15282623319315),3.0
1286,POINT (105.5941892367046 20.17508055806918),3.0
1287,POINT (105.5953069987567 20.1812245165651),3.0
1288,POINT (105.5941640131331 20.1747376271577),3.0
1289,POINT (105.5946038652887 20.17100035465479),3.0
1290,POINT (105.5968550136781 20.18199305492559),3.0
1291,POINT (105.5956802040481 20.16987240584622),3.0
1292,POINT (105.5934382301989 20.17275928779878),3.0
1293,POINT (105.5954601075066 20.17019832113401),3.0
1294,POINT (105.6003286970531 20.17744555312732),3.0
1295,POINT (105.5944700753476 20.1716949637676),3.0
1296,POINT (105.5936710580303 20.17153068585587),3.0
1297,POINT (105.5946322255861 20.17100298088336),3.0
1298,POINT (105.5940865265958 20.17168559385068),3.0
1299,POINT (105.6003871765781 20.1776162195531),3.0
1300,POINT (105.5968551410089 20.18199303765325),3.0
1301,POINT (105.5935100082165 20.17161820854586),3.0
1302,POINT (105.5954520349731 20.18134672287247),3.0
1303,POINT (105.5966425481446 20.1819480024672),3.0
1304,POINT (105.5939222275671 20.17342092474737),3.0
1305,POINT (105.5946768048106 20.1712086343119),3.0
1306,POINT (105.5948910993477 20.1757471033485),3.0
1307,POINT (105.5968550568722 20.18199305630736),3.0
1308,POINT (105.5937581729446 20.17320843112537),3.0
1309,POINT (105.595390702842 20.18122428088102),3.0
1310,POINT (105.5950976329382 20.17069306817147),3.0
1311,POINT (105.5947315531097 20.17083206744764),3.0
1312,POINT (105.5956802874992 20.16987225256743),3.0
1313,POINT (105.5950753147635 20.17573741395448),3.0
1314,POINT (105.5945718322872 20.17157749608227),3.0
1315,POINT (105.5952868503595 20.18121833187222),3.0
1316,POINT (105.5946857339186 20.17567718017311),3.0
1317,POINT (105.6004348646942 20.17762369564035),3.0
1318,POINT (105.5943458576495 20.17530798162676),3.0
1319,POINT (105.5956801773754 20.16987245476134),3.0
1320,POINT (105.5933850317744 20.17249482225819),3.0
1321,POINT (105.593484887551 20.1716016313288),3.0
1322,POINT (105.5968549868744 20.18199306086725),3.0
1323,POINT (105.5944738214534 20.1716930274447),3.0
1324,POINT (105.5956802041615 20.16987240540034),3.0
1325,POINT (105.4667377881391 20.36105598348111),3.0
1326,POINT (105.6006833203711 20.20730162106371),3.0
1327,POINT (105.5799353184564 20.20645861368734),3.0
1328,POINT (105.5884554730894 20.20430524146495),3.0
1329,POINT (105.4873205805306 20.35278502039357),3.0
1330,POINT (105.604692398167 20.20211702629625),3.0
1331,POINT (105.583294101547 20.21969115252324),3.0
1332,POINT (105.4362790952592 20.36308574331377),3.0
1333,POINT (105.4725765570999 20.36052109588104),3.0
1334,POINT (105.4731397948491 20.35967941997104),3.0
1335,POINT (105.5803938082791 20.21803025841011),3.0
1336,POINT (105.6382630357973 20.15603463141347),3.0
1337,POINT (105.639490760846 20.16121783800118),3.0
1338,POINT (105.6170090139225 20.18463043910619),3.0
1339,POINT (105.6012916307343 20.20620610905304),3.0
1340,POINT (105.4654025625406 20.36213281364963),3.0
1341,POINT (105.5142113871131 20.24603867369815),3.0
1342,POINT (105.6032289309522 20.20374759884668),3.0
1343,POINT (105.6156243252129 20.18596666871861),3.0
1344,POINT (105.6394209693433 20.15813936949342),3.0
1345,POINT (105.5382036445033 20.27133857188234),3.0
1346,POINT (105.649444780313 20.14940575259999),3.0
1347,POINT (105.6018060544295 20.20562600085403),3.0
1348,POINT (105.5275994367127 20.32646507480585),3.0
1349,POINT (105.6394908245117 20.16121807459223),3.0
1350,POINT (105.6275413999693 20.17463902123918),3.0
1351,POINT (105.6054198178476 20.19819421856721),3.0
1352,POINT (105.6054534023223 20.19852423624788),3.0
1353,POINT (105.6151492858974 20.1606041527468),3.0
1354,POINT (105.641799158841 20.16385464659946),3.0
1355,POINT (105.5250556729304 20.32986385721983),3.0
1356,POINT (105.5117619927444 20.26180266458353),3.0
1357,POINT (105.6150795795159 20.16077246078748),3.0
1358,POINT (105.6029163189304 20.20416780379761),3.0
1359,POINT (105.4461456165891 20.36424217411432),3.0
1360,POINT (105.5340165671913 20.29099385961628),3.0
1361,POINT (105.5238006639103 20.36566116211315),3.0
1362,POINT (105.6508821442338 20.15338922673067),3.0
1363,POINT (105.6464774094883 20.16237553702208),3.0
1364,POINT (105.5427793735045 20.2513625121861),3.0
1365,POINT (105.5889657986463 20.20374250456906),3.0
1366,POINT (105.5232603671095 20.24877129767888),3.0
1367,POINT (105.5981312584278 20.19260629210755),3.0
1368,POINT (105.6045849569425 20.19507362034575),3.0
1369,POINT (105.6364489200422 20.16193525583944),3.0
1370,POINT (105.5235277032447 20.26721819162559),3.0
1371,POINT (105.4528490097155 20.36527349557881),3.0
1372,POINT (105.6311933404201 20.16110769059846),3.0
1373,POINT (105.631851184077 20.16219529125133),3.0
1374,POINT (105.6311583711483 20.16109695525453),3.0
1375,POINT (105.588561102996 20.20425067558621),3.0
1376,POINT (105.6009523232097 20.20674158796755),3.0
1377,POINT (105.4530336004843 20.36520289607053),3.0
1378,POINT (105.6243614640762 20.1700778591764),3.0
1379,POINT (105.4828814892872 20.35628497325986),3.0
1380,POINT (105.6136885160946 20.16320184341259),3.0
1381,POINT (105.6046686417408 20.19539303295971),3.0
1382,POINT (105.6041414057836 20.20276712443074),3.0
1383,POINT (105.6302423587052 20.1715401958061),3.0
1384,POINT (105.5791679645985 20.22627279502922),3.0
1385,POINT (105.6394908047425 20.1612179237324),3.0
1386,POINT (105.6328095394286 20.18848458649257),3.0
1387,POINT (105.6027054111106 20.18890922498224),3.0
1388,POINT (105.5243450827511 20.32964120846286),3.0
1389,POINT (105.5361215267888 20.24715737218077),3.0
1390,POINT (105.6274099128208 20.17478269498955),3.0
1391,POINT (105.6182773584585 20.18208754098021),3.0
1392,POINT (105.6050138722973 20.19673959157891),3.0
1393,POINT (105.6390106744042 20.16695767597022),3.0
1394,POINT (105.5998213714018 20.20867671466571),3.0
1395,POINT (105.6143128086022 20.18772705404203),3.0
1396,POINT (105.6210111344989 20.18181458917536),3.0
1397,POINT (105.6066205053197 20.16117275347362),3.0
1398,POINT (105.5835119349572 20.20786739947332),3.0
1399,POINT (105.6047894139395 20.19581560962083),3.0
1400,POINT (105.6012750736713 20.2062192895873),3.0
1401,POINT (105.5161083059642 20.33336216693446),3.0
1402,POINT (105.4319077186671 20.36432236842952),3.0
1403,POINT (105.6371142500919 20.15680970662985),3.0
1404,POINT (105.6273626061605 20.1751657714535),3.0
1405,POINT (105.5794288576479 20.20608636118204),3.0
1406,POINT (105.6338063340617 20.15995963001915),3.0
1407,POINT (105.6394720060026 20.16171644923074),3.0
1408,POINT (105.6207691297348 20.18180137194473),3.0
1409,POINT (105.6047672816839 20.19568209274964),3.0
1410,POINT (105.587999339055 20.2047797295331),3.0
1411,POINT (105.6240153969169 20.17567906847886),3.0
1412,POINT (105.6687474299063 20.1320050478606),3.0
1413,POINT (105.5241979501348 20.29484149435412),3.0
1414,POINT (105.6059079531939 20.18811380863897),3.0
1415,POINT (105.4594064568712 20.36213724643192),3.0
1416,POINT (105.639489580991 20.16122316012841),3.0
1417,POINT (105.53026740586 20.28767256293661),3.0
1418,POINT (105.527599361238 20.32646521902492),3.0
1419,POINT (105.6236673420356 20.17589061154127),3.0
1420,POINT (105.6315245479718 20.16149858596841),3.0
1421,POINT (105.639014111513 20.16034202698721),3.0
1422,POINT (105.4875147833785 20.35222216236102),3.0
1423,POINT (105.6024049460876 20.20492432541968),3.0
1424,POINT (105.6365128183835 20.16153108950771),3.0
1425,POINT (105.6164698058011 20.17584342752969),3.0
1426,POINT (105.5407212485659 20.24947202668115),3.0
1427,POINT (105.6132131910854 20.18789809947124),3.0
1428,POINT (105.5804019126392 20.21783343977024),3.0
1429,POINT (105.4343713404014 20.36328317595716),3.0
1430,POINT (105.5168090540535 20.33314705187507),3.0
1431,POINT (105.6175205358155 20.16237031198434),3.0
1432,POINT (105.5823145565695 20.20759212923116),3.0
1433,POINT (105.59851208743 20.15629955279377),3.0
1434,POINT (105.6357109472193 20.15907862436731),3.0
1435,POINT (105.4582859253157 20.36130330545493),3.0
1436,POINT (105.6328095274914 20.18848456414328),3.0
1437,POINT (105.5161941250846 20.33333202045752),3.0
1438,POINT (105.6350630205748 20.16389041436596),3.0
1439,POINT (105.5985120869221 20.15629973610876),3.0
1440,POINT (105.5840820833193 20.20729762533422),3.0
1441,POINT (105.6230747153034 20.17553283173562),3.0
1442,POINT (105.5289597938582 20.28768824286208),3.0
1443,POINT (105.5807147188671 20.20672700387079),3.0
1444,POINT (105.4729665359934 20.35984439421012),3.0
1445,POINT (105.6048800977263 20.19610966413037),3.0
1446,POINT (105.6303125116196 20.17153033155304),3.0
1447,POINT (105.6008625999263 20.20691385073784),3.0
1448,POINT (105.4547733179453 20.36269720759669),3.0
1449,POINT (105.6066803524687 20.18823131416103),3.0
1450,POINT (105.5832664874064 20.20815300495699),3.0
1451,POINT (105.587558897235 20.20508326454208),3.0
1452,POINT (105.6048254292633 20.19589276197143),3.0
1453,POINT (105.6022844223928 20.19028629688739),3.0
1454,POINT (105.6007700124213 20.20708533844606),3.0
1455,POINT (105.5382037203606 20.27133859524324),3.0
1456,POINT (105.5991748278639 20.19272793674918),3.0
1457,POINT (105.6018867849775 20.20556441946592),3.0
1458,POINT (105.5217105171862 20.27988978142575),3.0
1459,POINT (105.5430779778718 20.25111093040376),3.0
1460,POINT (105.6134043722952 20.17486717784376),3.0
1461,POINT (105.454248254937 20.36448156136358),3.0
1462,POINT (105.5176114823363 20.33165058752461),3.0
1463,POINT (105.5873229423831 20.20525222162796),3.0
1464,POINT (105.5176115344817 20.33165061727739),3.0
1465,POINT (105.5344173599703 20.29073964811509),3.0
1466,POINT (105.6446370954297 20.16424800153343),3.0
1467,POINT (105.6372908336156 20.15684807059609),3.0
1468,POINT (105.5694735867527 20.2306308590275),3.0
1469,POINT (105.4494855179465 20.36410097672888),3.0
1470,POINT (105.5124860785871 20.33602002326814),3.0
1471,POINT (105.636769901704 20.16680457419152),3.0
1472,POINT (105.6013901284594 20.20607497276144),3.0
1473,POINT (105.4591669484026 20.36209899508171),3.0
1474,POINT (105.4770573654537 20.35942239837255),3.0
1475,POINT (105.6376370884857 20.15943806113392),3.0
1476,POINT (105.4894798340257 20.34976198021945),3.0
1477,POINT (105.6199979770416 20.1639833976257),3.0
1478,POINT (105.5837908891392 20.20755215431162),3.0
1479,POINT (105.5826054566481 20.20783788161753),3.0
1480,POINT (105.5768062326237 20.21344024935121),3.0
1481,POINT (105.5310875524095 20.29187865783557),3.0
1482,POINT (105.6417991602562 20.16385464728714),3.0
1483,POINT (105.6133761081863 20.17493344358563),3.0
1484,POINT (105.5294983757372 20.29643099659245),3.0
1485,POINT (105.6049836831535 20.19667489168239),3.0
1486,POINT (105.6049455367223 20.19645632877217),3.0
1487,POINT (105.621975065436 20.17789439651272),3.0
1488,POINT (105.5901868700623 20.19121844238587),3.0
1489,POINT (105.6212695662213 20.18168459793196),3.0
1490,POINT (105.4903984256882 20.34874056279632),3.0
1491,POINT (105.6494450855515 20.14959513920131),3.0
1492,POINT (105.5824841070876 20.20773303960781),3.0
1493,POINT (105.5812552526023 20.20692336471084),3.0
1494,POINT (105.52351743387 20.29551709886921),3.0
1495,POINT (105.5431641922248 20.25104535221862),3.0
1496,POINT (105.6282336713945 20.17486786310723),3.0
1497,POINT (105.5830807670988 20.2081567164121),3.0
1498,POINT (105.6284205559753 20.17486040462962),3.0
1499,POINT (105.5213718228003 20.26646368425442),3.0
1500,POINT (105.6051955195662 20.19748397346865),3.0
1501,POINT (105.6045443435627 20.19498827959261),3.0
1502,POINT (105.5231707687984 20.29580188295525),3.0
1503,POINT (105.6369667684918 20.16621245669589),3.0
1504,POINT (105.6049321774205 20.19632472935649),3.0
1505,POINT (105.6054142799818 20.1984229931651),3.0
1506,POINT (105.6011670394752 20.20637898711241),3.0
1507,POINT (105.6050814987553 20.19698472659766),3.0
1508,POINT (105.6023233292661 20.18999626498297),3.0
1509,POINT (105.5500409906833 20.2545913777371),3.0
1510,POINT (105.4494778469585 20.36405921000091),3.0
1511,POINT (105.6451029793909 20.16505075094337),3.0
1512,POINT (105.6390439795307 20.16471446039479),3.0
1513,POINT (105.6328095461258 20.18848461379927),3.0
1514,POINT (105.5290620612415 20.28787637863687),3.0
1515,POINT (105.6015046727845 20.19165326294692),3.0
1516,POINT (105.5409044256711 20.24971738994207),3.0
1517,POINT (105.6046011445046 20.19519685347588),3.0
1518,POINT (105.6314475937651 20.16061421286341),3.0
1519,POINT (105.5239654094649 20.36564966105332),3.0
1520,POINT (105.5411523415369 20.25122969060883),3.0
1521,POINT (105.6052822165911 20.19778398076438),3.0
1522,POINT (105.6059332840993 20.1883572813973),3.0
1523,POINT (105.4319077445852 20.36432222776136),3.0
1524,POINT (105.6156301205894 20.16661033842996),3.0
1525,POINT (105.604489450256 20.19479758830405),3.0
1526,POINT (105.436546777191 20.36321313299738),3.0
1527,POINT (105.5788006891085 20.22082177060167),3.0
1528,POINT (105.5238007222945 20.36566123203576),3.0
1529,POINT (105.6054154838423 20.19877590225143),3.0
1530,POINT (105.6081958973572 20.18584461482972),3.0
1531,POINT (105.6243612721042 20.17007789518265),3.0
1532,POINT (105.4558876835196 20.36203270047538),3.0
1533,POINT (105.5228761232747 20.29611024744552),3.0
1534,POINT (105.631851182625 20.16219526170556),3.0
1535,POINT (105.6130150385203 20.17010770926586),3.0
1536,POINT (105.5176113152928 20.3316505415875),3.0
1537,POINT (105.5020507935281 20.34242694239465),3.0
1538,POINT (105.5321157203626 20.2915243815637),3.0
1539,POINT (105.531739580691 20.29162339028919),3.0
1540,POINT (105.6047145091542 20.19547404885866),3.0
1541,POINT (105.6014201092758 20.20605134826116),3.0
1542,POINT (105.6347114187908 20.14176212692015),3.0
1543,POINT (105.5887920504953 20.2039872506769),3.0
1544,POINT (105.5289597334585 20.28768813744032),3.0
1545,POINT (105.5134713522057 20.33569776416515),3.0
1546,POINT (105.6143498039016 20.16183321612432),3.0
1547,POINT (105.5210137339912 20.32523039939042),3.0
1548,POINT (105.6138969545305 20.16311929846097),3.0
1549,POINT (105.5787916661253 20.22077248499941),3.0
1550,POINT (105.5292004039092 20.29643512958789),3.0
1551,POINT (105.6138723723129 20.17462818267257),3.0
1552,POINT (105.5789224015491 20.22648795893544),3.0
1553,POINT (105.6057953511417 20.19962326797706),3.0
1554,POINT (105.6438026542929 20.16406942208034),3.0
1555,POINT (105.5238461962567 20.29518046869221),3.0
1556,POINT (105.6126356154381 20.17250441804403),3.0
1557,POINT (105.540807951086 20.24953573955626),3.0
1558,POINT (105.5140054645466 20.33482548520166),3.0
1559,POINT (105.4640431305941 20.36119425367489),3.0
1560,POINT (105.6313358371583 20.16146059357682),3.0
1561,POINT (105.6397052402541 20.15244418533272),3.0
1562,POINT (105.6380692879479 20.15239992137681),3.0
1563,POINT (105.445633209188 20.36388949962542),3.0
1564,POINT (105.5428848996107 20.25134343057612),3.0
1565,POINT (105.6066804336042 20.18823126298134),3.0
1566,POINT (105.5142113440739 20.24603861168554),3.0
1567,POINT (105.5838355875471 20.20751776208275),3.0
1568,POINT (105.606161877247 20.20020156931853),3.0
1569,POINT (105.6061063174573 20.19994281573108),3.0
1570,POINT (105.6158006543047 20.1673873489151),3.0
1571,POINT (105.631851181873 20.16219526745944),3.0
1572,POINT (105.6301555100543 20.17143181581128),3.0
1573,POINT (105.6079568782303 20.18588815865923),3.0
1574,POINT (105.4467440103162 20.36396081240088),3.0
1575,POINT (105.578931630333 20.22649818787928),3.0
1576,POINT (105.4870676523997 20.3531249437135),3.0
1577,POINT (105.6044616270267 20.19438225493841),3.0
1578,POINT (105.5814393553484 20.20688299476556),3.0
1579,POINT (105.5871114460819 20.20543224898637),3.0
1580,POINT (105.5905709701505 20.1914740877003),3.0
1581,POINT (105.5308103962638 20.29280424696886),3.0
1582,POINT (105.5827611254013 20.20794953113156),3.0
1583,POINT (105.4431533552711 20.36362161875482),3.0
1584,POINT (105.605351777042 20.19789834307178),3.0
1585,POINT (105.530037125774 20.29406300711882),3.0
1586,POINT (105.6347114065676 20.14176207726559),3.0
1587,POINT (105.4808663168276 20.35796476482624),3.0
1588,POINT (105.5409126964283 20.24983136800332),3.0
1589,POINT (105.5133153935503 20.33578415728621),3.0
1590,POINT (105.5887047143547 20.20403983783429),3.0
1591,POINT (105.5238007029628 20.36566121597116),3.0
1592,POINT (105.4719108377754 20.36084320866278),3.0
1593,POINT (105.588169492747 20.2045602779171),3.0
1594,POINT (105.6011406059027 20.20639985101341),3.0
1595,POINT (105.6395874540376 20.1424869608011),3.0
