,junctions
0,"MULTIPOINT (105.6302423587052 20.1715401958061, 105.6151643358469 20.16069327394029, 105.5212967553954 20.29667038302898, 105.6764940499977 20.11298760431586, 105.6233085866371 20.11476801822495, 105.7794327263969 20.10114403938481, 105.6908755158544 20.16311518877209, 105.7396885631893 20.14595228997489, 105.6100296610375 20.14373820372177, 105.6920234810588 20.08322559954268, 105.6613164319223 20.16288383720157, 105.6840402109208 20.13786609816816, 105.7537899848605 20.12506749931342, 105.6685907240608 20.12511700197963, 105.7034865421676 20.16149295114668, 105.6904411895262 20.16636052689929, 105.6814626214706 20.13606679335882, 105.6815639660091 20.13630000828569, 105.5217105171862 20.27988978142575, 105.6784595470161 20.13381826424419, 105.6555636106156 20.16301649740076, 105.5961880640628 20.23524265330867, 105.759175364788 20.11115139643676, 105.6728255035191 20.1541888195897, 105.649444780313 20.14940575259999, 105.6372908336156 20.15684807059609, 105.6632178602629 20.17253826913636, 105.675421569585 20.12459685172803, 105.7730857188772 20.09692397492628, 105.7728496062999 20.12688255032249, 105.624873837234 20.11564526988533, 105.7552581404555 20.15893293881427, 105.7507860732364 20.08649416204222, 105.6180818868268 20.17438850629737, 105.7501703672718 20.0853606817927, 105.5964305514499 20.2357054320077, 105.6660092291074 20.21457647276247, 105.6132287397668 20.18786107561668, 105.6716953049104 20.17629963915975, 105.6179421165953 20.16279650101894, 105.7141704865024 20.12383881621726, 105.6787628330081 20.13217794085414, 105.6212299049046 20.14914686536897, 105.6161673917474 20.20943437064778, 105.5479164698863 20.26817275887967, 105.637927942554 20.21346091965717, 105.5935100082165 20.17161820854586, 105.728035923464 20.14708322996831, 105.5794288576479 20.20608636118204, 105.6693661104915 20.12925680363876, 105.5179474838262 20.33186585890113, 105.6109903403772 20.13722023563039, 105.7281018007515 20.14708426159192, 105.4670802181214 20.29472208890278, 105.6126356154381 20.17250441804403, 105.6480356944886 20.12424797683485, 105.595390702842 20.18122428088102, 105.4480773819929 20.33357408212205, 105.7511192063873 20.08793927734478, 105.4593910419714 20.3201604156508, 105.4465929810003 20.33458917493418, 105.5736103277063 20.24984405123571, 105.6692361402289 20.12931457905115, 105.6383033582489 20.1605063090598, 105.5301458504624 20.29621206387724, 105.6844278521313 20.08564846581007, 105.6781896686794 20.12820104661365, 105.7404460557751 20.13180986143009, 105.5552144346459 20.26302744396019, 105.6917314060708 20.08596596051978, 105.7200955648239 20.12789768400085, 105.6762374442213 20.11569508334465, 105.6559487185601 20.20181460110932, 105.630744728372 20.10657681822944, 105.68702702557 20.12275415350548, 105.7774542594887 20.11938475001881, 105.7059933421083 20.12003988233864, 105.6540026675734 20.19956074417216, 105.6171838345911 20.11753991631128, 105.6736893390815 20.1248057293335, 105.6614600259276 20.16281735925211, 105.7686253687092 20.08946112422945, 105.746189729555 20.13009811681537, 105.7621398370071 20.08431171288924, 105.6728119169899 20.12022309508256, 105.6026446666964 20.18815013054924, 105.662567295373 20.16317633764751, 105.6797047231725 20.09137376219683, 105.6253467810161 20.11082428025733, 105.6357109472193 20.15907862436731, 105.6900261417187 20.1383951837805, 105.6693873062571 20.12848846970757, 105.6480038243224 20.12413219484666, 105.6918878723048 20.08336622278819, 105.5787916661253 20.22077248499941, 105.7621186441344 20.1292015038771, 105.7135529961735 20.1107794939919, 105.6219728192725 20.11553926517638, 105.6704991910755 20.17301549416585, 105.5768062326237 20.21344024935121, 105.7630605458728 20.08263054062824, 105.7505182728745 20.08692325331444, 105.6446370954297 20.16424800153343, 105.6645162657794 20.23310847962908, 105.4622889481574 20.32036066905427, 105.6221219487426 20.10953482447672, 105.6444688403633 20.11663911555328, 105.6699640388696 20.13846089956867, 105.6072922429684 20.23444148046607, 105.6834428283129 20.07290573486814, 105.6766150034559 20.11354610447815, 105.6705233711727 20.17658836616635, 105.7142802066267 20.11986740248991, 105.7062449226831 20.12001642608095, 105.7622570853505 20.0966162402753, 105.6365128183835 20.16153108950771, 105.6088815045668 20.18517106753005, 105.675329188734 20.12984531453005, 105.7417400631776 20.06840977683301, 105.5243902871467 20.29464565092256, 105.6479722353069 20.12445649510284, 105.4640431305941 20.36119425367489, 105.638231244552 20.21379137861454, 105.6480113282901 20.12400989429111, 105.6064126335756 20.27554542397149, 105.7408447440724 20.06880349449498, 105.7739643212581 20.12318636987169, 105.6807761634381 20.12609378781966, 105.6395919117024 20.21656795768408, 105.4830614751236 20.2992480485208, 105.6471843330147 20.12333377956623, 105.5520195932107 20.28094582996281, 105.6099000585791 20.14338203144949, 105.7502851143613 20.08588393162719, 105.7342440334553 20.14802408191627, 105.6162785261401 20.20910021482062, 105.6248074569467 20.12219811109405, 105.6032869204835 20.23722099874179, 105.7531349127581 20.12662007411239, 105.7269122697196 20.14615679119478, 105.6769989008157 20.13928380454013, 105.7641806344436 20.1275969123969, 105.5702854056484 20.229399400106, 105.6311933404201 20.16110769059846, 105.6136569386112 20.12111316975998, 105.6734395854381 20.13008505418371, 105.7805829682843 20.11242726956027, 105.742378799314 20.14220473560133, 105.7302797526988 20.15010465649559, 105.6797981230261 20.13301819175263, 105.5697379126286 20.25285281629724, 105.6422161362454 20.15993398027008, 105.6494450855515 20.14959513920131, 105.4494855179465 20.36410097672888, 105.6798306590513 20.13753484839721, 105.7344538307868 20.14862850500788, 105.6897195447965 20.15958589190219, 105.5997050989914 20.10900769983243, 105.6428340762401 20.11565474138931, 105.678873346617 20.13391875871902, 105.5743027797744 20.21836107551519, 105.7273194089234 20.1310653417818, 105.6529047190042 20.12560594734023, 105.639630674068 20.14283639800224, 105.6692687521661 20.12836645834552, 105.661720907385 20.19382112910335, 105.6624431161103 20.1632240555193, 105.6219919230117 20.10956477420535, 105.6435715677251 20.18126012872402, 105.7205939718428 20.12754993864094, 105.6714682807139 20.19880660368274, 105.6003871765781 20.1776162195531, 105.7525495274206 20.12728466025301, 105.6532844679036 20.12585792497013, 105.5948921070372 20.23390698306157, 105.6113600959203 20.13486601909929, 105.6134043722952 20.17486717784376, 105.6058471968919 20.18854068792338, 105.5343866860739 20.29073453197513, 105.7076725384807 20.1664459675531, 105.6789456558199 20.13187725877024, 105.6394720060026 20.16171644923074, 105.5222654941539 20.26691568993744, 105.6077565700218 20.14242659440745, 105.6562712044171 20.2122072419355, 105.5881444133594 20.276459550392, 105.6326730036278 20.15889500526833, 105.6744286086752 20.13048431902167, 105.687175777448 20.13267149484615, 105.6086276571643 20.11112367568567, 105.7635293278938 20.08544418524038, 105.663060930011 20.12762026119198, 105.751055766576 20.13447144354842, 105.7725033157879 20.11925707048831, 105.5503678137611 20.25255284785652, 105.7376430378466 20.14438193872591, 105.5946322255861 20.17100298088336, 105.6705874061707 20.17664538422013, 105.682197748083 20.12590259306257, 105.7711912931704 20.09544872171691, 105.6739850260806 20.22999052972609, 105.7303095195972 20.15010793589671, 105.7309523294173 20.10813751886187, 105.5210137339912 20.32523039939042, 105.5182221153292 20.33259112508265, 105.7751223963541 20.1170581864702, 105.6588754846656 20.16098250382567, 105.6214139366633 20.11213566180168, 105.6663993503512 20.12864599379914, 105.5832940521319 20.21972025806633, 105.5789224015491 20.22648795893544, 105.6215292558545 20.17611603315149, 105.5658120417363 20.25472462500657, 105.6164698058011 20.17584342752969, 105.5962822768154 20.23558993055195, 105.5901868700623 20.19121844238587, 105.7378385500763 20.14437762238497, 105.767739462208 20.09076120070717, 105.745608565927 20.12475951922062, 105.6802078450029 20.09152109919539, 105.5856554044678 20.2733981790191)"
